Document_ID,Customer_ID,Document_Type,Document_Date,Image_Quality_Score,OCR_Confidence,Fields_Extracted,Expected_Fields,File_Size_KB,Status
DOC0000929,C000138,Surat Kerja,2025-01-22,0.769,0.972,10,11,1638,VALID
DOC0000930,C000135,KTP,2025-08-20,0.865,0.867,4,7,3834,VALID
DOC0000931,C000634,Surat Kerja,2026-06-08,1.0,0.995,10,9,3730,VALID
DOC0000932,C000063,NPWP,2026-06-20,0.832,0.926,10,10,665,VALID
DOC0000933,C000038,Rekening Koran,2025-01-30,0.798,1.0,0,10,3763,NEEDS_REVIEW
DOC0000934,C000171,Slip Gaji,2025-05-25,0.821,0.961,11,9,4900,VALID
DOC0000935,C000648,KTP,2025-04-27,0.824,1.0,9,9,4919,VALID
DOC0000936,C000629,Slip Gaji,2025-05-15,1.0,1.0,9,7,585,VALID
DOC0000937,C000183,Form Aplikasi,2026-06-06,0.918,0.863,7,7,566,NEEDS_REVIEW
DOC0000938,C000673,Slip Gaji,2026-09-06,0.999,0.894,11,7,1168,VALID
DOC0000939,C000691,KTP,2025-03-05,0.875,0.774,11,9,1589,VALID
DOC0000940,C000285,KTP,2024-05-05,0.845,0.828,10,11,3620,NEEDS_REVIEW
DOC0000941,C000246,Surat Kerja,2025-03-03,0.849,0.842,7,9,1307,VALID
DOC0000942,C000557,Slip Gaji,2026-01-29,0.732,1.0,10,7,4207,INVALID
DOC0000943,C000616,NPWP,2024-07-27,0.866,1.0,4,7,4896,VALID
DOC0000944,C000230,Rekening Koran,2024-02-05,0.759,0.891,6,9,2436,VALID
DOC0000945,C000055,KTP,2024-08-22,0.985,0.908,10,6,4003,VALID
DOC0000946,C000190,NPWP,2026-07-20,0.692,0.975,11,9,2955,VALID
DOC0000947,C000044,Surat Kerja,2025-06-15,0.837,0.903,11,7,1523,VALID
DOC0000948,C000456,KTP,2026-09-01,1.0,1.0,11,11,1640,VALID
DOC0000949,C000590,Slip Gaji,2026-05-01,0.945,0.894,11,8,205,VALID
DOC0000950,C000217,KTP,2025-08-25,0.577,1.0,7,8,3587,VALID
DOC0000951,C000281,Form Aplikasi,2024-04-04,1.0,0.997,6,10,1589,VALID
DOC0000952,C000421,Surat Kerja,2024-05-22,0.636,0.955,9,8,4290,NEEDS_REVIEW
DOC0000953,C000316,KTP,2024-07-12,0.713,0.823,7,10,184,VALID
DOC0000954,C000652,Surat Kerja,2024-06-27,0.797,0.937,0,9,1361,VALID
DOC0000955,C000382,NPWP,2026-05-31,0.735,0.916,11,11,4617,VALID
DOC0000956,C000313,Rekening Koran,2024-09-15,0.945,0.782,0,6,2061,VALID
DOC0000957,C000449,KTP,2024-11-20,0.812,0.879,9,9,404,INVALID
DOC0000958,C000345,Form Aplikasi,2026-02-22,0.871,0.92,9,6,1921,VALID
DOC0000959,C000615,Form Aplikasi,2024-01-06,1.0,0.926,4,6,4492,VALID
DOC0000960,C000122,Rekening Koran,2025-06-25,0.811,0.873,10,11,415,VALID
DOC0000961,C000628,Slip Gaji,2025-12-16,0.998,0.738,5,9,3983,VALID
DOC0000962,C000095,KTP,2026-02-21,0.893,0.99,11,11,1570,VALID
DOC0000963,C000538,Slip Gaji,2024-07-15,1.0,0.864,8,9,4129,INVALID
DOC0000964,C000337,Rekening Koran,2024-01-30,0.83,1.0,7,10,4937,NEEDS_REVIEW
DOC0000965,C000006,Surat Kerja,2024-07-15,0.975,0.881,6,11,1834,VALID
DOC0000966,C000428,KTP,2024-12-18,0.751,0.937,4,10,4429,INVALID
DOC0000967,C000651,KTP,2025-06-30,0.777,0.859,6,9,1873,VALID
DOC0000968,C000639,Form Aplikasi,2026-04-25,0.794,0.936,9,7,3803,VALID
DOC0000969,C000250,NPWP,2025-10-18,0.7,0.956,9,6,3869,NEEDS_REVIEW
DOC0000970,C000093,Form Aplikasi,2026-05-15,0.93,0.955,5,7,1892,VALID
DOC0000971,C000091,KTP,2026-04-08,0.883,0.818,4,6,3125,VALID
DOC0000972,C000635,Rekening Koran,2024-12-06,0.902,0.905,8,10,2306,VALID
DOC0000973,C000568,KTP,2026-02-26,0.878,0.895,4,8,3635,VALID
DOC0000974,C000432,KTP,2025-10-29,1.0,0.944,6,7,313,VALID
DOC0000975,C000339,Form Aplikasi,2025-01-27,1.0,0.955,7,8,774,VALID
DOC0000976,C000194,Slip Gaji,2025-07-17,0.876,1.0,7,11,4516,VALID
DOC0000977,C000677,KTP,2025-05-03,0.887,0.877,9,11,1257,VALID
DOC0000978,C000039,Rekening Koran,2024-11-15,0.696,1.0,5,6,261,VALID
DOC0000979,C000402,Rekening Koran,2026-08-10,0.913,0.901,6,6,163,VALID
DOC0000980,C000194,Rekening Koran,2025-02-24,0.89,0.926,5,6,530,VALID
DOC0000981,C000584,Form Aplikasi,2026-02-22,0.731,0.991,10,9,429,VALID
DOC0000982,C000576,KTP,2025-02-10,0.739,0.977,6,9,1833,VALID
DOC0000983,C000441,KTP,2026-08-02,1.0,0.971,10,6,2434,VALID
DOC0000984,C000025,Slip Gaji,2026-06-06,0.81,0.834,10,11,4499,VALID
DOC0000985,C000454,Form Aplikasi,2024-11-15,0.875,0.962,5,7,3753,VALID
DOC0000986,C000361,KTP,2025-06-04,0.708,0.953,5,10,3843,VALID
DOC0000987,C000509,NPWP,2024-04-05,0.906,1.0,4,11,3559,VALID
DOC0000988,C000323,KTP,2024-06-02,0.747,0.944,9,8,998,NEEDS_REVIEW
DOC0000989,C000378,NPWP,2024-06-10,0.8,0.832,9,10,3222,VALID
DOC0000990,C000094,Rekening Koran,2025-02-26,1.0,0.852,11,8,4409,INVALID
DOC0000991,C000597,KTP,2025-12-14,0.927,0.944,6,8,3013,VALID
DOC0000992,C000331,Slip Gaji,2026-01-03,0.917,0.955,11,7,2729,VALID
DOC0000993,C000437,KTP,2026-03-18,0.83,0.851,9,6,2990,NEEDS_REVIEW
DOC0000994,C000634,KTP,2024-10-02,0.673,0.954,8,8,952,INVALID
DOC0000995,C000255,Rekening Koran,2024-12-19,0.837,0.941,7,7,1828,NEEDS_REVIEW
DOC0000996,C000297,Rekening Koran,2024-02-27,0.869,0.923,10,8,1380,VALID
DOC0000997,C000328,KTP,2024-06-09,0.642,0.852,9,10,4642,VALID
DOC0000998,C000233,NPWP,2025-07-26,0.802,0.909,5,8,2263,VALID
DOC0000999,C000444,Form Aplikasi,2026-01-05,1.0,0.976,5,9,3530,VALID
DOC0001000,C000382,Surat Kerja,2025-04-11,0.998,0.915,9,11,1864,VALID
DOC0001001,C000619,Slip Gaji,2024-02-29,0.737,0.871,4,7,2893,VALID
DOC0001002,C000546,Slip Gaji,2024-08-04,0.927,0.761,7,10,304,VALID
DOC0001003,C000511,Rekening Koran,2026-08-19,0.605,0.915,7,11,3279,VALID
DOC0001004,C000269,Form Aplikasi,2024-09-28,0.941,0.865,4,7,632,VALID
DOC0001005,C000222,NPWP,2026-06-03,0.916,1.0,11,11,197,VALID
DOC0001006,C000210,Form Aplikasi,2024-05-04,0.835,0.852,4,6,2244,VALID
DOC0001007,C000686,KTP,2026-06-02,0.869,0.875,4,9,723,VALID
DOC0001008,C000664,Slip Gaji,2025-10-17,0.849,0.811,4,10,169,VALID
DOC0001009,C000099,Surat Kerja,2024-09-15,0.929,0.983,11,8,206,NEEDS_REVIEW
DOC0001010,C000102,NPWP,2026-07-11,0.751,1.0,10,6,4071,VALID
DOC0001011,C000662,Slip Gaji,2026-06-06,0.751,0.872,4,11,582,VALID
DOC0001012,C000689,Rekening Koran,2024-05-19,0.825,0.809,4,8,1667,NEEDS_REVIEW
DOC0001013,C000299,Surat Kerja,2026-02-07,0.919,0.884,10,10,1754,VALID
DOC0001014,C000206,Surat Kerja,2025-03-30,0.95,0.832,4,10,759,VALID
DOC0001015,C000240,Form Aplikasi,2024-02-25,0.809,0.952,7,9,2884,NEEDS_REVIEW
DOC0001016,C000491,Rekening Koran,2026-02-25,0.996,0.911,11,9,2897,VALID
DOC0001017,C000063,Form Aplikasi,2024-01-31,1.0,0.864,4,7,2388,VALID
DOC0001018,C000045,Slip Gaji,2026-09-03,0.764,0.92,4,8,1134,VALID
DOC0001019,C000142,Surat Kerja,2026-03-04,0.905,0.859,5,11,4530,NEEDS_REVIEW
DOC0001020,C000458,KTP,2025-02-26,0.575,0.864,9,9,2597,NEEDS_REVIEW
DOC0001021,C000178,Form Aplikasi,2024-06-22,0.916,0.987,6,7,2836,NEEDS_REVIEW
DOC0001022,C000674,Form Aplikasi,2025-06-09,0.638,0.823,10,10,197,INVALID
DOC0001023,C000521,NPWP,2025-05-12,0.599,0.866,0,6,2165,VALID
DOC0001024,C000668,Slip Gaji,2024-08-12,0.764,0.85,5,6,1258,VALID
DOC0001025,C000404,Rekening Koran,2026-02-09,0.975,0.899,8,7,970,VALID
DOC0001026,C000402,NPWP,2025-01-08,0.912,0.948,6,7,1119,VALID
DOC0001027,C000192,Rekening Koran,2025-03-01,1.0,0.885,5,9,4328,VALID
DOC0001028,C000395,Form Aplikasi,2025-02-03,0.899,0.806,11,9,1880,VALID
DOC0001029,C000107,Rekening Koran,2025-06-14,0.693,1.0,7,9,3713,VALID
DOC0001030,C000178,Rekening Koran,2024-04-01,0.876,0.964,9,11,1170,VALID
DOC0001031,C000550,Rekening Koran,2025-03-20,0.907,0.943,10,10,1394,NEEDS_REVIEW
DOC0001032,C000412,Rekening Koran,2026-04-28,0.892,1.0,0,7,1791,VALID
DOC0001033,C000587,Form Aplikasi,2024-12-17,0.858,0.895,6,6,4198,VALID
DOC0001034,C000509,Form Aplikasi,2026-02-28,0.973,0.963,4,10,4766,VALID
DOC0001035,C000615,Slip Gaji,2025-03-03,1.0,0.833,4,10,1070,VALID
DOC0001036,C000206,Slip Gaji,2026-07-06,0.858,0.823,10,10,2739,VALID
DOC0001037,C000254,Rekening Koran,2025-12-13,0.795,0.97,5,10,356,NEEDS_REVIEW
DOC0001038,C000171,Slip Gaji,2026-05-30,0.811,1.0,6,10,2458,VALID
DOC0001039,C000523,Surat Kerja,2025-11-17,1.0,0.97,0,10,734,VALID
DOC0001040,C000481,Slip Gaji,2025-12-02,0.897,0.775,6,9,1873,VALID
DOC0001041,C000680,NPWP,2025-07-23,0.802,0.987,11,9,1097,INVALID
DOC0001042,C000308,Surat Kerja,2024-05-26,0.963,0.803,6,6,2106,VALID
DOC0001043,C000485,Slip Gaji,2024-11-07,0.843,0.759,6,11,4391,VALID
DOC0001044,C000501,NPWP,2024-03-10,0.727,0.877,11,7,2312,VALID
DOC0001045,C000151,Rekening Koran,2024-02-10,0.756,0.867,6,10,3976,VALID
DOC0001046,C000204,Surat Kerja,2024-08-30,1.0,0.993,0,10,706,VALID
DOC0001047,C000064,Rekening Koran,2026-01-16,0.835,0.86,9,10,4301,VALID
DOC0001048,C000024,Slip Gaji,2024-02-06,0.636,0.85,9,6,3903,NEEDS_REVIEW
DOC0001049,C000373,Slip Gaji,2026-08-06,0.804,0.819,4,6,3307,VALID
DOC0001050,C000252,Slip Gaji,2025-04-03,0.801,0.962,11,8,587,VALID
DOC0001051,C000636,NPWP,2025-01-18,1.0,0.817,10,7,1841,VALID
DOC0001052,C000251,Form Aplikasi,2025-01-13,0.776,0.852,8,11,4158,VALID
DOC0001053,C000112,Form Aplikasi,2024-12-28,0.88,0.954,11,11,3932,NEEDS_REVIEW
DOC0001054,C000686,KTP,2025-11-05,0.938,0.823,7,11,4083,VALID
DOC0001055,C000055,KTP,2026-04-25,0.989,0.875,0,7,3488,VALID
DOC0001056,C000052,KTP,2025-07-11,0.913,0.713,5,7,3885,VALID
DOC0001057,C000160,NPWP,2024-05-14,0.777,0.925,6,10,4668,VALID
DOC0001058,C000617,Form Aplikasi,2024-10-13,0.795,0.755,4,6,3040,VALID
DOC0001059,C000586,Slip Gaji,2025-12-07,0.855,0.954,5,7,1356,VALID
DOC0001060,C000626,KTP,2025-12-11,0.987,0.903,10,6,2023,VALID
DOC0001061,C000030,KTP,2025-11-12,0.892,0.895,11,10,4207,NEEDS_REVIEW
DOC0001062,C000291,Rekening Koran,2026-06-22,0.82,0.882,7,11,3046,VALID
DOC0001063,C000538,Form Aplikasi,2024-07-04,0.716,0.864,8,10,4725,VALID
DOC0001064,C000234,KTP,2026-05-13,0.976,0.898,5,7,3348,VALID
DOC0001065,C000666,Form Aplikasi,2024-01-21,0.874,0.94,9,8,2763,INVALID
DOC0001066,C000283,NPWP,2026-04-20,0.938,0.827,4,8,1174,VALID
DOC0001067,C000002,Surat Kerja,2025-10-17,1.0,0.825,5,9,1377,NEEDS_REVIEW
DOC0001068,C000071,Slip Gaji,2025-02-17,1.0,0.933,6,11,4336,VALID
DOC0001069,C000414,Slip Gaji,2025-12-04,0.893,0.892,0,11,3899,VALID
DOC0001070,C000301,KTP,2025-08-17,0.979,0.956,10,11,2332,NEEDS_REVIEW
DOC0001071,C000544,Surat Kerja,2024-07-28,0.657,0.879,11,8,1971,NEEDS_REVIEW
DOC0001072,C000526,Surat Kerja,2025-01-29,0.728,0.827,6,11,3571,NEEDS_REVIEW
DOC0001073,C000069,Slip Gaji,2025-10-08,0.965,0.905,6,6,259,VALID
DOC0001074,C000090,KTP,2026-08-31,0.945,0.877,5,8,2289,NEEDS_REVIEW
DOC0001075,C000068,KTP,2025-05-03,1.0,0.818,8,7,3487,VALID
DOC0001076,C000431,Rekening Koran,2024-07-30,0.859,0.872,5,9,2356,VALID
DOC0001077,C000101,KTP,2024-12-05,0.834,1.0,0,6,4306,VALID
DOC0001078,C000583,Rekening Koran,2025-06-12,0.949,0.956,7,10,258,VALID
DOC0001079,C000508,KTP,2024-12-28,0.841,0.775,8,9,1535,VALID
DOC0001080,C000635,Surat Kerja,2026-08-04,0.858,0.999,10,8,1250,VALID
DOC0001081,C000278,Slip Gaji,2026-07-27,0.766,0.754,11,6,1832,VALID
DOC0001082,C000545,NPWP,2025-11-29,0.772,0.867,4,10,1010,VALID
DOC0001083,C000577,Rekening Koran,2024-11-10,0.949,0.926,6,6,1470,VALID
DOC0001084,C000241,Slip Gaji,2024-10-10,0.689,1.0,11,7,760,VALID
DOC0001085,C000578,Rekening Koran,2024-08-13,0.9,0.964,8,7,4870,NEEDS_REVIEW
DOC0001086,C000442,Slip Gaji,2024-08-02,0.748,0.895,5,7,1589,VALID
DOC0001087,C000156,NPWP,2024-06-09,0.828,0.963,7,11,4826,VALID
DOC0001088,C000164,Rekening Koran,2025-08-15,0.732,0.927,5,9,3760,VALID
DOC0001089,C000378,Slip Gaji,2025-06-18,0.852,0.903,0,8,639,VALID
DOC0001090,C000650,Rekening Koran,2026-09-10,0.691,0.863,10,6,640,NEEDS_REVIEW
DOC0001091,C000590,Rekening Koran,2026-06-22,1.0,1.0,6,6,826,VALID
DOC0001092,C000686,NPWP,2025-11-02,0.838,0.775,6,11,3216,NEEDS_REVIEW
DOC0001093,C000496,Form Aplikasi,2025-03-04,0.931,1.0,4,6,3665,VALID
DOC0001094,C000596,Rekening Koran,2024-12-04,0.801,0.836,6,6,4610,VALID
DOC0001095,C000289,Surat Kerja,2024-05-17,0.896,0.953,5,7,2744,NEEDS_REVIEW
DOC0001096,C000146,NPWP,2024-11-17,0.893,1.0,8,9,3368,VALID
DOC0001097,C000623,Form Aplikasi,2024-02-29,0.512,0.832,6,7,2458,VALID
DOC0001098,C000109,Slip Gaji,2026-03-15,0.927,0.885,9,9,4180,VALID
DOC0001099,C000527,Surat Kerja,2024-07-19,0.746,1.0,10,10,2142,VALID
DOC0001100,C000657,Form Aplikasi,2026-03-31,0.936,1.0,6,11,2478,VALID
DOC0001101,C000225,Surat Kerja,2026-09-01,0.853,1.0,10,10,3878,VALID
DOC0001102,C000648,Rekening Koran,2025-08-02,0.716,0.894,4,9,904,VALID
DOC0001103,C000272,Slip Gaji,2026-07-03,1.0,0.965,0,8,3465,VALID
DOC0001104,C000604,Slip Gaji,2025-11-04,0.858,1.0,5,8,4702,VALID
DOC0001105,C000154,Surat Kerja,2025-09-27,0.653,0.967,6,6,4854,NEEDS_REVIEW
DOC0001106,C000210,KTP,2024-11-12,0.76,0.968,6,11,538,VALID
DOC0001107,C000609,Rekening Koran,2026-02-16,0.89,0.984,0,11,2472,VALID
DOC0001108,C000606,Surat Kerja,2024-10-25,1.0,0.979,5,6,3228,VALID
DOC0001109,C000492,Slip Gaji,2025-08-07,0.938,0.826,4,8,2086,VALID
DOC0001110,C000513,Rekening Koran,2024-07-29,0.917,0.988,8,7,3164,VALID
DOC0001111,C000132,KTP,2024-01-24,0.907,0.896,9,7,2654,INVALID
DOC0001112,C000368,NPWP,2025-12-02,0.651,0.913,11,8,2464,VALID
DOC0001113,C000266,Form Aplikasi,2025-07-07,0.989,0.907,6,6,1715,VALID
DOC0001114,C000295,Slip Gaji,2024-08-09,0.821,0.902,9,7,4195,VALID
DOC0001115,C000272,Rekening Koran,2025-02-26,0.888,0.781,8,7,1749,NEEDS_REVIEW
DOC0001116,C000270,NPWP,2024-04-24,0.732,0.963,7,8,2282,VALID
DOC0001117,C000293,Rekening Koran,2024-03-01,0.784,0.923,11,10,2200,VALID
DOC0001118,C000353,NPWP,2024-10-24,0.92,0.844,5,7,3585,NEEDS_REVIEW
DOC0001119,C000479,Surat Kerja,2025-11-12,0.86,0.898,6,6,1522,NEEDS_REVIEW
DOC0001120,C000579,Form Aplikasi,2024-01-16,0.728,0.977,10,9,3306,NEEDS_REVIEW
DOC0001121,C000103,Rekening Koran,2024-12-08,0.809,0.956,8,9,945,VALID
DOC0001122,C000006,Form Aplikasi,2024-10-07,0.89,0.916,7,8,4009,NEEDS_REVIEW
DOC0001123,C000131,Surat Kerja,2024-06-21,0.719,0.83,11,11,3893,VALID
DOC0001124,C000016,Surat Kerja,2024-09-25,0.724,1.0,11,9,1053,VALID
DOC0001125,C000221,Form Aplikasi,2026-08-10,0.879,0.956,7,9,2805,INVALID
DOC0001126,C000461,NPWP,2025-11-18,0.855,0.92,8,10,1855,VALID
DOC0001127,C000161,Rekening Koran,2026-03-12,0.918,0.947,8,10,2324,VALID
DOC0001128,C000315,Surat Kerja,2026-02-26,0.822,0.967,8,8,3886,INVALID
DOC0001129,C000360,KTP,2026-07-30,0.961,0.83,8,11,4496,NEEDS_REVIEW
DOC0001130,C000283,NPWP,2024-02-19,0.81,0.924,8,8,109,VALID
DOC0001131,C000599,KTP,2026-02-16,0.993,0.862,6,9,3037,NEEDS_REVIEW
DOC0001132,C000168,Form Aplikasi,2024-10-21,0.935,0.869,11,9,2018,VALID
DOC0001133,C000435,KTP,2026-07-17,0.915,0.948,5,8,3702,VALID
DOC0001134,C000677,KTP,2026-08-09,0.637,0.964,9,10,1382,VALID
DOC0001135,C000298,KTP,2024-02-08,0.964,0.815,10,6,1303,VALID
DOC0001136,C000664,Slip Gaji,2026-08-28,1.0,0.902,11,11,1762,VALID
DOC0001137,C000602,Rekening Koran,2026-01-15,0.641,0.986,6,9,1333,VALID
DOC0001138,C000559,Surat Kerja,2025-04-16,0.82,0.977,6,11,4382,VALID
DOC0001139,C000306,Form Aplikasi,2024-08-31,1.0,0.917,9,11,4592,VALID
DOC0001140,C000319,Surat Kerja,2025-05-20,0.858,0.864,7,8,4757,VALID
DOC0001141,C000476,Slip Gaji,2024-01-23,1.0,0.897,4,8,1593,VALID
DOC0001142,C000374,Surat Kerja,2025-08-15,0.625,0.902,7,11,3216,VALID
DOC0001143,C000408,Form Aplikasi,2024-02-13,0.914,1.0,11,9,4167,VALID
DOC0001144,C000454,Rekening Koran,2024-12-25,0.814,0.856,11,8,3337,VALID
DOC0001145,C000676,Surat Kerja,2024-08-10,0.878,0.961,5,10,3541,VALID
DOC0001146,C000450,KTP,2026-04-15,0.849,0.973,5,11,3654,NEEDS_REVIEW
DOC0001147,C000126,KTP,2025-08-24,0.839,0.992,0,11,1567,NEEDS_REVIEW
DOC0001148,C000179,Form Aplikasi,2025-02-15,0.853,0.952,0,11,3214,VALID
DOC0001149,C000050,Slip Gaji,2025-04-23,0.886,0.854,0,6,1480,NEEDS_REVIEW
DOC0001150,C000153,Slip Gaji,2024-02-27,0.977,0.903,5,7,2125,VALID
DOC0001151,C000322,Slip Gaji,2024-08-03,0.952,1.0,6,7,1103,VALID
DOC0001152,C000461,Rekening Koran,2025-05-05,0.921,0.888,11,11,1768,VALID
DOC0001153,C000646,NPWP,2024-08-31,0.796,0.922,11,6,409,VALID
DOC0001154,C000424,KTP,2026-09-12,0.862,0.955,5,10,4092,VALID
DOC0001155,C000543,KTP,2025-03-25,0.664,0.926,5,10,706,INVALID
DOC0001156,C000540,KTP,2024-09-13,0.997,0.917,5,6,3385,INVALID
DOC0001157,C000025,Rekening Koran,2024-08-19,0.893,1.0,4,8,1439,VALID
DOC0001158,C000348,Slip Gaji,2024-07-29,1.0,0.974,8,6,3049,VALID
DOC0001159,C000025,Surat Kerja,2025-01-20,0.866,0.887,4,10,211,VALID
DOC0001160,C000409,Rekening Koran,2024-02-26,0.786,0.984,10,10,1522,VALID
DOC0001161,C000525,Form Aplikasi,2026-08-09,0.795,0.837,6,6,1178,VALID
DOC0001162,C000414,Rekening Koran,2025-01-13,0.837,0.954,10,8,267,VALID
DOC0001163,C000549,KTP,2026-05-07,0.791,0.936,8,10,2055,VALID
DOC0001164,C000545,Surat Kerja,2026-05-06,0.974,1.0,10,10,1098,VALID
DOC0001165,C000580,Slip Gaji,2024-08-05,0.885,0.93,5,11,3010,VALID
DOC0001166,C000569,NPWP,2024-09-26,0.844,0.871,11,11,572,VALID
DOC0001167,C000395,KTP,2024-03-22,0.753,0.92,9,6,963,VALID
DOC0001168,C000107,Form Aplikasi,2026-03-09,0.739,0.761,8,11,737,VALID
DOC0001169,C000177,Slip Gaji,2026-05-12,0.643,0.934,10,10,4436,INVALID
DOC0001170,C000124,Surat Kerja,2024-11-26,0.945,0.731,8,9,1703,VALID
DOC0001171,C000095,KTP,2025-01-28,0.839,0.912,10,7,2785,VALID
DOC0001172,C000018,Form Aplikasi,2026-02-27,0.853,1.0,6,9,108,NEEDS_REVIEW
DOC0001173,C000673,Slip Gaji,2026-01-02,1.0,0.87,11,6,1970,VALID
DOC0001174,C000531,Surat Kerja,2025-10-02,0.867,0.911,8,11,2558,NEEDS_REVIEW
DOC0001175,C000125,KTP,2026-04-29,0.952,0.864,7,8,481,VALID
DOC0001176,C000197,KTP,2026-01-01,0.986,0.858,6,6,4491,VALID
DOC0001177,C000419,NPWP,2024-06-24,0.966,1.0,11,7,2003,VALID
DOC0001178,C000179,NPWP,2024-05-15,0.805,0.888,4,11,4824,VALID
DOC0001179,C000177,Slip Gaji,2024-01-25,0.877,0.82,4,9,2407,VALID
DOC0001180,C000588,Rekening Koran,2025-02-10,0.932,0.958,6,6,272,VALID
DOC0001181,C000542,Slip Gaji,2024-12-09,0.864,0.97,7,6,3631,NEEDS_REVIEW
DOC0001182,C000561,KTP,2025-09-26,0.518,0.884,10,10,2700,INVALID
DOC0001183,C000026,Surat Kerja,2025-06-07,0.857,1.0,4,9,1255,VALID
DOC0001184,C000668,KTP,2024-11-15,0.824,0.897,9,8,1735,VALID
DOC0001185,C000663,Rekening Koran,2026-04-30,1.0,0.801,6,7,2543,VALID
DOC0001186,C000523,Rekening Koran,2025-02-09,0.834,0.956,5,11,4513,VALID
DOC0001187,C000523,Surat Kerja,2025-09-10,0.871,0.851,7,7,3763,NEEDS_REVIEW
DOC0001188,C000578,Slip Gaji,2025-01-14,1.0,0.941,8,11,3165,NEEDS_REVIEW
DOC0001189,C000566,Slip Gaji,2025-10-24,0.898,0.815,5,6,656,VALID
DOC0001190,C000185,Surat Kerja,2026-02-04,0.756,0.973,7,8,2237,VALID
DOC0001191,C000111,Rekening Koran,2025-12-23,0.677,0.806,6,7,3391,VALID
DOC0001192,C000396,NPWP,2024-01-03,0.641,0.91,7,9,3269,VALID
DOC0001193,C000258,Rekening Koran,2025-04-20,1.0,0.882,10,11,1999,INVALID
DOC0001194,C000592,Slip Gaji,2024-02-26,0.893,0.945,9,10,1519,VALID
DOC0001195,C000437,Rekening Koran,2026-09-02,0.836,0.79,9,9,1462,NEEDS_REVIEW
DOC0001196,C000050,Slip Gaji,2024-02-01,0.852,0.945,10,8,278,NEEDS_REVIEW
DOC0001197,C000300,Surat Kerja,2025-12-28,1.0,0.801,10,6,1290,VALID
DOC0001198,C000346,KTP,2024-01-30,1.0,1.0,10,10,3309,VALID
DOC0001199,C000023,Surat Kerja,2024-06-02,0.837,0.882,10,7,3281,VALID
DOC0001200,C000436,Surat Kerja,2025-12-12,0.797,1.0,7,8,4142,VALID
