Customer_ID,Income_Band,Digital_Engagement,Balance_Band,Tenure_Band,Recent_Activity
C02220,Medium,68,Low,Established,Medium
C02221,Medium,69,Medium,Loyal,Medium
C02222,Medium,26,High,New,High
C02223,Medium,61,Medium,Established,Medium
C02224,Low,50,Medium,Established,Medium
C02225,High,58,Medium,New,Low
C02226,Low,41,High,Established,Medium
C02227,Medium,36,Low,Established,Medium
C02228,Low,97,Low,New,Medium
C02229,Low,65,Medium,Loyal,Low
C02230,Medium,53,High,Established,Medium
C02231,Medium,25,Low,Established,Medium
C02232,Medium,81,Medium,New,Low
C02233,Low,58,High,New,Medium
C02234,High,51,Low,Established,High
C02235,Medium,74,Low,Established,Medium
C02236,High,30,Medium,New,Medium
C02237,Low,63,Low,Established,Medium
C02238,Medium,89,Low,Established,High
C02239,Medium,57,Medium,Established,Medium
C02240,Medium,20,Medium,Established,Low
C02241,Low,38,Medium,Established,Medium
C02242,Low,24,Medium,Established,High
C02243,Medium,60,Medium,Established,Low
C02244,Low,49,Medium,Established,Low
C02245,Medium,30,High,Loyal,Low
C02246,Low,75,Medium,Loyal,Medium
C02247,Low,34,Medium,Established,Medium
C02248,Medium,47,High,Established,Medium
C02249,Medium,100,High,Loyal,Low
C02250,Medium,25,Low,Loyal,High
C02251,Medium,40,High,New,Low
C02252,Medium,45,High,New,Medium
C02253,Medium,61,Low,Established,Low
C02254,Medium,39,Low,Loyal,High
C02255,High,98,Medium,Loyal,Medium
C02256,Medium,20,Medium,Loyal,Medium
C02257,High,96,Medium,New,Low
C02258,Medium,63,Medium,Loyal,Low
C02259,Low,23,Low,New,Medium
C02260,Medium,29,Low,Established,Medium
C02261,Medium,28,High,Established,High
C02262,High,43,Low,Established,Medium
C02263,Medium,46,Medium,Established,Medium
C02264,Low,71,Low,New,High
C02265,Medium,45,Medium,New,Medium
C02266,Low,78,Medium,Loyal,High
C02267,Medium,43,Low,New,Medium
C02268,Medium,41,Medium,Established,Medium
C02269,Medium,42,Medium,New,High
C02270,High,46,Low,Established,Low
C02271,Medium,87,Medium,New,Low
C02272,Medium,39,Medium,Established,Low
C02273,Medium,42,Medium,Established,Medium
C02274,High,97,Medium,New,Medium
C02275,High,72,Medium,Loyal,Low
C02276,Low,35,Low,New,Low
C02277,Medium,90,Low,Established,Medium
C02278,Low,34,Medium,New,Low
C02279,High,33,Medium,Loyal,Low
C02280,Medium,56,High,New,Low
C02281,Medium,75,Low,Established,High
C02282,Low,35,Medium,Established,Medium
C02283,Medium,81,Medium,Established,Low
C02284,Medium,32,Low,Loyal,Low
C02285,Low,83,Medium,New,Low
C02286,Low,27,Medium,Established,Medium
C02287,High,57,Low,Loyal,Medium
C02288,Medium,71,Medium,Loyal,High
C02289,Low,41,Low,Established,Medium
C02290,Low,69,High,Established,Medium
C02291,High,75,Low,Established,Low
C02292,Medium,72,Low,Established,Medium
C02293,Medium,52,Low,Loyal,High
C02294,Medium,82,Low,Loyal,Low
C02295,Low,79,Low,Established,High
C02296,Low,46,Medium,Established,Low
C02297,Medium,79,Low,Established,Medium
C02298,Low,94,Low,New,Low
C02299,Low,86,Low,Loyal,Medium
C02300,Medium,79,Medium,Established,Low
C02301,High,82,Low,New,Medium
C02302,Medium,85,Medium,Established,Medium
C02303,Medium,43,Medium,New,Medium
C02304,Medium,78,Medium,New,Medium
C02305,Medium,36,Low,Established,Low
C02306,Medium,49,High,Established,Medium
C02307,Medium,95,Medium,Established,Low
C02308,Medium,42,Low,New,Medium
C02309,Medium,88,Medium,Established,Low
C02310,High,54,Medium,New,Medium
C02311,High,36,Low,Loyal,Medium
C02312,Low,27,Medium,New,High
C02313,Medium,64,Medium,Loyal,Medium
C02314,Low,56,Low,New,Low
C02315,Medium,61,High,New,Medium
C02316,Low,23,Low,Established,Low
C02317,Low,41,Low,Established,Low
C02318,Medium,20,Low,Loyal,Medium
C02319,Medium,44,Medium,Established,High
C02320,High,95,High,Established,High
C02321,Low,32,High,New,High
C02322,Low,75,High,Established,Low
C02323,Medium,20,Medium,Established,Low
C02324,Low,65,Medium,Loyal,High
C02325,Low,94,Medium,Established,Low
C02326,High,47,Low,Established,Medium
C02327,Low,35,High,Loyal,High
C02328,Low,66,Medium,New,Low
C02329,Medium,42,Medium,Established,Medium
C02330,Medium,92,Medium,Loyal,High
C02331,Medium,88,Medium,Established,Medium
C02332,Medium,72,Low,Established,High
C02333,High,71,Medium,Loyal,Medium
C02334,Low,68,Medium,New,Medium
C02335,Medium,79,High,Loyal,High
C02336,Medium,57,Low,Established,High
C02337,High,98,Low,Established,High
C02338,Medium,48,Medium,Established,Medium
C02339,Medium,20,High,Established,Medium
C02340,Low,76,High,New,Medium
C02341,Low,73,Medium,New,Low
C02342,Low,99,Low,Established,High
C02343,Medium,52,Low,Established,High
C02344,Low,54,Medium,Established,Medium
C02345,Medium,65,Low,New,High
C02346,Low,51,Medium,New,Medium
C02347,High,83,High,New,High
C02348,High,54,Medium,Established,Medium
C02349,Low,83,Medium,New,Medium
C02350,Low,54,Low,New,Medium
C02351,Low,38,Low,Established,Medium
C02352,High,100,Medium,Established,High
C02353,Low,62,Medium,Established,Medium
C02354,Medium,77,Low,New,High
C02355,Medium,67,Low,Loyal,Low
C02356,Medium,49,Low,Established,Low
C02357,Medium,98,Medium,Established,Medium
C02358,Medium,50,Medium,New,High
C02359,High,100,Medium,New,High
C02360,Low,54,Medium,Established,Low
C02361,High,21,Low,New,Low
C02362,Low,22,Medium,Established,Medium
C02363,Medium,98,Low,Established,High
C02364,High,62,High,New,High
C02365,Medium,51,Low,New,High
C02366,Medium,85,Medium,New,Medium
C02367,Low,69,Low,Established,High
C02368,Medium,73,Medium,New,Low
C02369,Medium,75,Low,Established,High
C02370,Medium,36,High,New,Medium
C02371,Medium,27,Low,Established,Medium
C02372,Medium,78,High,Loyal,Medium
C02373,Medium,21,Medium,Loyal,High
C02374,Low,78,Low,Established,Low
C02375,Medium,30,Low,Established,Low
C02376,Low,41,Medium,Established,Medium
C02377,High,77,High,Loyal,High
C02378,Medium,70,High,Established,Medium
C02379,Low,83,Low,New,Low
C02380,Medium,69,Medium,Established,Medium
C02381,High,23,Low,New,Low
C02382,Low,88,Low,Established,Medium
C02383,Low,37,Medium,New,Low
C02384,Low,31,Low,New,Medium
C02385,Low,91,Low,Established,Medium
C02386,Medium,35,High,Established,Low
C02387,High,63,Medium,Established,Medium
C02388,Low,59,Medium,Loyal,Medium
C02389,Medium,82,Low,Loyal,Low
C02390,Low,23,High,Established,Low
C02391,Medium,28,Medium,Loyal,Medium
C02392,Medium,53,Medium,Established,High
C02393,Medium,58,Low,New,High
C02394,Low,83,High,Loyal,Medium
C02395,Medium,69,Medium,Established,Medium
C02396,High,32,High,Loyal,High
C02397,Low,99,Medium,New,Medium
C02398,Low,57,Medium,New,Medium
C02399,Low,98,Medium,New,Low
C02400,Medium,100,High,Established,Low
C02401,Medium,24,Low,Loyal,Medium
C02402,Medium,60,Low,Established,Medium
C02403,Medium,54,Medium,New,High
C02404,High,60,Medium,Established,Low
C02405,High,45,Medium,Established,Medium
C02406,Low,65,Medium,Established,High
C02407,Medium,59,Medium,Established,Medium
C02408,Low,35,Medium,New,Low
C02409,Medium,43,Low,Established,High
C02410,High,31,High,Established,Medium
C02411,Medium,88,Low,New,Low
C02412,High,74,Medium,Established,Medium
C02413,Medium,51,High,Established,Low
C02414,Medium,52,Low,Established,High
C02415,Medium,26,Low,New,Low
C02416,Low,43,Low,New,High
C02417,Low,94,Medium,Established,Low
C02418,Medium,22,Medium,New,High
C02419,Low,31,Low,Loyal,Low
C02420,High,88,High,Established,High
C02421,Low,62,Low,Established,Low
C02422,Low,22,Medium,Established,High
C02423,Medium,59,Medium,Established,High
C02424,Low,80,Low,New,Medium
C02425,High,47,Low,New,Low
C02426,Medium,50,High,Established,Medium
C02427,Low,71,Medium,Established,Medium
C02428,Medium,68,Low,Loyal,Medium
C02429,Medium,93,Medium,Established,Medium
C02430,Medium,40,Medium,Established,High
C02431,High,42,Low,New,High
C02432,Medium,32,Medium,New,Medium
C02433,Medium,73,Medium,Loyal,Low
C02434,Medium,63,Low,New,Low
C02435,Medium,48,High,Loyal,Medium
C02436,High,76,Low,New,High
C02437,Medium,50,Low,Established,Medium
C02438,Medium,35,Low,New,Low
C02439,Medium,63,Medium,Established,Medium
C02440,Medium,55,Medium,New,Medium
C02441,High,52,High,Established,High
C02442,Low,56,Low,Loyal,Medium
C02443,Low,94,Medium,Established,Low
C02444,Medium,37,Medium,New,Medium
C02445,Medium,42,Low,Established,Low
C02446,Medium,65,Low,Established,Medium
C02447,Low,23,High,New,Medium
C02448,Medium,31,Low,Established,Low
C02449,Medium,65,Medium,Loyal,Medium
C02450,Medium,61,Medium,Established,High
C02451,Medium,72,Low,Established,High
C02452,Medium,29,High,Established,Medium
C02453,Medium,89,High,Established,Medium
C02454,Medium,59,Medium,Established,High
C02455,Medium,32,Medium,Established,Medium
C02456,Medium,45,Medium,Established,High
C02457,Medium,38,Medium,New,Low
C02458,Low,56,Low,Established,Low
C02459,Low,58,Medium,Loyal,Low
C02460,Medium,55,Low,New,High
C02461,High,57,Medium,New,Medium
C02462,Medium,93,Medium,New,Low
C02463,Low,97,Low,New,High
C02464,Medium,59,High,Loyal,High
C02465,Low,98,Low,Established,Low
C02466,Medium,86,Low,Established,Medium
C02467,High,86,Medium,Established,Medium
C02468,Medium,38,Medium,Established,Low
C02469,Medium,55,Low,Established,Medium
C02470,Medium,48,Medium,Loyal,Low
C02471,Medium,27,Medium,Established,High
C02472,High,26,Low,Established,High
C02473,Medium,70,High,Established,High
C02474,Medium,54,Low,Loyal,High
C02475,Medium,86,Medium,New,Low
C02476,Low,74,Low,Established,Medium
C02477,Low,26,Medium,Established,Medium
C02478,Low,87,High,Established,Medium
C02479,Medium,60,Low,Loyal,Medium
C02480,High,65,Low,Established,Medium
C02481,Medium,98,Low,New,Low
C02482,Low,71,Low,Established,Medium
C02483,Low,21,High,Loyal,Medium
C02484,Medium,34,Medium,Established,Medium
C02485,High,54,Medium,Loyal,Medium
C02486,Medium,23,High,Loyal,Medium
C02487,Medium,33,High,Loyal,High
C02488,High,84,High,Established,Medium
C02489,Low,31,Low,Established,Medium
C02490,Medium,33,Low,Loyal,Medium
C02491,High,60,Low,Loyal,Medium
C02492,Medium,27,Low,New,Low
C02493,Low,40,Medium,New,Medium
C02494,High,95,Low,Established,Low
C02495,High,71,Medium,Established,High
C02496,Medium,98,Medium,Loyal,High
C02497,Medium,48,Low,Established,Medium
C02498,Low,69,Low,New,High
C02499,High,39,Medium,Established,Medium
C02500,Medium,50,Medium,Loyal,Low
C02501,Low,34,Medium,Established,Medium
C02502,Medium,87,Medium,New,High
C02503,High,34,Low,Established,Low
C02504,High,36,Low,Loyal,Low
C02505,Low,57,Low,Established,Medium
C02506,Low,54,Low,New,Medium
C02507,High,45,Medium,Established,Medium
C02508,High,48,High,Loyal,Medium
C02509,Medium,43,Low,Established,High
C02510,Medium,93,Low,Established,Low
C02511,Medium,67,Medium,New,Medium
C02512,Medium,94,Medium,Established,High
C02513,Low,99,Low,Loyal,Medium
C02514,Low,72,Low,Established,Medium
C02515,Low,86,High,Established,Low
C02516,High,28,Low,Loyal,Low
C02517,Low,96,Medium,Established,Medium
C02518,Low,59,Medium,Loyal,Medium
C02519,Medium,77,Low,New,Medium
C02520,Low,39,Medium,Established,Medium
C02521,Low,27,Low,Loyal,High
C02522,Medium,91,Low,Loyal,High
C02523,Medium,56,Low,Established,Low
C02524,Medium,31,High,Established,Low
C02525,High,73,Low,Loyal,High
C02526,Low,24,Low,Established,Medium
C02527,High,56,High,New,Medium
C02528,High,77,Low,Established,Low
C02529,High,78,High,Established,Medium
C02530,Medium,56,Medium,Established,Low
C02531,Medium,49,Medium,Loyal,Low
C02532,Medium,87,Medium,Established,Medium
C02533,Medium,34,Medium,New,High
C02534,Low,26,Low,New,Low
C02535,High,32,High,Loyal,Medium
C02536,Medium,84,High,New,Medium
C02537,Medium,58,High,Loyal,Medium
C02538,Medium,23,Medium,New,Medium
C02539,Low,33,Medium,Established,Low
C02540,Medium,22,Medium,Loyal,Medium
C02541,Medium,85,Low,Established,High
C02542,Medium,57,Medium,Loyal,Low
C02543,Medium,25,Medium,New,High
C02544,Low,37,Medium,Established,Low
C02545,Medium,69,Low,Established,Medium
C02546,Medium,68,Medium,Loyal,Medium
C02547,High,86,Medium,New,High
C02548,Low,22,Medium,Established,Low
C02549,Medium,25,High,Established,Low
C02550,Low,22,Medium,Loyal,Medium
C02551,Medium,51,Low,Loyal,Low
C02552,Medium,78,Low,Loyal,Medium
C02553,Medium,73,Medium,Established,High
C02554,High,37,Medium,Established,Low
C02555,Low,73,High,Loyal,High
C02556,Medium,73,Low,Loyal,Low
C02557,Low,35,Low,Loyal,High
C02558,Low,80,Medium,Loyal,High
C02559,Medium,54,Medium,Loyal,Medium
C02560,Low,24,High,New,High
C02561,Medium,51,High,New,High
C02562,Medium,82,Medium,Loyal,Low
C02563,Medium,76,High,Established,Low
C02564,Medium,41,Low,New,Low
C02565,Medium,81,Medium,Established,Medium
C02566,Medium,51,High,Established,Medium
C02567,Low,57,Medium,Loyal,Medium
C02568,Low,27,High,Loyal,Medium
C02569,Medium,100,Low,New,Medium
C02570,High,87,Low,Established,Low
C02571,Low,35,Medium,New,Low
C02572,Medium,65,High,Loyal,High
C02573,Medium,83,Low,New,Medium
C02574,High,60,High,Established,Medium
C02575,Medium,37,Low,Established,Low
C02576,Medium,98,Medium,Established,High
C02577,Medium,41,Medium,Established,Low
C02578,High,47,Low,Established,Medium
C02579,Low,50,Medium,Established,Low
C02580,High,92,Medium,New,Low
C02581,Low,60,Medium,Established,Medium
C02582,High,78,Low,Established,Medium
C02583,Low,92,Low,Established,Medium
C02584,Low,95,High,Established,Low
C02585,Low,89,Medium,Established,High
C02586,Medium,93,High,Loyal,Medium
C02587,Medium,96,Medium,New,High
C02588,Low,100,High,Established,Low
C02589,Medium,72,Low,New,Medium
C02590,Medium,30,Medium,Established,Medium
C02591,Medium,29,Medium,Established,High
C02592,High,84,Low,Established,Medium
C02593,Medium,45,Low,New,Medium
C02594,Low,85,Medium,Established,Low
C02595,Low,95,High,Established,Low
C02596,High,72,Medium,Loyal,Low
C02597,Low,81,Low,Established,High
C02598,Medium,42,High,Established,Low
C02599,High,55,Low,Loyal,Low
C02600,High,98,Low,New,Medium
C02601,Medium,86,High,Established,Low
C02602,Medium,36,Medium,Established,High
C02603,Medium,95,High,Established,Medium
C02604,Medium,60,High,New,High
C02605,Low,88,Medium,Established,Medium
C02606,Low,62,Low,Established,Medium
C02607,Medium,68,Low,Established,Medium
C02608,Low,33,High,New,Medium
C02609,Medium,47,High,Established,Medium
C02610,Medium,78,Medium,Loyal,Low
C02611,High,88,Medium,New,High
C02612,High,27,Low,Established,Medium
C02613,Medium,26,Low,Loyal,Medium
C02614,Medium,76,High,Loyal,Medium
C02615,Low,56,Low,New,Medium
C02616,Medium,88,Medium,Established,Medium
C02617,Low,25,High,New,Medium
C02618,High,48,Medium,Loyal,Low
C02619,High,22,Medium,Established,Medium
C02620,High,77,Low,Established,Low
C02621,High,89,Low,New,High
C02622,High,32,Low,Established,Medium
C02623,Low,46,Low,New,High
C02624,High,88,Low,Established,Medium
C02625,Medium,23,Low,Established,High
C02626,Medium,97,Low,Established,High
C02627,Medium,91,Low,Loyal,Low
C02628,Medium,32,High,New,Medium
C02629,Low,31,Low,New,Low
C02630,Low,76,Medium,Established,Low
C02631,Low,20,High,Established,Medium
C02632,Medium,60,Low,New,Medium
C02633,High,25,Medium,Established,High
C02634,Medium,63,High,Established,Low
C02635,Medium,48,Medium,Established,Medium
C02636,Medium,77,Low,Established,Low
C02637,Medium,91,Medium,New,Low
C02638,Low,59,Medium,New,Low
C02639,High,71,Medium,Established,Medium
C02640,Low,68,Low,Established,Medium
C02641,Medium,99,Low,Established,Low
C02642,Medium,38,High,Loyal,Low
C02643,Medium,39,Low,New,Medium
C02644,High,50,Low,Established,High
C02645,Low,79,Medium,Established,Low
C02646,High,90,High,New,Medium
C02647,Medium,42,Low,Loyal,Medium
C02648,Medium,28,Low,Loyal,Medium
C02649,Medium,69,Medium,Established,Low
C02650,High,68,Medium,Loyal,High
C02651,High,50,Medium,New,Medium
C02652,Medium,34,High,Loyal,Medium
C02653,High,88,Low,Loyal,High
C02654,Medium,88,Low,New,High
C02655,Medium,80,Medium,Established,Medium
C02656,High,66,Low,Established,High
C02657,Medium,41,Medium,Established,Low
C02658,Medium,52,Medium,Established,High
C02659,Low,25,Low,Established,Medium
C02660,Low,40,Medium,New,High
C02661,High,56,Low,New,Medium
C02662,Medium,55,Medium,New,Low
C02663,Medium,26,Medium,Established,Medium
C02664,Low,97,Medium,Established,High
C02665,Medium,41,Low,Established,Medium
C02666,High,61,High,New,High
C02667,High,57,High,New,Low
C02668,Low,58,High,Established,Low
C02669,Medium,88,High,New,Medium
C02670,Medium,80,Low,Established,Medium
C02671,Medium,90,Medium,Established,Medium
C02672,Medium,50,Low,Established,High
C02673,Medium,41,High,Established,Medium
C02674,Medium,54,Low,Loyal,Medium
C02675,Medium,65,Low,New,Medium
C02676,Medium,47,Medium,Loyal,High
C02677,Medium,57,Low,New,Medium
C02678,High,32,Medium,New,High
C02679,Medium,67,Low,Established,Medium
C02680,Medium,77,Medium,New,Medium
C02681,High,62,High,Established,Low
C02682,High,90,Medium,Loyal,Medium
C02683,Low,100,Low,Established,High
C02684,Medium,93,Low,Established,High
C02685,Low,27,Low,Loyal,Low
C02686,Medium,91,Low,Established,High
C02687,Low,47,Medium,New,Low
C02688,Medium,56,Low,Loyal,Medium
C02689,Low,53,Low,New,Medium
C02690,Medium,43,Low,New,Medium
C02691,High,91,High,New,Medium
C02692,Medium,71,Low,Established,Medium
C02693,High,98,Low,Established,Medium
C02694,High,97,Medium,Established,Medium
C02695,High,54,Low,Established,Medium
C02696,Low,78,High,Established,Medium
C02697,High,60,Low,Loyal,Medium
C02698,Low,60,Medium,New,Low
C02699,Medium,79,Medium,New,Medium
C02700,High,75,High,Established,Medium
C02701,Medium,93,Medium,New,Low
C02702,Medium,82,Medium,Established,Low
C02703,Medium,70,Medium,Established,High
C02704,High,94,Medium,Established,High
C02705,Medium,28,Medium,New,Medium
C02706,Medium,81,Medium,Established,High
C02707,High,51,Medium,Established,High
C02708,Low,55,Low,Loyal,Medium
C02709,Low,83,Low,Established,Low
C02710,Medium,42,Medium,Established,Medium
C02711,High,91,Low,Established,High
C02712,Low,60,Medium,New,Medium
C02713,Low,48,Low,Established,Low
C02714,Low,46,Medium,Established,High
C02715,High,54,Medium,New,High
C02716,Low,96,Medium,Established,Medium
C02717,Medium,28,Medium,Established,High
C02718,High,61,Low,Established,Medium
C02719,Low,87,Low,New,High
C02720,Medium,58,Medium,Established,High
C02721,Medium,65,High,New,Low
C02722,High,48,Medium,Established,High
C02723,Medium,31,Medium,Established,Medium
C02724,Medium,71,Medium,Established,High
C02725,Low,94,Medium,Established,High
C02726,Medium,62,Medium,Established,High
C02727,Medium,54,Medium,Established,High
C02728,Low,30,Low,Established,High
C02729,Medium,96,Low,New,Low
C02730,High,90,Medium,Established,Medium
C02731,Low,93,Medium,Established,Low
C02732,Low,49,Medium,Loyal,High
C02733,Medium,70,Low,New,Medium
C02734,Medium,55,Low,Established,Medium
C02735,Low,39,Medium,New,Low
C02736,Medium,36,Low,Loyal,Medium
C02737,Low,51,High,Established,Medium
C02738,Medium,64,Low,Established,High
C02739,Medium,29,Medium,Established,High
C02740,Medium,76,Medium,New,Medium
C02741,Low,57,Low,Established,High
C02742,High,91,Low,Loyal,Low
C02743,Low,42,Low,New,Low
C02744,Medium,24,Low,Loyal,Medium
C02745,Medium,45,Low,Loyal,Medium
C02746,Medium,98,Medium,Loyal,Low
C02747,Low,46,Low,Loyal,Low
C02748,Low,77,Medium,New,Medium
C02749,Medium,88,Low,Established,Low
C02750,Low,43,High,New,Medium
C02751,Low,72,Medium,Established,Medium
C02752,Medium,36,High,New,High
C02753,High,49,High,Loyal,Medium
C02754,Low,43,Low,New,Low
C02755,High,74,Medium,New,Low
C02756,Medium,90,Low,New,Low
C02757,High,40,High,Established,High
C02758,Medium,43,Medium,New,Medium
C02759,Medium,86,Medium,New,Low
C02760,Medium,57,High,New,High
C02761,Medium,61,High,Established,High
C02762,High,77,High,Loyal,Low
C02763,Low,31,Low,Established,Low
C02764,Medium,90,Low,New,High
C02765,Low,49,Low,New,Medium
C02766,High,73,Medium,New,High
C02767,Medium,55,Medium,Established,Low
C02768,Medium,81,Low,New,High
C02769,High,69,Medium,New,Low
C02770,High,34,Low,New,Medium
C02771,Low,35,Medium,Established,High
C02772,Medium,91,High,Established,Medium
C02773,High,62,Medium,New,Low
C02774,Low,42,Medium,Established,Low
C02775,Medium,31,Low,Established,High
C02776,Medium,30,Low,Loyal,Low
C02777,Medium,94,Medium,New,Medium
C02778,Medium,99,Medium,Established,Low
C02779,Low,51,Low,Loyal,Low
C02780,Low,36,High,Loyal,High
C02781,Low,53,Medium,Loyal,Low
C02782,Low,31,High,New,Medium
C02783,Medium,64,Medium,Loyal,Medium
C02784,Medium,70,High,Loyal,Low
C02785,Low,99,Low,New,Medium
C02786,Medium,45,Low,New,Medium
C02787,Medium,36,High,Loyal,High
C02788,Medium,30,High,New,High
C02789,High,50,Medium,Established,High
C02790,Medium,68,Low,Established,Medium
C02791,High,25,Low,Established,High
C02792,Low,81,Medium,New,Medium
C02793,Medium,57,High,Established,Medium
C02794,High,84,Low,Established,Low
C02795,High,57,Low,Loyal,Low
C02796,Medium,32,Medium,New,Low
C02797,Medium,21,Medium,New,Low
C02798,Medium,65,Medium,New,High
C02799,Medium,63,Medium,New,High
C02800,Medium,85,High,Loyal,Low
C02801,High,91,Low,New,High
C02802,Medium,33,Medium,New,Medium
C02803,Low,45,Medium,Loyal,Medium
C02804,Medium,36,Medium,New,High
C02805,Low,28,High,New,Medium
C02806,Low,20,Medium,Established,Medium
C02807,Medium,26,Medium,Established,Low
C02808,Medium,62,Low,Loyal,Low
C02809,Low,32,Medium,Established,High
C02810,Low,35,Low,New,Low
C02811,Low,29,Low,Established,Low
C02812,High,78,Medium,Loyal,Low
C02813,Medium,71,Medium,Established,Medium
C02814,Low,97,High,Established,Medium
C02815,Low,29,Medium,Established,High
C02816,Medium,36,High,Established,Medium
C02817,Low,56,Low,Established,High
C02818,Medium,72,Medium,New,Medium
C02819,Medium,30,High,Established,Medium
C02820,High,37,Medium,New,Low
C02821,Low,54,High,Established,Low
C02822,Medium,21,Medium,Established,High
C02823,Low,52,Low,Established,High
C02824,High,81,Medium,New,Medium
C02825,High,62,Low,Loyal,High
C02826,Medium,55,Low,Established,High
C02827,Medium,59,Low,New,Low
C02828,Low,96,Low,New,Medium
C02829,High,62,Medium,Established,High
C02830,Medium,63,High,New,High
C02831,Low,95,Medium,Loyal,Low
C02832,Medium,32,High,Established,Low
C02833,Medium,27,Medium,New,Medium
C02834,High,56,Low,Established,Low
C02835,Medium,45,Low,New,Low
C02836,Medium,36,High,New,Medium
C02837,Medium,29,Medium,Established,Medium
C02838,Low,91,High,New,Low
C02839,Medium,69,Low,Loyal,Medium
C02840,Low,75,Medium,Established,Low
C02841,Medium,29,Medium,New,Medium
C02842,Medium,47,High,Loyal,High
C02843,Medium,70,Low,Established,High
C02844,Low,62,High,New,Low
C02845,Low,76,Medium,Established,High
C02846,Medium,74,High,Loyal,High
C02847,Low,53,Medium,Established,Medium
C02848,Low,83,Medium,Established,High
C02849,Medium,41,Medium,Established,Low
C02850,Medium,26,High,New,Low
C02851,Medium,93,Low,New,High
C02852,Medium,21,Medium,Established,Medium
C02853,High,42,Medium,Loyal,Medium
C02854,Medium,29,Medium,Established,Low
C02855,Medium,38,Medium,New,Low
C02856,High,51,Medium,Established,Low
C02857,Medium,30,Medium,New,Low
C02858,Medium,57,Medium,Established,High
C02859,Medium,95,Medium,Established,Low
C02860,Medium,31,Medium,New,High
C02861,Medium,95,High,Loyal,Low
C02862,Medium,53,Medium,Established,Medium
C02863,Medium,67,Low,Established,High
C02864,Low,55,Medium,Loyal,Low
C02865,Medium,45,Low,Established,Low
C02866,Low,28,Low,Loyal,High
C02867,Medium,68,Medium,Loyal,Low
C02868,Medium,94,Medium,Established,Low
C02869,High,62,Medium,New,High
C02870,Low,68,High,New,Medium
C02871,Medium,72,Low,Loyal,Medium
C02872,Medium,51,Low,New,Low
C02873,Low,29,Low,Loyal,Low
C02874,Low,61,Low,Established,Medium
C02875,Low,90,Medium,Established,Medium
C02876,Low,45,Medium,Established,Low
C02877,Low,90,Medium,Loyal,High
C02878,Medium,89,Low,New,High
C02879,Medium,39,Medium,Established,Medium
C02880,Low,66,Low,Loyal,Medium
C02881,Low,80,Medium,New,Medium
C02882,Low,60,Medium,New,Medium
C02883,Medium,76,Low,Loyal,Low
C02884,Medium,93,High,Loyal,High
C02885,Medium,70,Medium,New,Medium
C02886,Low,87,Low,Established,High
C02887,Low,84,Medium,New,High
C02888,High,85,Medium,New,Low
C02889,Low,89,Low,Established,Medium
C02890,Low,38,Low,New,Medium
C02891,Low,21,Medium,Established,Medium
C02892,High,32,High,New,High
C02893,Medium,40,Medium,Loyal,Low
C02894,Medium,75,Medium,Established,Medium
C02895,High,61,Medium,New,High
C02896,Low,57,Medium,Loyal,High
C02897,High,20,Low,Loyal,Low
C02898,Low,75,Medium,New,High
C02899,Medium,49,High,Loyal,Low
C02900,Medium,81,High,New,Medium
C02901,Medium,29,High,New,Low
C02902,High,43,Low,Established,Medium
C02903,Low,24,Medium,New,Low
C02904,High,43,Medium,Established,Low
C02905,Medium,94,Low,Established,Medium
C02906,Medium,59,Low,Loyal,High
C02907,High,55,Medium,New,Medium
C02908,Low,42,Medium,New,Medium
C02909,High,41,Medium,Established,Medium
C02910,Medium,74,Low,New,Medium
C02911,Medium,99,Medium,Loyal,Low
C02912,Low,80,Low,Established,Low
C02913,Medium,79,Low,Established,Medium
C02914,Medium,58,Medium,Established,High
C02915,Medium,27,Low,New,Low
C02916,Low,78,High,New,Medium
C02917,Low,85,Medium,Established,High
C02918,High,61,Low,Loyal,High
C02919,Low,27,Low,Established,Low
C02920,Medium,77,Medium,New,High
C02921,High,94,Low,Established,Medium
C02922,Low,38,Low,New,Medium
C02923,Low,32,Medium,Established,High
C02924,Medium,79,Low,New,Low
C02925,Low,46,Medium,Established,High
C02926,Medium,77,Medium,Established,Medium
C02927,Medium,76,Low,Loyal,High
C02928,Medium,41,Medium,Established,High
C02929,Medium,23,Medium,New,Medium
C02930,Medium,65,Medium,Established,Low
C02931,Medium,53,Low,Established,Low
C02932,Low,89,Medium,Established,High
C02933,Medium,48,Low,Loyal,Medium
C02934,High,40,Medium,Loyal,High
C02935,Medium,89,Low,New,Medium
C02936,Medium,79,High,Established,Medium
C02937,Medium,70,Low,Established,High
C02938,Low,97,High,Established,High
C02939,Low,83,High,Loyal,Medium
C02940,Low,90,Medium,Established,Low
C02941,High,84,Low,Established,High
C02942,Low,52,Medium,Loyal,High
C02943,High,25,High,Established,Medium
C02944,Low,69,Medium,New,Medium
C02945,Low,81,Medium,Loyal,Low
C02946,Medium,100,Low,Established,Medium
C02947,Medium,75,High,Established,Low
C02948,Medium,66,Low,Established,Low
C02949,High,66,Low,Loyal,High
C02950,High,29,Low,New,Medium
C02951,Low,20,Medium,Established,High
C02952,Medium,23,High,Established,Medium
C02953,Low,93,Medium,Loyal,Low
C02954,High,84,Low,New,Medium
C02955,Medium,41,Medium,New,Low
C02956,Medium,54,Medium,Loyal,Medium
C02957,Low,59,Medium,Established,High
C02958,Low,39,Low,Established,High
C02959,Low,54,Medium,Established,High
C02960,High,48,Medium,Established,High
