Customer_ID,Risk_Score,Outstanding_Balance,Overdue_Days,Overdue_Amount,Segment,Current_Channel,Estimated_Recovery_Rate,Expected_Recovery,Contact_Cost,Recovery_per_Cost
C01869,0.1739,26880574.0,126,1521729.0,Mass,WhatsApp,0.3316,334595.0,5000,66.919
C01870,0.376,205298263.0,104,12468346.0,Affluent,Field Agent,0.6304,4417262.0,180000,24.5403
C01871,0.1315,17582212.0,160,1184287.0,Mass,SMS,0.2516,203883.0,3000,67.9609
C01872,0.1346,15861877.0,112,751562.0,Mass,Call Center,0.5274,270627.0,25000,10.8251
C01873,0.232,75654694.0,95,3507456.0,Affluent,WhatsApp,0.3206,713021.0,5000,142.6042
C01874,0.2215,80847275.0,95,3694293.0,Mass,SMS,0.239,564397.0,3000,188.1322
C01875,0.2543,10707817.0,100,538495.0,Mass,Call Center,0.4922,165085.0,25000,6.6034
C01876,0.3,19247693.0,161,1652790.0,Priority,WhatsApp,0.3078,305226.0,5000,61.0451
C01877,0.4074,15134400.0,142,1300118.0,Mass,SMS,0.213,151248.0,3000,50.416
C01878,0.2763,26804377.0,17,235821.0,Mass,WhatsApp,0.2363,34095.0,5000,6.8189
C01879,0.4398,75381546.0,96,4533895.0,Mass,SMS,0.2084,500955.0,3000,166.9851
C01880,0.5965,11188073.0,52,425279.0,Affluent,WhatsApp,0.2199,42242.0,5000,8.4484
C01881,0.4449,74331932.0,30,1404773.0,Mass,SMS,0.1662,123141.0,3000,41.047
C01882,0.3328,27674933.0,156,2396820.0,Mass,SMS,0.2234,312522.0,3000,104.174
C01883,0.2557,255971974.0,155,19989590.0,Mass,SMS,0.2342,2912505.0,3000,970.8351
C01884,0.5274,34387967.0,170,4004270.0,Mass,Call Center,0.4119,802105.0,25000,32.0842
C01885,0.2716,22690748.0,71,828682.0,Mass,Call Center,0.4563,232256.0,25000,9.2902
C01886,0.3486,44415591.0,77,1934812.0,Mass,WhatsApp,0.2857,318204.0,5000,63.6408
C01887,0.4486,17845111.0,141,1591147.0,Priority,WhatsApp,0.2797,233988.0,5000,46.7977
C01888,0.2018,4152052.0,35,100000.0,Mass,WhatsApp,0.2665,17300.0,5000,3.4599
C01889,0.0713,19655450.0,10,100000.0,Affluent,Call Center,0.4004,28606.0,25000,1.1442
C01890,0.2867,19347868.0,76,771218.0,Affluent,Call Center,0.4602,215294.0,25000,8.6118
C01891,0.3527,5086339.0,114,329623.0,Priority,WhatsApp,0.2978,56318.0,5000,11.2635
C01892,0.2616,23239203.0,83,979280.0,Affluent,Call Center,0.4787,290262.0,25000,11.6105
C01893,0.6433,3163774.0,39,100000.0,Mass,Field Agent,0.4331,21655.0,180000,0.1203
C01894,0.2851,17658001.0,94,868766.0,Affluent,Field Agent,0.6672,352129.0,180000,1.9563
C01895,0.4302,31895720.0,170,3362376.0,Mass,WhatsApp,0.2832,509366.0,5000,101.8732
C01896,0.3314,27546404.0,50,763417.0,Mass,SMS,0.1938,86441.0,3000,28.8136
C01897,0.0821,16573522.0,73,469537.0,Mass,Field Agent,0.7072,235397.0,180000,1.3078
C01898,0.0777,22950631.0,57,503858.0,Mass,SMS,0.2306,82631.0,3000,27.5437
C01899,0.5235,11413666.0,53,412766.0,Mass,Call Center,0.3621,72982.0,25000,2.9193
C01900,0.2996,25271881.0,119,1603039.0,Affluent,SMS,0.2281,219436.0,3000,73.1452
C01901,0.2433,26495164.0,68,892793.0,Mass,SMS,0.2186,122651.0,3000,40.8837
C01902,0.2646,10161701.0,112,580116.0,Mass,SMS,0.233,83480.0,3000,27.8265
C01903,0.199,32673849.0,4,100000.0,Mass,Field Agent,0.5009,32582.0,180000,0.181
C01904,0.4696,32470386.0,120,2518772.0,Affluent,Field Agent,0.5923,768612.0,180000,4.2701
C01905,0.4331,21171711.0,19,250231.0,Mass,Call Center,0.3356,44801.0,25000,1.792
C01906,0.1966,281441008.0,68,8887258.0,Mass,WhatsApp,0.3033,1756956.0,5000,351.3913
C01907,0.3396,21718696.0,158,1920781.0,Affluent,Field Agent,0.6451,718936.0,180000,3.9941
C01908,0.4948,18909068.0,61,765007.0,Affluent,SMS,0.1813,69712.0,3000,23.2374
C01909,0.3139,16386908.0,126,1120395.0,Mass,Field Agent,0.6555,435556.0,180000,2.4198
C01910,0.0979,9468179.0,64,241525.0,Mass,WhatsApp,0.316,53509.0,5000,10.7019
C01911,0.3068,49638820.0,163,4351738.0,Mass,WhatsApp,0.3065,795833.0,5000,159.1666
C01912,0.1865,12586551.0,172,990789.0,Priority,Call Center,0.5122,333271.0,25000,13.3308
C01913,0.5076,14167175.0,164,1560729.0,Mass,SMS,0.1989,154061.0,3000,51.3535
C01914,0.5113,14594347.0,72,708445.0,Affluent,SMS,0.1865,65320.0,3000,21.7735
C01915,0.4424,9336508.0,58,340220.0,Mass,WhatsApp,0.2509,45143.0,5000,9.0286
C01916,0.2936,4339645.0,110,252541.0,Mass,WhatsApp,0.309,47075.0,5000,9.4151
C01917,0.2333,15735762.0,148,1138516.0,Mass,SMS,0.2373,171140.0,3000,57.0466
C01918,0.5925,59872131.0,95,4142692.0,Mass,WhatsApp,0.2525,474660.0,5000,94.9319
C01919,0.0602,30442986.0,133,1512095.0,Affluent,SMS,0.2616,284741.0,3000,94.9138
C01920,0.1846,119038991.0,158,8583909.0,Affluent,Field Agent,0.7081,3997464.0,180000,22.2081
C01921,0.2862,52975637.0,136,3776383.0,Mass,SMS,0.2299,526952.0,3000,175.6506
C01922,0.3728,42217745.0,67,1645806.0,Affluent,SMS,0.2011,186553.0,3000,62.1842
C01923,0.2563,164272206.0,45,3727241.0,Mass,Call Center,0.4179,968585.0,25000,38.7434
C01924,0.316,22685597.0,79,974917.0,Mass,SMS,0.2175,125523.0,3000,41.841
C01925,0.0936,26627686.0,104,1095813.0,Mass,Call Center,0.5395,415735.0,25000,16.6294
C01926,0.2615,24715026.0,152,1907050.0,Mass,Call Center,0.4901,578832.0,25000,23.1533
C01927,0.6132,117057183.0,55,4778020.0,Affluent,WhatsApp,0.2196,465230.0,5000,93.0459
C01928,0.5625,25062962.0,29,514854.0,Mass,Call Center,0.32,77213.0,25000,3.0885
C01929,0.3537,13073646.0,57,424107.0,Affluent,WhatsApp,0.2649,64395.0,5000,12.879
C01930,0.124,44995000.0,107,2002920.0,Mass,Field Agent,0.7326,1009565.0,180000,5.6087
C01931,0.1972,11052051.0,42,215752.0,Affluent,SMS,0.2036,28616.0,3000,9.5385
C01932,0.1628,42621011.0,72,1355902.0,Mass,WhatsApp,0.3137,284404.0,5000,56.8808
C01933,0.3066,37815413.0,47,955725.0,Mass,WhatsApp,0.2626,149764.0,5000,29.9527
C01934,0.1846,20686331.0,178,1680443.0,Affluent,WhatsApp,0.3296,364314.0,5000,72.8628
C01935,0.1004,44021907.0,93,1638595.0,Mass,Call Center,0.5375,616357.0,25000,24.6543
C01936,0.2878,5646782.0,130,385558.0,Mass,Field Agent,0.6661,155663.0,180000,0.8648
C01937,0.5507,29424803.0,94,1937477.0,Affluent,SMS,0.1929,177391.0,3000,59.1305
C01938,0.11,15738508.0,2,100000.0,Affluent,SMS,0.1799,12505.0,3000,4.1682
C01939,0.4249,437527431.0,48,12949261.0,Mass,WhatsApp,0.2444,1701314.0,5000,340.2628
C01940,0.3068,29215544.0,152,2388521.0,Mass,SMS,0.227,323544.0,3000,107.8481
C01941,0.5642,13769882.0,93,908574.0,Mass,Call Center,0.4011,170516.0,25000,6.8206
C01942,0.1029,6300154.0,127,321605.0,Affluent,Field Agent,0.7412,166517.0,180000,0.9251
C01943,0.2555,92229683.0,138,6410430.0,Mass,WhatsApp,0.3162,1261347.0,5000,252.2694
C01944,0.5077,17616626.0,101,1195329.0,Mass,SMS,0.1989,117972.0,3000,39.3239
C01945,0.378,11330790.0,104,689787.0,Priority,SMS,0.2171,83999.0,3000,27.9996
C01946,0.3208,34993945.0,43,823353.0,Mass,SMS,0.1898,92155.0,3000,30.7185
C01947,0.1995,47875058.0,45,1004690.0,Mass,WhatsApp,0.2778,181465.0,5000,36.293
C01948,0.5884,47126183.0,27,923282.0,Priority,WhatsApp,0.2001,84205.0,5000,16.8409
C01949,0.3533,25498669.0,54,783329.0,Mass,Call Center,0.4075,183029.0,25000,7.3212
C01950,0.4294,29314022.0,114,2070654.0,Mass,WhatsApp,0.2833,314047.0,5000,62.8093
C01951,0.5003,31529162.0,168,3532394.0,Affluent,Field Agent,0.5799,1023838.0,180000,5.688
C01952,0.3689,34997341.0,80,1621890.0,Affluent,Field Agent,0.6121,561442.0,180000,3.1191
C01953,0.5012,38235371.0,109,2781690.0,Priority,WhatsApp,0.2698,374781.0,5000,74.9562
C01954,0.2741,74688683.0,156,6012967.0,Mass,Field Agent,0.6717,2475684.0,180000,13.7538
C01955,0.5089,26450913.0,122,2170535.0,Mass,Field Agent,0.5764,619943.0,180000,3.4441
C01956,0.0654,11046046.0,48,199859.0,Mass,SMS,0.2243,32159.0,3000,10.7195
C01957,0.5417,21640880.0,51,766441.0,Mass,WhatsApp,0.2281,83753.0,5000,16.7506
C01958,0.1084,53125479.0,115,2478156.0,Affluent,Call Center,0.5351,922677.0,25000,36.9071
C01959,0.269,4188522.0,52,111663.0,Mass,SMS,0.2029,13945.0,3000,4.6485
C01960,0.6715,4212784.0,45,148052.0,Mass,SMS,0.1496,9175.0,3000,3.0585
C01961,0.1579,62624210.0,107,2938866.0,Mass,Field Agent,0.7189,1417789.0,180000,7.8766
C01962,0.5503,114319669.0,115,9205070.0,Mass,SMS,0.193,843475.0,3000,281.1583
C01963,0.2142,7054571.0,46,154502.0,Mass,SMS,0.2048,20345.0,3000,6.7816
C01964,0.1567,27641965.0,9,108916.0,Mass,WhatsApp,0.2445,17883.0,5000,3.5767
C01965,0.2866,16765626.0,139,1222023.0,Mass,SMS,0.2299,170438.0,3000,56.8128
C01966,0.3199,19260295.0,71,747502.0,Priority,WhatsApp,0.2848,125600.0,5000,25.12
C01967,0.2967,33933639.0,114,2054624.0,Affluent,WhatsApp,0.3084,381269.0,5000,76.2538
C01968,0.1483,6862046.0,32,100000.0,Mass,Call Center,0.4222,28536.0,25000,1.1414
C01969,0.4128,8261931.0,57,286576.0,Affluent,SMS,0.1889,29422.0,3000,9.8073
C01970,0.2367,18497298.0,110,999357.0,Mass,SMS,0.2369,149511.0,3000,49.8369
C01971,0.216,21617436.0,23,237315.0,Mass,Call Center,0.3911,59583.0,25000,2.3833
C01972,0.4538,8108563.0,58,299046.0,Mass,SMS,0.1844,28853.0,3000,9.6176
C01973,0.5578,55065506.0,130,5048167.0,Affluent,SMS,0.1919,456397.0,3000,152.1324
C01974,0.4177,16466283.0,139,1400283.0,Mass,Call Center,0.4442,336600.0,25000,13.464
C01975,0.1856,16396341.0,64,479634.0,Mass,Field Agent,0.6463,203728.0,180000,1.1318
C01976,0.4694,33166310.0,21,450141.0,Affluent,SMS,0.1573,36484.0,3000,12.1613
C01977,0.1324,21976365.0,5,100000.0,Affluent,Field Agent,0.5226,35737.0,180000,0.1985
C01978,0.0819,57763243.0,101,2263253.0,Affluent,WhatsApp,0.349,560092.0,5000,112.0184
C01979,0.0894,9830141.0,125,482844.0,Mass,Call Center,0.5407,184135.0,25000,7.3654
C01980,0.14,6181057.0,107,282204.0,Affluent,SMS,0.2504,48049.0,3000,16.0163
C01981,0.327,18340070.0,73,738129.0,Mass,SMS,0.2115,91569.0,3000,30.5229
C01982,0.4697,26552184.0,4,100000.0,Mass,Field Agent,0.4225,21764.0,180000,0.1209
C01983,0.177,7229139.0,41,133767.0,Affluent,SMS,0.2052,18155.0,3000,6.0518
C01984,0.4721,6240887.0,7,100000.0,Mass,Call Center,0.3097,15918.0,25000,0.6367
C01985,0.0537,29999287.0,84,930176.0,Affluent,Call Center,0.5402,363366.0,25000,14.5346
C01986,0.408,11717638.0,56,397226.0,Mass,SMS,0.1887,40936.0,3000,13.6453
C01987,0.1741,5849546.0,13,100000.0,Mass,Call Center,0.3834,25419.0,25000,1.0168
C01988,0.2245,65642091.0,110,3487488.0,Mass,WhatsApp,0.3221,716345.0,5000,143.269
C01989,0.2723,13290921.0,67,458513.0,Affluent,SMS,0.2141,60256.0,3000,20.0854
C01990,0.3024,78939949.0,174,7347983.0,Affluent,Call Center,0.4781,2103476.0,25000,84.139
C01991,0.3164,25721999.0,76,1064015.0,Affluent,Field Agent,0.624,392901.0,180000,2.1828
C01992,0.1367,33570063.0,17,242234.0,Mass,WhatsApp,0.2563,42313.0,5000,8.4627
C01993,0.2874,20234237.0,127,1348968.0,Mass,Call Center,0.4825,394623.0,25000,15.7849
C01994,0.1521,1757186.0,127,100000.0,Mass,SMS,0.2487,16761.0,3000,5.5872
C01995,0.0877,8021210.0,168,527992.0,Affluent,Call Center,0.5412,201783.0,25000,8.0713
C01996,0.2958,22046776.0,125,1462138.0,Mass,WhatsApp,0.3086,271657.0,5000,54.3314
C01997,0.2686,36003097.0,66,1217566.0,Affluent,Field Agent,0.62,464811.0,180000,2.5823
C01998,0.0687,4175365.0,121,191545.0,Mass,SMS,0.2604,35693.0,3000,11.8977
C01999,0.1379,23695238.0,144,1451097.0,Mass,SMS,0.2507,247748.0,3000,82.5826
C02000,0.0651,8138548.0,93,285162.0,Mass,Field Agent,0.7566,154779.0,180000,0.8599
C02001,0.5327,31610710.0,144,3133758.0,Mass,SMS,0.1954,296207.0,3000,98.7358
C02002,0.0981,24519655.0,175,1710964.0,Mass,Call Center,0.5382,645407.0,25000,25.8163
C02003,0.2721,52582188.0,136,3680797.0,Mass,Call Center,0.487,1100591.0,25000,44.0236
C02004,0.2561,72653296.0,91,3332453.0,Affluent,Call Center,0.4917,1019172.0,25000,40.7669
C02005,0.4979,39561868.0,89,2342502.0,Mass,SMS,0.1996,234288.0,3000,78.0959
C02006,0.0459,59102275.0,151,3248149.0,Affluent,WhatsApp,0.3558,840262.0,5000,168.0524
C02007,0.5548,17611170.0,158,1956750.0,Mass,Call Center,0.4039,373482.0,25000,14.9393
C02008,0.433,420730816.0,48,12561216.0,Mass,WhatsApp,0.2431,1629071.0,5000,325.8141
C02009,0.327,7389475.0,2,100000.0,Mass,WhatsApp,0.2139,12545.0,5000,2.509
C02010,0.3361,14748185.0,146,1200210.0,Mass,Call Center,0.4682,327012.0,25000,13.0805
C02011,0.3183,61573674.0,43,1444350.0,Mass,Call Center,0.3993,340730.0,25000,13.6292
C02012,0.1072,53069222.0,180,3866921.0,Mass,Field Agent,0.7395,1991321.0,180000,11.0629
C02013,0.2659,40701496.0,7,145467.0,Mass,Call Center,0.3536,31740.0,25000,1.2696
C02014,0.3948,49116473.0,164,4805105.0,Affluent,SMS,0.2147,570173.0,3000,190.0576
C02015,0.3896,3112165.0,123,227034.0,Mass,SMS,0.2155,27156.0,3000,9.0521
C02016,0.2557,122507778.0,55,3394663.0,Mass,Field Agent,0.5999,1267045.0,180000,7.0391
C02017,0.2137,20388782.0,7,100000.0,Affluent,SMS,0.1737,11169.0,3000,3.7232
C02018,0.2054,86901041.0,153,6253040.0,Mass,Field Agent,0.6996,2831536.0,180000,15.7308
C02019,0.0569,3271829.0,22,100000.0,Priority,WhatsApp,0.2736,19739.0,5000,3.9479
C02020,0.3446,32312183.0,18,327500.0,Mass,SMS,0.1685,31885.0,3000,10.6283
C02021,0.0995,14230301.0,143,813324.0,Mass,Field Agent,0.7426,422923.0,180000,2.3496
C02022,0.1521,44300501.0,122,2349659.0,Mass,SMS,0.2487,393829.0,3000,131.2762
C02023,0.0377,34327483.0,23,282996.0,Mass,Call Center,0.4318,89342.0,25000,3.5737
C02024,0.1121,36050604.0,62,912021.0,Mass,WhatsApp,0.3113,197013.0,5000,39.4026
C02025,0.178,8670567.0,120,470260.0,Mass,Field Agent,0.7108,220939.0,180000,1.2274
C02026,0.0851,23615581.0,119,1096168.0,Mass,WhatsApp,0.3484,270194.0,5000,54.0389
C02027,0.501,20878267.0,66,919557.0,Mass,WhatsApp,0.2482,114016.0,5000,22.8032
C02028,0.0437,41025174.0,75,1115352.0,Mass,SMS,0.2507,203585.0,3000,67.8615
C02029,0.1799,67233580.0,15,457091.0,Mass,SMS,0.1836,55399.0,3000,18.4664
C02030,0.1023,29059683.0,2,100000.0,Mass,SMS,0.1807,12627.0,3000,4.2091
C02031,0.2359,6977590.0,175,599073.0,Mass,Call Center,0.4976,188427.0,25000,7.5371
C02032,0.3258,27839465.0,42,643730.0,Mass,WhatsApp,0.2545,96165.0,5000,19.233
C02033,0.2669,340342360.0,167,29058825.0,Mass,Field Agent,0.6746,12087030.0,180000,67.1502
C02034,0.3795,129655528.0,8,608197.0,Mass,WhatsApp,0.2127,72489.0,5000,14.4977
C02035,0.5577,1276952.0,179,161169.0,Mass,SMS,0.1919,14575.0,3000,4.8582
C02036,0.0452,26634809.0,77,745463.0,Affluent,Call Center,0.5297,287230.0,25000,11.4892
C02037,0.2846,63497171.0,146,4849110.0,Mass,Field Agent,0.6675,1966863.0,180000,10.927
C02038,0.5813,20833220.0,152,2282632.0,Mass,Call Center,0.3961,415355.0,25000,16.6142
C02039,0.1199,15780656.0,64,417370.0,Mass,Call Center,0.4857,139878.0,25000,5.5951
C02040,0.1809,19142512.0,133,1155692.0,Mass,SMS,0.2447,186500.0,3000,62.1666
C02041,0.1796,43426303.0,61,1200178.0,Mass,Call Center,0.4645,368043.0,25000,14.7217
C02042,0.2607,7928040.0,143,574918.0,Affluent,WhatsApp,0.3152,112304.0,5000,22.4608
C02043,0.1361,82069338.0,173,6020747.0,Affluent,Field Agent,0.7277,2988065.0,180000,16.6004
C02044,0.3051,23638644.0,146,1852451.0,Priority,SMS,0.2273,251539.0,3000,83.8465
C02045,0.2505,9814408.0,132,648164.0,Priority,Field Agent,0.6813,275893.0,180000,1.5327
C02046,0.405,76955396.0,67,3110960.0,Mass,Call Center,0.4136,704392.0,25000,28.1757
C02047,0.2731,5332099.0,20,100000.0,Affluent,SMS,0.1777,10901.0,3000,3.6335
C02048,0.5982,14348792.0,92,966503.0,Mass,Field Agent,0.5401,235376.0,180000,1.3076
C02049,0.1371,14114473.0,24,143875.0,Affluent,SMS,0.1956,19180.0,3000,6.3935
C02050,0.5156,213325200.0,92,13287839.0,Mass,SMS,0.1978,1293808.0,3000,431.2692
C02051,0.0835,12601994.0,157,769626.0,Mass,Call Center,0.5425,295688.0,25000,11.8275
C02052,0.1477,2897681.0,21,100000.0,Mass,Field Agent,0.5567,37643.0,180000,0.2091
C02053,0.342,13972075.0,163,1278360.0,Mass,Field Agent,0.6442,476802.0,180000,2.6489
C02054,0.1413,39426027.0,108,1820527.0,Mass,Call Center,0.5254,649848.0,25000,25.9939
C02055,0.3172,54760020.0,9,268496.0,Affluent,SMS,0.1647,26150.0,3000,8.7167
C02056,0.1731,243572714.0,130,14208899.0,Mass,Call Center,0.5161,4865300.0,25000,194.612
C02057,0.0913,102081692.0,1,100000.0,Affluent,Call Center,0.3799,26758.0,25000,1.0703
C02058,0.2658,30168503.0,110,1694276.0,Mass,SMS,0.2328,243380.0,3000,81.1268
C02059,0.0817,10251872.0,92,365783.0,Mass,Field Agent,0.7498,194494.0,180000,1.0805
C02060,0.2068,126837058.0,135,8068075.0,Mass,WhatsApp,0.3254,1697687.0,5000,339.5373
C02061,0.1908,17293181.0,68,541537.0,Mass,WhatsApp,0.3044,107894.0,5000,21.5788
C02062,0.4848,12945116.0,22,186982.0,Mass,SMS,0.1563,14835.0,3000,4.945
C02063,0.2532,16474307.0,70,579045.0,Mass,SMS,0.2189,79026.0,3000,26.3419
C02064,0.5057,7146249.0,138,661227.0,Mass,Field Agent,0.5777,189890.0,180000,1.0549
C02065,0.1492,15703062.0,172,1168993.0,Affluent,Call Center,0.5231,413026.0,25000,16.521
C02066,0.5592,19801694.0,38,531335.0,Mass,WhatsApp,0.214,53476.0,5000,10.6952
C02067,0.3308,51911089.0,64,1840173.0,Affluent,Field Agent,0.5925,637340.0,180000,3.5408
C02068,0.1608,16958810.0,158,1180470.0,Affluent,Field Agent,0.7177,567286.0,180000,3.1516
C02069,0.1659,7038651.0,57,178117.0,Mass,SMS,0.2196,26094.0,3000,8.6978
C02070,0.2725,5028409.0,45,116531.0,Affluent,SMS,0.1971,14095.0,3000,4.6984
C02071,0.3637,30828685.0,150,2662780.0,Affluent,SMS,0.2191,331423.0,3000,110.4742
C02072,0.1266,26883203.0,89,999413.0,Affluent,Call Center,0.528,362391.0,25000,14.4956
C02073,0.527,14361674.0,105,1032486.0,Affluent,WhatsApp,0.2649,133053.0,5000,26.6106
C02074,0.1046,15664850.0,88,555609.0,Mass,Call Center,0.5327,206496.0,25000,8.2598
C02075,0.0659,36868693.0,109,1516209.0,Priority,WhatsApp,0.352,382726.0,5000,76.5452
C02076,0.1474,100426094.0,49,2123763.0,Mass,Field Agent,0.6243,896749.0,180000,4.9819
C02077,0.6174,11458493.0,132,1126746.0,Mass,WhatsApp,0.2478,123216.0,5000,24.6431
C02078,0.1992,27324361.0,66,840606.0,Affluent,WhatsApp,0.3007,164408.0,5000,32.8815
C02079,0.2268,65179580.0,95,3000391.0,Mass,Field Agent,0.6909,1319632.0,180000,7.3313
C02080,0.4178,11504768.0,34,239341.0,Mass,WhatsApp,0.2322,30076.0,5000,6.0152
C02081,0.259,24612236.0,3,100000.0,Mass,Call Center,0.3485,21624.0,25000,0.8649
C02082,0.4922,24067929.0,103,1639768.0,Mass,Call Center,0.4223,348934.0,25000,13.9574
C02083,0.1267,6736770.0,25,100000.0,Affluent,Field Agent,0.5731,39348.0,180000,0.2186
C02084,0.4827,29588170.0,165,3198300.0,Mass,SMS,0.2024,329319.0,3000,109.773
C02085,0.3437,25801187.0,173,2510497.0,Mass,Call Center,0.466,676348.0,25000,27.0539
C02086,0.0096,43552194.0,57,843332.0,Mass,SMS,0.2391,150270.0,3000,50.0901
C02087,0.3064,7629249.0,52,213266.0,Affluent,WhatsApp,0.2678,34081.0,5000,6.8163
C02088,0.1898,25250506.0,92,1068314.0,Affluent,WhatsApp,0.3286,229987.0,5000,45.9973
C02089,0.2734,99545008.0,37,1898996.0,Mass,Call Center,0.4007,466632.0,25000,18.6653
C02090,0.1192,199612035.0,156,12854918.0,Affluent,SMS,0.2533,2248078.0,3000,749.3593
C02091,0.459,89927617.0,19,1092396.0,Mass,Call Center,0.3298,187518.0,25000,7.5007
C02092,0.556,7704498.0,82,444755.0,Affluent,Call Center,0.3928,82457.0,25000,3.2983
C02093,0.1348,39249100.0,35,581384.0,Mass,WhatsApp,0.2769,109872.0,5000,21.9744
C02094,0.3612,15420985.0,150,1328046.0,Mass,WhatsApp,0.2962,224010.0,5000,44.8021
C02095,0.2544,33207522.0,26,434252.0,Mass,Call Center,0.3872,104714.0,25000,4.1886
C02096,0.1727,11549696.0,81,419530.0,Mass,Call Center,0.5007,139423.0,25000,5.5769
C02097,0.2731,4505966.0,151,350681.0,Mass,Field Agent,0.6721,144589.0,180000,0.8033
C02098,0.269,17714058.0,80,726466.0,Mass,Field Agent,0.6513,291254.0,180000,1.6181
C02099,0.2011,51494681.0,34,818291.0,Mass,Call Center,0.4131,219534.0,25000,8.7813
C02100,0.4771,33343924.0,29,629857.0,Mass,Call Center,0.34,109524.0,25000,4.381
C02101,0.2758,37405722.0,109,2108672.0,Mass,Field Agent,0.671,866135.0,180000,4.8119
C02102,0.3878,31038431.0,23,422517.0,Mass,Call Center,0.3518,82666.0,25000,3.3066
C02103,0.3037,37464855.0,64,1284771.0,Affluent,WhatsApp,0.2805,215538.0,5000,43.1076
C02104,0.1543,42452576.0,111,2055447.0,Mass,SMS,0.2484,343541.0,3000,114.5135
C02105,0.3487,18995353.0,69,741563.0,Mass,SMS,0.2057,87812.0,3000,29.2707
C02106,0.2447,27160573.0,149,2009080.0,Priority,Field Agent,0.6837,862121.0,180000,4.7896
C02107,0.5352,142898445.0,124,12228338.0,Mass,WhatsApp,0.2634,1553568.0,5000,310.7136
C02108,0.4062,28815310.0,25,435231.0,Mass,Call Center,0.3506,83447.0,25000,3.3379
C02109,0.6414,26087058.0,148,2937863.0,Mass,WhatsApp,0.2433,306828.0,5000,61.3656
C02110,0.5544,27709085.0,164,3194448.0,Priority,Call Center,0.404,610144.0,25000,24.4057
C02111,0.1709,20104975.0,37,332728.0,Mass,WhatsApp,0.2735,60475.0,5000,12.095
C02112,0.1429,16175858.0,65,450615.0,Mass,Call Center,0.4812,147153.0,25000,5.8861
C02113,0.0678,30801222.0,72,839431.0,Mass,WhatsApp,0.3306,198726.0,5000,39.7452
C02114,0.1519,15076853.0,77,504543.0,Affluent,Call Center,0.4997,169941.0,25000,6.7977
C02115,0.2961,21614425.0,84,963611.0,Mass,WhatsApp,0.3024,175385.0,5000,35.077
C02116,0.2754,11340281.0,162,949670.0,Priority,SMS,0.2314,134581.0,3000,44.8603
C02117,0.1057,27851522.0,118,1327133.0,Mass,Call Center,0.5359,495828.0,25000,19.8331
C02118,0.2846,44838662.0,162,3799446.0,Mass,SMS,0.2302,531419.0,3000,177.1396
C02119,0.3111,20225839.0,64,699912.0,Mass,Call Center,0.4343,180719.0,25000,7.2287
C02120,0.2634,3355153.0,95,162223.0,Affluent,SMS,0.2331,23382.0,3000,7.794
C02121,0.1428,45116470.0,20,386676.0,Mass,Field Agent,0.5559,145855.0,180000,0.8103
C02122,0.4824,28192604.0,50,923195.0,Mass,SMS,0.1755,82424.0,3000,27.4747
C02123,0.2487,9259447.0,106,489883.0,Affluent,WhatsApp,0.3175,97314.0,5000,19.4629
C02124,0.2231,54171019.0,31,809582.0,Mass,Field Agent,0.5562,287494.0,180000,1.5972
C02125,0.1235,6174640.0,173,444042.0,Mass,SMS,0.2527,77228.0,3000,25.7427
C02126,0.6708,71113944.0,49,2719719.0,Mass,WhatsApp,0.2052,231440.0,5000,46.288
C02127,0.3328,23606196.0,30,393181.0,Mass,SMS,0.1787,41011.0,3000,13.6704
C02128,0.1572,2585737.0,141,159745.0,Mass,Field Agent,0.7192,77131.0,180000,0.4285
C02129,0.273,29880480.0,17,261766.0,Mass,Field Agent,0.5086,81681.0,180000,0.4538
C02130,0.3323,16654550.0,59,545233.0,Mass,Call Center,0.4208,133955.0,25000,5.3582
C02131,0.2498,14325290.0,36,257771.0,Affluent,Field Agent,0.5589,90062.0,180000,0.5003
C02132,0.3576,11955006.0,126,861240.0,Mass,Call Center,0.4619,227203.0,25000,9.0881
C02133,0.1349,22013591.0,152,1416286.0,Mass,WhatsApp,0.339,327709.0,5000,65.5418
C02134,0.1863,15389526.0,36,253499.0,Mass,SMS,0.2,33302.0,3000,11.1008
C02135,0.3255,3904718.0,75,161165.0,Mass,SMS,0.2132,20179.0,3000,6.7264
C02136,0.5099,89205591.0,87,5225311.0,Mass,Call Center,0.4129,1068075.0,25000,42.723
C02137,0.1728,19580187.0,125,1097775.0,Affluent,Call Center,0.5162,376047.0,25000,15.0419
C02138,0.3142,12024435.0,64,417701.0,Priority,WhatsApp,0.2787,69018.0,5000,13.8037
C02139,0.3893,8088572.0,95,455569.0,Mass,SMS,0.2155,54521.0,3000,18.1736
C02140,0.2872,54033698.0,91,2580631.0,Mass,WhatsApp,0.3102,485428.0,5000,97.0855
C02141,0.1172,6823987.0,3,100000.0,Mass,SMS,0.1801,12449.0,3000,4.1496
C02142,0.7329,28584458.0,103,2419898.0,Mass,Call Center,0.3515,326284.0,25000,13.0514
C02143,0.1346,13946475.0,103,607699.0,Mass,SMS,0.2512,104203.0,3000,34.7343
C02144,0.2875,14782679.0,179,1389200.0,Affluent,SMS,0.2298,193496.0,3000,64.4988
C02145,0.1526,8292208.0,92,331915.0,Affluent,Call Center,0.5221,116752.0,25000,4.6701
C02146,0.2402,13444316.0,162,1074753.0,Mass,SMS,0.2364,160022.0,3000,53.3406
