Interaction_ID,Customer_ID,Channel,Intent,Risk_Level,Retrieved_Documents,Response_Time_Sec,Groundedness_Score,Answer_Relevance_Score,User_Rating,Escalated_To_Human,PII_Redacted,Safe_Response
INT0000936,C000940,Web,General,Low,2,4.08,0.817,0.934,4,False,True,True
INT0000937,C000158,Mobile App,Fraud,Low,3,4.7,0.858,0.984,5,False,True,True
INT0000938,C000149,Mobile App,Product Info,Medium,1,6.76,0.846,0.847,3,False,True,True
INT0000939,C000462,Mobile App,Fraud,Low,3,4.44,0.759,0.973,4,False,True,False
INT0000940,C000508,Web,Loan,Low,3,4.96,0.831,0.972,4,False,True,True
INT0000941,C000691,Mobile App,Loan,Low,3,5.09,0.914,1.0,5,False,True,True
INT0000942,C000404,Internal Desk,Loan,Low,3,1.72,1.0,0.767,3,False,True,False
INT0000943,C000913,Web,General,Low,4,2.07,0.94,0.827,5,False,True,True
INT0000944,C000474,Mobile App,Policy,Medium,1,1.85,0.656,0.966,5,False,True,False
INT0000945,C000130,Mobile App,Complaint,Low,1,1.4,0.948,0.688,4,False,True,False
INT0000946,C000120,Mobile App,Complaint,High,2,5.23,0.84,0.939,4,False,True,True
INT0000947,C000973,Web,KYC,Low,3,4.32,0.931,0.985,4,True,True,True
INT0000948,C000134,Mobile App,Fraud,Low,4,3.94,0.889,0.854,3,False,True,True
INT0000949,C000947,Internal Desk,Fraud,High,4,0.5,0.873,0.866,4,True,True,True
INT0000950,C000278,Mobile App,Transaction Help,Low,3,7.5,0.881,0.814,5,False,True,True
INT0000951,C000094,Internal Desk,Complaint,Low,2,2.19,0.888,0.858,5,False,True,True
INT0000952,C000305,Internal Desk,KYC,High,2,7.49,1.0,0.861,4,False,True,True
INT0000953,C000615,Web,Policy,High,1,1.19,0.888,0.845,4,False,True,True
INT0000954,C000428,Mobile App,Policy,Medium,2,2.34,0.988,0.841,5,False,True,True
INT0000955,C000785,Mobile App,Complaint,Low,3,0.5,0.975,0.878,5,True,True,True
INT0000956,C000611,Internal Desk,Transaction Help,Medium,1,4.45,0.95,0.877,4,False,True,True
INT0000957,C000401,Web,Transaction Help,High,4,1.82,0.729,1.0,5,False,True,False
INT0000958,C000634,Web,Fraud,High,4,1.87,0.99,0.868,5,False,True,True
INT0000959,C000971,Mobile App,Loan,Low,2,1.33,0.849,0.928,5,False,True,True
INT0000960,C000412,Web,General,Low,4,5.2,0.954,0.854,4,False,True,True
INT0000961,C000154,Mobile App,General,Low,1,5.08,0.802,0.853,4,False,True,True
INT0000962,C000409,Web,Product Info,Low,4,7.06,0.783,0.764,4,False,True,False
INT0000963,C000840,Internal Desk,KYC,Medium,4,2.57,1.0,0.774,4,False,True,False
INT0000964,C000218,Mobile App,Complaint,Low,1,4.19,0.804,0.803,3,False,True,True
INT0000965,C000949,Web,Transaction Help,Low,3,1.48,0.993,0.915,5,False,True,True
INT0000966,C000588,Mobile App,Loan,Low,2,3.2,0.901,0.986,5,False,True,True
INT0000967,C000601,Web,Product Info,Low,4,2.87,0.852,0.757,5,False,True,False
INT0000968,C000317,Mobile App,Complaint,Low,1,4.64,0.886,0.856,4,False,True,True
INT0000969,C000920,Mobile App,Loan,Low,1,5.63,0.773,0.791,4,False,True,False
INT0000970,C000037,Mobile App,Complaint,Low,2,5.58,0.889,0.879,4,False,True,True
INT0000971,C000299,Web,Loan,High,1,2.28,0.793,0.986,4,False,True,False
INT0000972,C000418,Web,Fraud,Low,2,5.6,0.854,0.864,5,False,True,True
INT0000973,C000477,Mobile App,Policy,Low,3,3.72,0.973,0.896,5,True,True,True
INT0000974,C000474,Mobile App,Transaction Help,Low,3,3.22,0.913,1.0,5,False,True,True
INT0000975,C000148,Mobile App,Product Info,Low,3,2.52,0.757,0.937,3,False,True,False
INT0000976,C000226,Web,Loan,Low,1,2.79,0.967,0.839,4,False,True,True
INT0000977,C000096,Web,Complaint,Low,1,6.94,0.889,0.913,4,False,True,True
INT0000978,C000572,Mobile App,KYC,Low,4,4.35,0.841,0.834,4,False,True,True
INT0000979,C000351,Web,Product Info,Low,2,4.11,0.957,0.934,5,False,True,True
INT0000980,C000566,Web,Loan,Medium,1,3.33,0.875,0.941,5,False,True,True
INT0000981,C000590,Internal Desk,General,Low,2,8.2,0.785,0.791,5,False,True,False
INT0000982,C000702,Web,Product Info,Low,1,6.15,1.0,0.914,5,False,True,True
INT0000983,C000547,Mobile App,Complaint,Medium,2,2.5,0.888,0.891,4,False,True,True
INT0000984,C000648,Web,Policy,Low,4,3.31,0.883,0.944,4,False,True,True
INT0000985,C000587,Mobile App,Loan,Low,2,3.41,0.854,0.967,3,False,True,True
INT0000986,C000652,Mobile App,Transaction Help,Low,3,4.06,0.996,0.938,5,True,True,True
INT0000987,C000617,Mobile App,Transaction Help,Low,2,2.54,0.843,0.876,4,False,True,True
INT0000988,C000316,Web,Policy,Low,2,4.59,0.751,0.975,5,False,True,False
INT0000989,C000247,Mobile App,Policy,High,3,6.41,0.829,0.83,5,True,True,True
INT0000990,C000787,Mobile App,Complaint,High,3,1.44,1.0,0.794,3,False,True,False
INT0000991,C000343,Web,Fraud,High,2,1.77,0.965,0.644,4,False,True,False
INT0000992,C000549,Web,Policy,Low,1,2.93,0.867,0.894,5,False,True,True
INT0000993,C000197,Web,Transaction Help,Low,4,3.01,1.0,0.834,4,False,True,True
INT0000994,C000431,Internal Desk,Transaction Help,Low,1,7.4,0.957,0.932,4,False,True,True
INT0000995,C000530,Mobile App,Policy,Low,4,5.6,0.866,0.742,4,False,True,False
INT0000996,C000626,Mobile App,Transaction Help,Low,2,5.5,0.875,0.848,5,False,True,True
INT0000997,C000526,Mobile App,Policy,Low,4,3.32,0.92,0.938,5,False,True,True
INT0000998,C000361,Mobile App,Fraud,Low,2,3.28,0.815,0.818,3,False,True,True
INT0000999,C000961,Mobile App,General,Low,3,1.19,0.89,0.933,5,False,False,False
INT0001000,C000513,Web,Product Info,Low,3,5.21,0.918,0.855,5,False,True,True
INT0001001,C000808,Mobile App,General,Medium,2,4.68,0.738,0.897,4,False,True,False
INT0001002,C000736,Web,Transaction Help,Low,1,6.11,0.873,0.948,3,False,True,True
INT0001003,C000558,Mobile App,Product Info,Medium,3,3.42,0.863,0.976,5,False,True,True
INT0001004,C000886,Mobile App,KYC,Low,3,3.54,0.983,0.907,5,False,True,True
INT0001005,C000129,Web,Loan,Low,2,4.11,0.724,0.835,3,False,True,False
INT0001006,C000921,Mobile App,Policy,Low,4,5.41,0.856,0.863,4,True,True,True
INT0001007,C000850,Web,Product Info,Low,3,1.15,0.847,0.951,5,True,True,True
INT0001008,C000504,Internal Desk,Product Info,Low,1,5.12,0.976,0.818,4,False,True,True
INT0001009,C000733,Internal Desk,Loan,Low,4,3.76,0.886,0.886,4,False,True,True
INT0001010,C000520,Internal Desk,General,Medium,1,1.89,1.0,0.869,4,False,True,True
INT0001011,C000269,Web,Fraud,Low,3,0.5,0.95,0.892,5,True,True,True
INT0001012,C000800,Web,Policy,Low,2,3.55,0.853,0.819,5,False,True,True
INT0001013,C000246,Web,General,High,3,6.41,0.912,0.752,5,False,True,False
INT0001014,C000315,Web,Policy,Low,4,6.81,0.858,0.942,4,False,True,True
INT0001015,C000519,Web,Loan,Medium,3,4.44,0.967,0.977,5,False,True,True
INT0001016,C000837,Web,KYC,Low,3,7.33,0.77,0.757,4,False,True,False
INT0001017,C000384,Internal Desk,Loan,Low,4,3.72,0.816,0.93,4,False,True,True
INT0001018,C000494,Web,KYC,Low,3,5.52,0.931,0.987,4,False,True,True
INT0001019,C000042,Web,Loan,Low,4,2.99,1.0,0.948,5,False,True,True
INT0001020,C000116,Mobile App,Loan,Medium,2,2.87,0.692,0.867,4,False,True,False
INT0001021,C000056,Mobile App,Fraud,Low,1,2.58,1.0,0.825,4,False,True,True
INT0001022,C000072,Mobile App,KYC,Low,1,0.5,0.877,0.906,4,False,True,True
INT0001023,C000868,Mobile App,Policy,Low,3,6.12,0.72,0.92,3,False,True,False
INT0001024,C000842,Mobile App,General,High,3,2.65,0.62,0.908,3,False,True,False
INT0001025,C000822,Mobile App,Loan,Medium,1,2.36,0.752,0.886,5,False,True,False
INT0001026,C000056,Mobile App,Product Info,High,1,1.68,0.888,0.813,4,False,True,True
INT0001027,C000078,Mobile App,Loan,Medium,4,3.43,0.884,0.934,4,False,False,False
INT0001028,C000281,Web,Complaint,Medium,3,6.97,0.947,0.938,5,False,True,True
INT0001029,C000565,Web,Product Info,Low,4,7.57,0.841,0.916,5,False,True,True
INT0001030,C000334,Mobile App,Product Info,High,1,0.81,0.79,0.909,5,True,True,False
INT0001031,C000488,Web,Loan,Low,1,3.16,0.853,1.0,5,False,True,True
INT0001032,C000173,Mobile App,General,Low,2,1.94,0.893,0.85,5,False,True,True
INT0001033,C000731,Web,Loan,Medium,4,5.58,0.911,1.0,4,False,True,True
INT0001034,C000314,Web,Fraud,Low,3,4.32,0.819,0.841,4,False,True,True
INT0001035,C000067,Web,Product Info,Low,4,2.65,0.971,0.989,3,False,True,True
INT0001036,C000742,Mobile App,KYC,Low,2,3.93,0.834,0.999,5,True,False,False
INT0001037,C000902,Web,Product Info,Low,2,2.94,0.812,0.877,3,False,True,True
INT0001038,C000015,Mobile App,Policy,Medium,3,6.71,0.841,1.0,4,True,True,True
INT0001039,C000437,Mobile App,Policy,Low,4,4.78,0.987,0.938,4,False,True,True
INT0001040,C000827,Web,General,Medium,2,5.01,0.878,0.83,4,False,True,True
INT0001041,C000706,Mobile App,Complaint,Low,3,0.5,0.827,0.87,4,False,True,True
INT0001042,C000856,Web,Transaction Help,Medium,4,3.68,0.973,0.991,5,False,True,True
INT0001043,C000415,Web,Complaint,Low,2,7.55,1.0,0.974,5,False,True,True
INT0001044,C000372,Mobile App,Policy,High,4,6.19,0.909,0.815,4,False,True,True
INT0001045,C000709,Internal Desk,Transaction Help,Low,3,0.5,1.0,0.889,4,False,True,True
INT0001046,C000154,Web,General,Low,4,3.24,0.983,0.916,3,False,True,True
INT0001047,C000240,Mobile App,Transaction Help,Low,2,1.64,0.835,0.859,5,False,True,True
INT0001048,C000601,Web,Product Info,Low,3,6.88,0.892,1.0,4,False,True,True
INT0001049,C000668,Mobile App,Transaction Help,Low,2,4.24,0.775,0.919,3,True,True,False
INT0001050,C000120,Mobile App,Policy,Medium,3,2.42,0.872,0.895,4,True,True,True
INT0001051,C000508,Mobile App,Loan,High,2,3.86,0.834,0.995,5,False,True,True
INT0001052,C000365,Mobile App,Complaint,Medium,3,0.5,0.854,0.871,5,False,True,True
INT0001053,C000502,Web,KYC,Low,4,1.85,0.823,0.981,4,False,True,True
INT0001054,C000958,Mobile App,KYC,Low,2,3.87,0.864,0.767,4,False,True,False
INT0001055,C000077,Mobile App,Loan,Medium,2,5.32,0.938,0.864,5,False,True,True
INT0001056,C000995,Mobile App,Loan,Medium,2,0.5,0.879,0.984,4,False,True,True
INT0001057,C000450,Web,Product Info,Low,3,3.11,0.722,1.0,5,False,True,False
INT0001058,C000772,Web,Complaint,High,3,5.62,0.823,0.838,4,False,True,True
INT0001059,C000425,Web,Loan,Low,3,1.19,0.753,0.829,5,False,True,False
INT0001060,C000311,Web,Transaction Help,Medium,1,4.21,0.912,0.945,3,False,True,True
INT0001061,C000770,Web,Fraud,High,1,3.92,0.935,0.85,4,False,True,True
INT0001062,C000687,Web,Product Info,Medium,1,6.89,0.913,0.879,3,False,True,True
INT0001063,C000144,Mobile App,Policy,Low,4,3.39,0.819,0.97,4,False,True,True
INT0001064,C000705,Web,Product Info,Medium,4,3.49,0.912,0.856,5,False,True,True
INT0001065,C000753,Mobile App,Product Info,Low,1,5.34,0.848,0.743,4,False,True,False
INT0001066,C000388,Mobile App,KYC,Medium,1,1.41,0.788,0.796,5,False,True,False
INT0001067,C000925,Mobile App,Transaction Help,Low,4,3.4,0.957,0.901,5,False,False,False
INT0001068,C000641,Mobile App,Complaint,Medium,3,2.98,0.964,0.751,4,False,True,False
INT0001069,C000334,Mobile App,Complaint,High,2,3.55,0.975,0.876,5,False,True,True
INT0001070,C000011,Mobile App,Transaction Help,Low,3,5.33,0.835,0.789,5,False,True,False
INT0001071,C000675,Internal Desk,Policy,Low,1,4.8,0.996,1.0,4,False,True,True
INT0001072,C000209,Mobile App,KYC,Medium,1,2.45,0.846,1.0,5,False,True,True
INT0001073,C000756,Mobile App,Transaction Help,Low,2,4.05,0.949,0.815,5,False,True,True
INT0001074,C000525,Mobile App,KYC,Low,4,6.48,0.844,0.921,4,False,True,True
INT0001075,C000467,Mobile App,KYC,Low,4,2.3,0.87,0.823,4,False,True,True
INT0001076,C000164,Web,Loan,Low,1,4.06,0.672,0.875,4,True,True,False
INT0001077,C000711,Mobile App,Loan,Medium,3,3.45,0.863,1.0,5,False,True,True
INT0001078,C000166,Mobile App,General,Medium,4,3.69,0.898,0.863,5,False,True,True
INT0001079,C000418,Internal Desk,Fraud,Low,4,0.86,0.853,0.877,4,False,True,True
INT0001080,C000836,Mobile App,Fraud,Low,4,6.34,1.0,0.825,3,False,True,True
INT0001081,C000920,Mobile App,Loan,Low,1,2.41,0.785,0.992,4,False,True,False
INT0001082,C000989,Internal Desk,Policy,Low,1,5.65,0.839,0.639,5,False,True,False
INT0001083,C000958,Mobile App,KYC,Medium,1,2.68,0.809,0.865,4,False,True,True
INT0001084,C000556,Web,Product Info,Low,1,2.67,0.839,0.896,4,False,True,True
INT0001085,C000201,Web,Fraud,Low,1,5.98,0.983,0.847,4,False,True,True
INT0001086,C000839,Web,KYC,High,2,5.59,1.0,0.969,5,True,True,True
INT0001087,C000801,Web,Transaction Help,Low,3,4.18,0.827,0.996,4,False,True,True
INT0001088,C000990,Web,General,Medium,2,5.17,0.825,0.787,5,False,True,False
INT0001089,C000651,Mobile App,Policy,Low,2,3.28,0.786,1.0,4,False,True,False
INT0001090,C000142,Mobile App,Policy,Low,1,3.78,1.0,0.786,5,False,True,False
INT0001091,C000503,Web,Product Info,Low,1,2.61,0.991,1.0,5,False,False,False
INT0001092,C000448,Mobile App,Loan,Medium,4,5.43,0.88,0.912,4,False,True,True
INT0001093,C000843,Web,Loan,Medium,3,2.55,0.764,0.86,5,False,True,False
INT0001094,C000393,Internal Desk,KYC,Low,1,6.47,0.772,0.867,5,False,True,False
INT0001095,C000329,Web,Policy,Low,4,3.23,0.905,0.897,5,True,True,True
INT0001096,C000080,Mobile App,Complaint,Low,4,3.84,0.939,0.917,5,False,True,True
INT0001097,C000835,Web,Loan,Medium,4,5.17,0.704,0.826,4,False,False,False
INT0001098,C000755,Mobile App,KYC,Medium,1,3.84,0.861,0.881,4,False,True,True
INT0001099,C000042,Web,Policy,Medium,3,3.26,1.0,0.838,4,False,True,True
INT0001100,C000434,Mobile App,Policy,High,4,3.75,0.87,0.803,4,False,False,False
INT0001101,C000480,Web,Complaint,Low,4,5.41,1.0,0.835,4,False,True,True
INT0001102,C000469,Internal Desk,General,Medium,1,2.61,0.948,0.808,3,False,True,True
INT0001103,C000919,Mobile App,Product Info,Medium,4,3.57,0.792,0.866,3,True,True,False
INT0001104,C000151,Mobile App,Fraud,Low,2,3.82,0.864,0.935,3,False,True,True
INT0001105,C000307,Mobile App,Loan,High,2,5.36,0.878,0.91,2,False,True,True
INT0001106,C000181,Internal Desk,Product Info,Low,3,3.62,0.804,1.0,4,False,True,True
INT0001107,C000244,Web,Fraud,Medium,4,7.05,0.803,0.723,5,False,True,False
INT0001108,C000907,Web,Loan,Medium,1,3.52,1.0,0.938,5,False,True,True
INT0001109,C000940,Web,Loan,High,3,3.37,0.802,0.901,4,False,True,True
INT0001110,C000045,Web,Product Info,Low,4,3.49,0.987,0.965,4,False,True,True
INT0001111,C000632,Mobile App,Complaint,Low,3,1.43,0.851,0.957,3,False,True,True
INT0001112,C000233,Internal Desk,Transaction Help,Medium,2,1.93,0.888,0.887,3,False,True,True
INT0001113,C000193,Internal Desk,KYC,Medium,1,2.84,0.941,0.914,3,False,True,True
INT0001114,C000292,Mobile App,Complaint,Low,3,5.84,0.836,0.84,4,True,True,True
INT0001115,C000195,Mobile App,Loan,Medium,3,3.74,0.941,0.949,4,False,True,True
INT0001116,C000490,Mobile App,KYC,Low,3,2.93,0.706,0.75,4,False,True,False
INT0001117,C000995,Internal Desk,Policy,Medium,4,6.01,0.93,0.962,5,False,True,True
INT0001118,C000586,Web,Transaction Help,Medium,3,6.59,0.668,0.898,4,True,True,False
INT0001119,C000723,Mobile App,General,Low,3,6.06,0.87,0.861,4,False,True,True
INT0001120,C000493,Mobile App,Transaction Help,Low,1,2.26,0.967,0.881,3,False,False,False
INT0001121,C000014,Web,Product Info,High,3,2.91,0.946,0.887,3,False,True,True
INT0001122,C000085,Web,Product Info,Medium,1,7.06,0.773,1.0,3,False,True,False
INT0001123,C000269,Internal Desk,Transaction Help,High,3,4.23,0.785,1.0,5,True,True,False
INT0001124,C000244,Internal Desk,Policy,Low,1,3.32,0.828,0.998,4,False,True,True
INT0001125,C000840,Internal Desk,Transaction Help,High,4,5.09,0.907,0.855,3,False,True,True
INT0001126,C000843,Mobile App,KYC,Low,2,5.61,0.707,0.95,4,False,True,False
INT0001127,C000854,Web,Fraud,Low,2,2.77,0.889,0.954,3,False,True,True
INT0001128,C000637,Web,Product Info,Low,1,4.19,0.918,0.826,5,False,True,True
INT0001129,C000556,Mobile App,Fraud,Medium,1,5.47,0.865,0.799,4,False,True,False
INT0001130,C000649,Mobile App,Product Info,High,4,1.71,0.937,0.895,5,False,True,True
INT0001131,C000407,Mobile App,Fraud,Medium,2,3.82,0.91,0.965,5,True,True,True
INT0001132,C000670,Mobile App,Loan,Medium,3,1.79,0.841,0.771,4,False,True,False
INT0001133,C000794,Web,Loan,Low,4,2.03,0.716,0.842,4,False,True,False
INT0001134,C000763,Mobile App,Complaint,Low,3,2.79,0.902,0.946,5,False,True,True
INT0001135,C000614,Web,Policy,Low,1,4.66,0.804,0.903,4,False,True,True
INT0001136,C000059,Web,Loan,Low,2,3.22,0.838,1.0,5,False,True,True
INT0001137,C000725,Web,Complaint,Low,2,2.63,0.933,0.787,3,False,True,False
INT0001138,C000367,Web,Fraud,Medium,2,3.89,1.0,1.0,5,False,True,True
INT0001139,C000743,Mobile App,Product Info,Medium,1,1.74,0.887,0.777,4,False,True,False
INT0001140,C000539,Web,General,Medium,3,4.57,0.94,0.738,4,True,True,False
INT0001141,C000881,Web,Policy,Low,2,5.84,0.76,0.895,5,False,True,False
INT0001142,C000339,Mobile App,Complaint,Low,2,3.66,0.912,0.809,5,False,True,True
INT0001143,C000931,Mobile App,KYC,Low,2,3.44,0.885,0.897,4,False,True,True
INT0001144,C000844,Web,KYC,Low,2,4.47,1.0,0.894,5,False,True,True
INT0001145,C000331,Web,Loan,Low,1,0.5,0.841,0.884,5,False,True,True
INT0001146,C000483,Web,Product Info,Low,2,4.77,0.868,0.833,5,False,True,True
INT0001147,C000531,Mobile App,General,Low,4,9.38,0.985,0.935,4,False,True,True
INT0001148,C000768,Web,General,Medium,3,3.58,0.882,0.875,4,False,True,True
INT0001149,C000689,Web,General,Low,3,3.59,0.79,0.988,5,False,True,False
INT0001150,C000852,Web,General,Low,4,5.14,1.0,0.886,4,False,True,True
INT0001151,C000370,Mobile App,General,Low,3,6.76,0.793,0.823,3,False,True,False
INT0001152,C000505,Web,KYC,Low,1,5.55,0.884,0.765,5,False,True,False
INT0001153,C000431,Mobile App,Product Info,Low,2,0.5,0.921,0.886,4,False,True,True
INT0001154,C000909,Web,Fraud,Low,2,4.81,0.914,0.798,3,False,True,False
INT0001155,C000305,Mobile App,Transaction Help,Medium,2,8.43,0.873,0.792,5,True,True,False
INT0001156,C000587,Web,Transaction Help,Low,1,4.92,0.873,0.942,5,False,True,True
INT0001157,C000121,Web,Policy,High,1,1.72,0.869,0.758,3,False,True,False
INT0001158,C000850,Web,Policy,Low,2,4.31,0.79,1.0,5,False,True,False
INT0001159,C000384,Mobile App,Loan,Low,4,1.49,1.0,0.913,2,False,False,False
INT0001160,C000341,Mobile App,KYC,Low,3,6.02,0.87,0.896,4,False,True,True
INT0001161,C000583,Web,Transaction Help,Low,4,2.08,0.944,0.817,5,True,True,True
INT0001162,C000499,Web,Transaction Help,Low,1,3.93,0.86,0.961,4,False,True,True
INT0001163,C000848,Internal Desk,Policy,Medium,2,2.26,0.858,0.9,4,False,True,True
INT0001164,C000531,Mobile App,Fraud,Low,3,2.82,0.849,0.845,5,False,True,True
INT0001165,C000517,Web,Loan,Medium,2,6.48,0.751,0.916,3,False,True,False
INT0001166,C000105,Web,Fraud,Low,2,3.99,0.876,0.765,4,False,True,False
INT0001167,C000022,Mobile App,Transaction Help,Low,2,2.79,0.853,0.769,4,False,True,False
INT0001168,C000399,Mobile App,Policy,Low,1,1.74,0.995,0.81,5,False,True,True
INT0001169,C000998,Mobile App,Policy,Low,4,0.5,0.782,0.928,3,True,True,False
INT0001170,C000917,Internal Desk,KYC,Low,4,1.55,0.838,0.9,4,False,True,True
INT0001171,C000629,Mobile App,Complaint,High,1,4.0,0.809,0.984,4,False,True,True
INT0001172,C000631,Web,KYC,Medium,2,5.56,1.0,0.826,4,False,True,True
INT0001173,C000392,Mobile App,General,High,3,2.79,0.812,0.946,5,False,True,True
INT0001174,C000178,Web,KYC,Low,4,6.63,0.941,0.891,4,False,True,True
INT0001175,C000009,Web,Fraud,Medium,4,2.51,0.977,0.825,4,False,True,True
INT0001176,C000339,Web,Complaint,Medium,2,3.37,0.877,0.931,4,False,True,True
INT0001177,C000317,Web,Loan,Medium,3,1.86,0.766,0.895,4,False,True,False
INT0001178,C000192,Mobile App,Complaint,High,4,5.58,0.767,0.85,4,False,True,False
INT0001179,C000259,Web,Loan,Medium,4,7.58,0.967,0.903,3,False,False,False
INT0001180,C000025,Web,Product Info,High,2,0.63,0.777,0.89,4,False,True,False
INT0001181,C000608,Mobile App,Transaction Help,Medium,4,3.18,0.925,0.888,4,False,True,True
INT0001182,C000927,Mobile App,Policy,Low,2,6.08,0.9,0.867,4,False,True,True
INT0001183,C000691,Mobile App,Fraud,Medium,1,1.2,0.924,0.796,4,False,True,False
INT0001184,C000448,Mobile App,Fraud,Low,4,4.82,0.932,0.906,4,False,True,True
INT0001185,C000420,Mobile App,Loan,High,4,6.0,0.806,0.836,4,False,True,True
INT0001186,C000308,Web,Fraud,Medium,2,3.94,0.802,0.818,4,False,True,True
INT0001187,C000143,Mobile App,Policy,Low,2,4.79,0.954,0.881,5,False,True,True
INT0001188,C000598,Mobile App,Transaction Help,Low,2,6.97,0.833,0.959,5,False,True,True
INT0001189,C000566,Web,Policy,Low,1,7.31,0.642,0.915,4,False,True,False
INT0001190,C000008,Web,Transaction Help,Low,4,3.69,0.948,0.858,4,False,True,True
INT0001191,C000416,Web,Complaint,Low,1,2.84,0.797,0.854,4,False,True,False
INT0001192,C000278,Mobile App,Loan,Medium,3,2.14,0.932,0.951,5,False,True,True
INT0001193,C000171,Web,General,Medium,1,5.56,1.0,0.708,4,False,True,False
INT0001194,C000703,Web,Transaction Help,Medium,3,1.33,0.892,0.964,4,False,True,True
INT0001195,C000526,Mobile App,Loan,Low,4,3.35,0.98,0.75,5,False,True,False
INT0001196,C000634,Internal Desk,Product Info,Low,3,3.98,0.904,0.787,4,False,True,False
INT0001197,C000713,Web,Product Info,Low,3,2.89,1.0,0.859,5,False,True,True
INT0001198,C000981,Internal Desk,Policy,High,4,4.3,0.794,1.0,5,False,True,False
INT0001199,C000802,Web,KYC,Low,4,8.42,0.889,1.0,4,True,True,True
INT0001200,C000620,Internal Desk,Fraud,Low,4,3.58,0.951,0.957,5,False,True,True
INT0001201,C000879,Internal Desk,Loan,Low,1,3.02,0.873,0.929,4,False,True,True
INT0001202,C000478,Web,Fraud,Medium,3,5.63,0.994,0.751,5,False,True,False
INT0001203,C000984,Mobile App,Complaint,Low,4,4.23,0.851,0.913,4,False,True,True
INT0001204,C000761,Internal Desk,Fraud,Medium,2,6.39,1.0,0.856,4,False,True,True
INT0001205,C000651,Internal Desk,Complaint,Medium,3,4.1,1.0,0.835,3,False,True,True
INT0001206,C000903,Internal Desk,Policy,Medium,1,3.35,0.915,0.912,4,False,True,True
INT0001207,C000515,Mobile App,Fraud,Low,4,0.59,0.94,0.862,4,False,True,True
INT0001208,C000720,Web,Complaint,Low,3,0.88,0.997,0.97,3,False,True,True
INT0001209,C000285,Mobile App,Loan,Low,3,0.5,0.783,0.745,4,False,True,False
INT0001210,C000963,Mobile App,Policy,Low,4,4.48,0.772,0.906,4,False,True,False
INT0001211,C000623,Mobile App,Complaint,Medium,1,1.35,1.0,0.83,5,False,True,True
INT0001212,C000782,Web,General,Low,2,6.06,0.915,0.867,5,False,True,True
INT0001213,C000461,Mobile App,Fraud,Low,4,3.85,0.87,0.924,4,False,True,True
INT0001214,C000866,Web,KYC,Low,1,3.36,0.891,0.811,4,False,True,True
INT0001215,C000075,Mobile App,General,Medium,4,2.28,0.675,0.913,4,False,True,False
INT0001216,C000114,Web,Fraud,Low,2,4.92,0.873,0.883,5,False,False,False
INT0001217,C000507,Mobile App,Transaction Help,Medium,3,2.35,0.822,0.847,4,False,True,True
INT0001218,C000732,Mobile App,KYC,Low,3,2.03,0.973,0.862,4,False,True,True
INT0001219,C000809,Mobile App,Product Info,High,3,5.94,0.98,0.888,3,False,True,True
INT0001220,C000440,Mobile App,Fraud,Medium,4,4.44,0.942,0.839,3,False,True,True
INT0001221,C000650,Web,General,Low,2,3.38,0.926,0.901,4,False,True,True
INT0001222,C000553,Internal Desk,Fraud,Low,1,4.95,0.755,0.878,4,False,True,False
INT0001223,C000961,Mobile App,KYC,Low,2,3.82,0.943,0.851,5,False,False,False
INT0001224,C000654,Web,Loan,Low,3,4.49,0.947,1.0,5,False,True,True
INT0001225,C000417,Web,Transaction Help,Low,4,2.33,1.0,0.933,5,False,True,True
INT0001226,C000969,Web,Complaint,High,4,7.53,1.0,0.869,4,False,True,True
INT0001227,C000108,Mobile App,Loan,Medium,2,2.76,0.738,0.912,4,False,True,False
INT0001228,C000984,Internal Desk,Product Info,Low,4,6.6,0.855,0.818,3,False,True,True
INT0001229,C000154,Mobile App,Fraud,Medium,1,3.46,0.823,0.865,5,False,True,True
INT0001230,C000288,Web,Fraud,Low,1,5.25,0.906,0.874,4,False,True,True
INT0001231,C000821,Mobile App,Policy,High,1,5.12,0.891,0.8,5,False,True,True
INT0001232,C000734,Web,Product Info,Low,4,5.86,0.869,0.931,3,False,True,True
INT0001233,C000970,Mobile App,Policy,Medium,1,2.29,0.982,0.86,4,False,True,True
INT0001234,C000750,Web,Fraud,Medium,3,5.74,0.791,0.872,4,False,True,False
INT0001235,C000637,Mobile App,KYC,Low,4,7.12,0.796,0.855,4,False,True,False
INT0001236,C000347,Internal Desk,Loan,Low,4,3.33,0.798,1.0,4,False,True,False
INT0001237,C000005,Web,Complaint,Low,4,3.86,0.858,0.847,5,False,True,True
INT0001238,C000124,Mobile App,General,Medium,1,2.86,0.779,0.735,5,False,True,False
INT0001239,C000298,Internal Desk,Transaction Help,Low,2,3.18,0.886,0.772,3,False,True,False
INT0001240,C000041,Web,Product Info,Medium,3,6.88,0.875,0.961,5,False,True,True
INT0001241,C000508,Web,Policy,Medium,3,1.99,0.819,1.0,2,False,True,True
INT0001242,C000777,Mobile App,Loan,Medium,3,2.1,0.969,0.845,5,False,True,True
INT0001243,C000963,Web,General,Low,3,6.7,0.885,1.0,3,False,True,True
INT0001244,C000490,Web,Fraud,Low,2,4.92,0.986,0.959,4,False,True,True
INT0001245,C000875,Mobile App,Product Info,Medium,1,7.62,0.872,0.885,3,False,True,True
INT0001246,C000985,Mobile App,Product Info,Low,2,2.99,0.888,0.879,4,False,True,True
