Customer_ID,Age,Tenure_Months,Monthly_Income,Product_Count,Monthly_Transactions,Digital_Engagement,Complaint_Count,Credit_Utilization,Late_Payment_Count,Segment,Observation_Months,Churn_Event,Churn_Label
C02413,62,62,31443739,4,17,42,1,0.7986856015678119,1,Mass,14.6,0,Active/Censored
C02414,48,108,29173749,4,24,44,0,0.26686526310224346,0,Mass,31.7,0,Active/Censored
C02415,37,39,12593692,3,22,52,0,0.4182936803242458,0,Affluent,21.2,0,Active/Censored
C02416,42,30,16840940,2,13,48,3,0.6769672713512473,0,Mass,51.7,0,Active/Censored
C02417,48,44,6376537,4,19,97,1,0.33445846064706,1,Priority,16.7,0,Active/Censored
C02418,32,23,20176741,4,14,89,0,0.5418532567837822,2,Mass,60.0,0,Active/Censored
C02419,33,68,13381612,3,17,91,2,0.2638824069393917,3,Affluent,60.0,0,Active/Censored
C02420,39,78,8085457,3,17,65,3,0.6466557749779644,2,Affluent,60.0,0,Active/Censored
C02421,32,97,24156846,1,19,27,2,0.3579205831451774,1,Mass,60.0,0,Active/Censored
C02422,55,117,24431810,2,17,23,1,0.09966023450337051,2,Affluent,6.8,0,Active/Censored
C02423,25,11,7094006,1,19,34,4,0.9209966561117727,0,Mass,23.5,1,Churned
C02424,58,32,10678870,3,20,69,0,0.8095132119935666,1,Mass,60.0,0,Active/Censored
C02425,36,38,6973615,4,12,43,0,0.3233450953479347,2,Affluent,13.1,0,Active/Censored
C02426,46,32,28443483,1,17,69,3,0.16666232017103896,3,Priority,10.1,0,Active/Censored
C02427,28,100,16169122,4,13,90,3,0.7117035559387827,0,Mass,26.4,0,Active/Censored
C02428,38,19,6562077,1,15,40,0,0.24860550359963723,0,Affluent,30.2,0,Active/Censored
C02429,54,6,10895369,1,21,94,3,0.5949086663591843,1,Mass,60.0,0,Active/Censored
C02430,33,104,39132205,4,16,56,0,0.751171215508678,0,Mass,9.4,0,Active/Censored
C02431,26,116,13207135,1,21,83,1,0.2951814770449255,0,Mass,55.2,0,Active/Censored
C02432,44,29,28642971,3,22,15,0,0.3061729716125802,1,Affluent,60.0,1,Churned
C02433,28,42,20863753,4,20,35,2,0.10545139819870007,1,Affluent,60.0,0,Active/Censored
C02434,35,62,10542264,2,24,94,1,0.3378633417795086,1,Mass,60.0,0,Active/Censored
C02435,41,65,15065891,1,13,90,1,0.5877059616183451,2,Priority,29.8,0,Active/Censored
C02436,46,119,4507407,2,18,61,5,0.19021714346609891,0,Affluent,60.0,0,Active/Censored
C02437,49,50,30891562,1,21,12,2,0.9077745148674453,0,Mass,58.8,0,Active/Censored
C02438,51,4,16040664,3,22,15,0,0.7001741600184693,0,Mass,15.9,1,Churned
C02439,58,52,21972760,4,13,48,2,0.23351079854258272,1,Mass,49.3,0,Active/Censored
C02440,23,68,9501277,4,9,91,1,0.5275550052108454,1,Mass,15.3,0,Active/Censored
C02441,37,63,33671632,4,22,44,2,0.4022967956743222,3,Mass,41.6,0,Active/Censored
C02442,21,63,11862807,4,18,90,5,0.3941178413798089,2,Mass,5.2,0,Active/Censored
C02443,21,111,24386207,4,24,58,1,0.5539893797175955,2,Mass,51.0,0,Active/Censored
C02444,30,98,35419009,4,18,22,1,0.14733559308945532,0,Mass,60.0,0,Active/Censored
C02445,47,32,29675075,3,12,61,2,0.2437822632662629,0,Affluent,28.7,0,Active/Censored
C02446,61,44,25715367,4,21,43,1,0.18471227419980368,1,Affluent,37.8,0,Active/Censored
C02447,55,81,35969398,2,35,30,2,0.2065812749213109,1,Priority,10.2,0,Active/Censored
C02448,50,51,10352475,2,20,71,1,0.6396957032409827,1,Affluent,46.1,0,Active/Censored
C02449,56,53,38687897,4,21,28,1,0.9465483989821325,1,Mass,16.6,0,Active/Censored
C02450,28,22,24039738,2,11,92,3,0.6359955037626621,1,Mass,37.3,1,Churned
C02451,58,33,18754843,2,19,83,0,0.9362511698507568,0,Mass,17.9,0,Active/Censored
C02452,61,90,13208103,1,23,81,1,0.5693066200308151,1,Priority,60.0,0,Active/Censored
C02453,25,102,30817316,2,16,16,0,0.30497775763109625,0,Mass,13.7,0,Active/Censored
C02454,42,95,39143231,3,24,97,3,0.8350743473933918,3,Mass,2.1,0,Active/Censored
C02455,58,39,28844061,4,16,54,2,0.11047198566269523,1,Affluent,60.0,0,Active/Censored
C02456,42,19,5179260,1,20,76,0,0.14218514457256293,0,Mass,9.8,0,Active/Censored
C02457,58,21,20887141,3,17,27,0,0.902861967989165,0,Priority,46.6,0,Active/Censored
C02458,63,49,30363463,4,13,79,1,0.6351666794183817,0,Mass,22.6,0,Active/Censored
C02459,42,64,18307697,4,12,39,1,0.8860658215108421,2,Mass,38.6,0,Active/Censored
C02460,23,108,31827892,4,12,74,0,0.1695978681000101,0,Priority,44.1,0,Active/Censored
C02461,36,109,29462449,1,16,35,4,0.7414348582018938,0,Mass,28.6,0,Active/Censored
C02462,30,3,6417859,2,13,94,1,0.2613294055280048,1,Mass,52.8,0,Active/Censored
C02463,42,86,24086827,4,15,74,3,0.3590187658703193,0,Affluent,34.0,0,Active/Censored
C02464,47,38,10187297,4,21,51,2,0.8590922387911731,3,Affluent,24.8,0,Active/Censored
C02465,41,26,21514674,3,25,51,0,0.4201298143489139,2,Mass,11.3,0,Active/Censored
C02466,29,68,17835039,4,20,10,1,0.6534829372520796,0,Mass,60.0,0,Active/Censored
C02467,34,7,33048385,3,16,37,1,0.8485484488176612,0,Mass,12.2,1,Churned
C02468,51,42,35253573,1,13,81,1,0.833786535534632,0,Mass,9.8,0,Active/Censored
C02469,22,68,20612879,4,23,85,1,0.05801652844098453,3,Mass,46.8,0,Active/Censored
C02470,30,35,23331997,1,10,100,0,0.1923937481081192,0,Mass,60.0,0,Active/Censored
C02471,61,73,26539246,2,20,17,2,0.8767594752220987,1,Affluent,32.8,0,Active/Censored
C02472,25,57,27591046,1,18,32,0,0.5561742814900349,1,Mass,51.2,0,Active/Censored
C02473,39,97,26873267,3,21,79,1,0.48217998999168515,0,Mass,31.7,0,Active/Censored
C02474,30,24,32188462,1,14,42,3,0.10873207244331251,1,Mass,59.1,0,Active/Censored
C02475,25,9,39351224,3,18,32,1,0.07254701684370615,1,Mass,23.5,0,Active/Censored
C02476,40,65,33812420,4,19,35,1,0.9080732633159311,1,Mass,21.6,0,Active/Censored
C02477,44,33,8849686,4,26,93,1,0.47646597425444764,1,Priority,60.0,0,Active/Censored
C02478,28,86,21146243,2,22,88,2,0.7577755839541453,0,Mass,59.6,0,Active/Censored
C02479,24,14,20606518,4,14,10,5,0.24800125401452727,0,Affluent,19.7,0,Active/Censored
C02480,27,70,22316552,2,19,86,2,0.2633647572429849,0,Affluent,53.4,0,Active/Censored
C02481,50,119,23024653,3,21,60,2,0.5542297883547858,0,Affluent,60.0,0,Active/Censored
C02482,59,13,29848210,3,17,86,2,0.8384232524435745,1,Affluent,56.5,0,Active/Censored
C02483,29,38,19156556,1,12,66,0,0.309721942044136,0,Affluent,60.0,0,Active/Censored
C02484,35,102,13480324,1,22,72,1,0.34591998538023916,2,Mass,39.1,0,Active/Censored
C02485,36,65,20473221,1,18,62,0,0.5455654755977041,1,Mass,1.9,0,Active/Censored
C02486,37,23,34761630,4,14,76,1,0.0860050145909562,0,Affluent,60.0,0,Active/Censored
C02487,31,28,15211556,4,12,84,1,0.3908859334207446,2,Mass,20.0,0,Active/Censored
C02488,23,93,4748325,2,13,56,0,0.5506546006775265,2,Mass,33.0,0,Active/Censored
C02489,44,104,39146411,4,13,20,1,0.05434412203070902,1,Affluent,60.0,0,Active/Censored
C02490,37,45,11047777,1,13,18,0,0.6242031654493642,1,Mass,6.7,0,Active/Censored
C02491,36,58,25702401,4,17,47,1,0.09586488033926888,1,Mass,13.3,0,Active/Censored
C02492,32,95,32807197,1,20,53,0,0.697963027758548,0,Affluent,3.5,0,Active/Censored
C02493,62,23,13880767,1,20,88,1,0.7715106148282941,1,Mass,47.5,1,Churned
C02494,48,27,16249295,4,15,13,2,0.8049152820265885,0,Affluent,50.0,0,Active/Censored
C02495,39,94,14097787,2,14,90,2,0.656049296142091,0,Affluent,22.3,0,Active/Censored
C02496,30,25,9393981,2,16,15,2,0.5554135441201703,2,Mass,45.8,0,Active/Censored
C02497,57,93,9506075,4,21,55,1,0.3268053447900726,2,Mass,14.1,0,Active/Censored
C02498,60,61,10723171,2,20,48,2,0.43215234670997665,1,Priority,60.0,0,Active/Censored
C02499,22,119,20489797,4,7,60,1,0.1283504513271792,3,Mass,9.1,0,Active/Censored
C02500,62,6,23107230,1,13,13,0,0.6863914016575412,0,Priority,18.2,0,Active/Censored
C02501,52,114,4575543,1,17,79,3,0.07221593123103094,2,Mass,23.0,0,Active/Censored
C02502,25,29,34462535,2,17,22,0,0.42209337608367226,1,Mass,55.4,0,Active/Censored
C02503,54,7,28332812,3,16,80,1,0.5055896315060557,0,Affluent,55.9,0,Active/Censored
C02504,25,88,6543425,1,23,61,3,0.6350805662031197,0,Mass,24.0,0,Active/Censored
C02505,23,65,34337828,1,16,90,1,0.35887900226582903,0,Mass,56.0,0,Active/Censored
C02506,26,101,5097312,3,18,99,2,0.44850904960022736,0,Affluent,1.5,0,Active/Censored
C02507,41,15,24178982,2,18,86,0,0.5786384107472606,1,Mass,29.4,0,Active/Censored
C02508,48,12,20746052,2,16,51,0,0.8808573117513225,1,Mass,60.0,1,Churned
C02509,39,69,22077023,1,18,47,3,0.6547749180537483,1,Affluent,27.1,0,Active/Censored
C02510,26,107,38422746,1,23,70,1,0.278990962313279,0,Mass,3.5,0,Active/Censored
C02511,29,50,37374247,1,17,69,1,0.8125372585394091,1,Affluent,60.0,0,Active/Censored
C02512,59,97,14044352,3,16,81,1,0.09955802462214584,1,Mass,60.0,0,Active/Censored
C02513,64,109,24867877,1,13,53,0,0.2950691557862025,1,Affluent,12.4,0,Active/Censored
C02514,54,105,38530139,1,13,52,0,0.14733660561688672,0,Mass,60.0,0,Active/Censored
C02515,25,63,30238840,4,19,20,3,0.4523347763872329,1,Priority,60.0,0,Active/Censored
C02516,57,85,35956522,2,20,25,2,0.6232344716781774,1,Mass,30.3,0,Active/Censored
C02517,52,65,19653608,3,15,84,3,0.5278957891455832,1,Priority,42.0,0,Active/Censored
C02518,44,82,14192862,2,18,100,0,0.7801359819241946,2,Affluent,1.0,0,Active/Censored
C02519,27,69,22383654,4,18,64,2,0.560739347903366,0,Affluent,60.0,0,Active/Censored
C02520,65,64,33410130,4,19,41,1,0.2594002516312967,3,Mass,60.0,0,Active/Censored
C02521,40,54,37437301,2,27,15,1,0.5327796750515844,1,Mass,40.0,0,Active/Censored
C02522,22,80,28691222,3,17,13,0,0.7119405693794271,5,Mass,7.8,0,Active/Censored
C02523,30,91,29434914,2,18,71,1,0.5026580278329555,1,Affluent,60.0,0,Active/Censored
C02524,39,111,22425605,4,19,68,1,0.4477725935450507,0,Mass,11.8,0,Active/Censored
C02525,23,75,15505784,2,17,35,0,0.5261876180599327,0,Mass,16.9,0,Active/Censored
C02526,35,14,19224981,4,18,27,4,0.5432523551235816,0,Mass,5.3,0,Active/Censored
C02527,42,72,21917462,3,14,16,1,0.329501417773669,0,Mass,20.6,0,Active/Censored
C02528,63,40,33358099,3,14,72,0,0.818803715952492,1,Mass,7.4,0,Active/Censored
C02529,24,6,23992590,2,14,65,1,0.23691471329921837,0,Mass,42.8,0,Active/Censored
C02530,46,11,32550859,4,15,40,3,0.07954890953745788,0,Mass,60.0,0,Active/Censored
C02531,62,72,4985006,3,17,76,1,0.7173429942717193,1,Mass,60.0,0,Active/Censored
C02532,57,114,31249708,4,16,86,2,0.8080823938990441,2,Mass,52.1,0,Active/Censored
C02533,62,62,22254419,4,16,57,1,0.6284626456729624,0,Mass,22.2,0,Active/Censored
C02534,28,55,39937214,1,19,33,2,0.4720506286213102,1,Priority,27.2,0,Active/Censored
C02535,57,13,20981973,4,21,10,3,0.9276849016193616,0,Mass,25.3,0,Active/Censored
C02536,65,82,21226448,4,18,82,0,0.38368421333932995,1,Affluent,35.2,0,Active/Censored
C02537,35,9,8588996,1,9,62,3,0.41530806796507863,1,Mass,60.0,0,Active/Censored
C02538,43,102,33049227,4,16,41,2,0.582001472535197,1,Affluent,24.8,0,Active/Censored
C02539,44,99,29254949,3,16,10,4,0.4373841950625618,2,Mass,60.0,0,Active/Censored
C02540,43,119,35049221,2,19,84,2,0.5497685390195338,0,Affluent,44.6,0,Active/Censored
C02541,34,36,7338966,1,22,94,3,0.9199073412800354,1,Affluent,60.0,0,Active/Censored
C02542,64,22,11617692,2,17,53,2,0.2637488230259305,0,Affluent,58.0,0,Active/Censored
C02543,64,38,35571145,1,21,34,0,0.18370663321499558,2,Mass,60.0,0,Active/Censored
C02544,38,97,5514391,3,14,66,3,0.43119611005518643,1,Affluent,38.0,0,Active/Censored
C02545,57,28,22295365,3,19,89,0,0.5035987068833121,1,Mass,56.9,0,Active/Censored
C02546,38,107,18570942,3,27,63,1,0.6918769259374005,0,Mass,60.0,0,Active/Censored
C02547,56,21,37819308,3,13,11,0,0.9096558625677871,0,Affluent,8.5,0,Active/Censored
C02548,47,8,34842520,2,15,27,2,0.6698033033626103,1,Affluent,39.7,1,Churned
C02549,42,28,36281685,3,17,18,2,0.9384576400528876,1,Affluent,55.1,0,Active/Censored
C02550,26,91,14407718,4,23,47,1,0.2717048240092635,1,Affluent,60.0,0,Active/Censored
C02551,50,74,25150279,1,18,51,2,0.23800107981259855,2,Affluent,39.8,0,Active/Censored
C02552,35,44,29200365,2,17,58,2,0.325881275808897,0,Mass,60.0,0,Active/Censored
C02553,30,80,38828871,4,20,79,1,0.7584115303467278,1,Mass,6.1,0,Active/Censored
C02554,29,79,4264532,4,14,20,2,0.21786325023557285,2,Mass,60.0,0,Active/Censored
C02555,65,68,39172968,4,13,95,0,0.22657104470159029,0,Mass,60.0,0,Active/Censored
C02556,25,63,16793119,1,19,33,0,0.4205621845530145,0,Affluent,59.6,0,Active/Censored
C02557,56,14,8617868,2,17,57,1,0.33578985865669286,1,Mass,60.0,1,Churned
C02558,59,33,26158601,1,23,29,0,0.6318302802294296,1,Affluent,48.0,0,Active/Censored
C02559,22,65,32135555,4,21,42,2,0.8511503295600572,1,Mass,6.1,0,Active/Censored
C02560,47,18,8671258,3,24,85,1,0.17479451465770973,0,Mass,29.1,0,Active/Censored
C02561,46,59,5467865,1,17,14,2,0.5420794342544922,0,Priority,60.0,0,Active/Censored
C02562,37,16,36277848,1,16,53,2,0.12956064594180247,0,Mass,54.6,0,Active/Censored
C02563,51,95,37613483,3,11,63,0,0.24934406905651535,0,Mass,49.9,0,Active/Censored
C02564,39,15,9625863,4,22,61,0,0.3281913917558268,1,Affluent,1.0,0,Active/Censored
C02565,40,13,36546218,4,12,44,1,0.5711926511720578,0,Mass,60.0,0,Active/Censored
C02566,40,78,36752567,4,14,44,1,0.5493910930277666,2,Mass,59.8,0,Active/Censored
C02567,57,29,39907318,4,14,92,2,0.6287596265118071,0,Affluent,60.0,0,Active/Censored
C02568,49,44,11790015,4,20,31,0,0.7870157755049643,0,Mass,60.0,0,Active/Censored
C02569,38,40,24836251,4,18,53,1,0.21850689031468767,0,Priority,60.0,0,Active/Censored
C02570,62,28,39794032,4,20,43,0,0.719044229714724,0,Affluent,40.7,0,Active/Censored
C02571,57,92,36495155,2,22,79,4,0.6503188594499543,0,Mass,47.6,0,Active/Censored
C02572,62,84,25770953,4,20,83,1,0.12173993143276896,2,Priority,9.9,0,Active/Censored
C02573,53,31,11096293,4,17,87,4,0.36022578804740435,0,Mass,60.0,0,Active/Censored
C02574,38,84,7036416,1,14,17,2,0.07492941399350682,2,Mass,60.0,0,Active/Censored
C02575,55,87,13330049,3,15,18,2,0.1311659435670054,2,Affluent,43.5,0,Active/Censored
C02576,35,66,6349980,2,23,44,3,0.30540812005099466,0,Mass,48.0,0,Active/Censored
C02577,33,71,11029506,1,25,50,0,0.268804547990917,2,Mass,29.3,0,Active/Censored
C02578,41,113,6697181,1,17,15,1,0.8601563924949129,1,Mass,60.0,0,Active/Censored
C02579,64,56,31440312,1,14,91,0,0.8544097065873233,1,Mass,17.2,0,Active/Censored
C02580,46,48,25236138,4,11,91,1,0.5700807658190167,1,Mass,36.9,0,Active/Censored
C02581,38,66,22643926,4,24,48,0,0.7115320031774943,1,Mass,51.5,0,Active/Censored
C02582,41,101,33144851,1,18,80,3,0.949641181819477,0,Priority,57.4,0,Active/Censored
C02583,34,86,18789349,3,20,61,3,0.41917342801777585,0,Affluent,1.0,0,Active/Censored
C02584,50,11,18506658,3,14,69,0,0.5201828834566151,1,Mass,60.0,0,Active/Censored
C02585,36,57,11449314,3,21,89,2,0.6360349451406412,1,Mass,12.9,0,Active/Censored
C02586,45,90,20014087,3,21,18,1,0.8785023911768136,2,Mass,60.0,0,Active/Censored
C02587,37,29,10282608,4,16,31,5,0.7673148956517182,0,Mass,60.0,0,Active/Censored
C02588,35,119,25214357,3,14,48,0,0.10797959977406565,0,Affluent,60.0,0,Active/Censored
C02589,64,98,39908535,3,14,91,2,0.691655255708269,1,Affluent,55.3,0,Active/Censored
C02590,36,102,23189461,3,13,63,0,0.2767419772302564,0,Mass,47.7,0,Active/Censored
C02591,24,12,14765313,2,13,46,2,0.27941152688739423,1,Priority,60.0,0,Active/Censored
C02592,38,71,28770222,4,19,12,2,0.542514420547246,3,Affluent,60.0,0,Active/Censored
C02593,44,65,33520250,2,18,63,0,0.6766707661075201,5,Mass,8.4,0,Active/Censored
C02594,25,76,20984285,4,28,34,1,0.19330504025755763,0,Priority,60.0,0,Active/Censored
C02595,34,103,13011733,3,18,39,3,0.33306033286754383,0,Mass,10.0,0,Active/Censored
C02596,28,44,29698984,3,20,100,2,0.6945089038250508,4,Priority,57.5,0,Active/Censored
C02597,43,66,10741693,4,19,57,0,0.18680179388894502,1,Affluent,53.8,0,Active/Censored
C02598,53,83,39903186,3,19,22,1,0.8147376287147078,1,Mass,9.2,0,Active/Censored
C02599,64,91,15441253,3,14,14,2,0.4604385147461834,2,Mass,56.2,0,Active/Censored
C02600,38,93,16610722,3,17,45,0,0.5773912251876624,1,Mass,5.7,0,Active/Censored
C02601,59,42,30169587,3,16,15,0,0.1223585585379448,2,Affluent,5.8,0,Active/Censored
C02602,30,120,4439756,2,17,49,2,0.9090511198711824,1,Affluent,60.0,0,Active/Censored
C02603,56,4,11303231,3,15,47,2,0.8667790294741902,0,Mass,59.3,0,Active/Censored
C02604,46,61,8522501,4,15,90,0,0.2210708445080573,1,Affluent,43.9,0,Active/Censored
C02605,55,74,18078195,3,16,40,0,0.6467920488760075,1,Mass,30.8,0,Active/Censored
C02606,54,10,23926510,4,26,35,0,0.7638054968590906,3,Mass,60.0,1,Churned
C02607,44,56,10465965,4,14,66,0,0.15977066165242615,0,Mass,19.0,0,Active/Censored
C02608,32,73,16393280,2,17,68,1,0.5697082034683378,2,Affluent,56.4,0,Active/Censored
C02609,44,74,31799141,1,25,13,0,0.8154085371245587,2,Affluent,1.0,1,Churned
C02610,58,17,37839373,2,15,17,0,0.5060426876966434,2,Mass,4.8,0,Active/Censored
C02611,64,35,4514054,4,17,25,0,0.8814068059323295,0,Affluent,24.6,0,Active/Censored
C02612,62,31,26588059,4,18,80,0,0.09302170722855138,0,Affluent,58.1,0,Active/Censored
C02613,29,78,4924599,3,13,29,0,0.8772896146763063,1,Mass,60.0,0,Active/Censored
C02614,47,41,22732786,4,21,100,0,0.9294962429548593,0,Mass,55.3,0,Active/Censored
C02615,25,70,35660954,1,16,50,0,0.19034789087580467,0,Mass,53.5,0,Active/Censored
C02616,51,89,32729422,3,18,94,2,0.437855176948181,2,Mass,25.0,0,Active/Censored
C02617,65,97,12377962,3,22,32,1,0.6086884303952003,3,Mass,60.0,0,Active/Censored
C02618,23,24,13309235,3,16,48,1,0.853914459459876,0,Affluent,60.0,0,Active/Censored
C02619,50,109,32206489,3,17,22,3,0.19357355560076434,0,Mass,60.0,0,Active/Censored
C02620,63,22,33510587,2,17,86,1,0.35062516226372764,0,Affluent,23.0,0,Active/Censored
C02621,59,5,14112616,3,13,64,1,0.7681368305309176,2,Priority,33.1,0,Active/Censored
C02622,38,8,4110199,3,21,16,1,0.41900410644072406,0,Mass,49.9,0,Active/Censored
C02623,25,26,20000429,4,25,77,1,0.5944491272969965,3,Mass,17.4,0,Active/Censored
C02624,62,106,26308385,1,23,90,1,0.5540049708949953,1,Mass,3.2,0,Active/Censored
C02625,62,27,19975110,2,14,72,1,0.9258545261089363,1,Affluent,9.5,0,Active/Censored
C02626,47,84,37651257,2,21,83,0,0.17737810152513572,1,Mass,29.2,0,Active/Censored
C02627,65,52,33289629,1,22,35,2,0.903596505878854,1,Mass,34.9,0,Active/Censored
C02628,21,7,32362958,2,18,49,2,0.5577356441190925,0,Affluent,1.5,0,Active/Censored
C02629,48,55,4730386,2,19,87,0,0.8637370322497934,1,Affluent,60.0,0,Active/Censored
C02630,22,6,34730830,2,15,65,1,0.15614792316413506,1,Mass,28.7,0,Active/Censored
C02631,63,59,31188784,2,21,65,0,0.6273527124918988,0,Affluent,10.1,0,Active/Censored
C02632,51,68,18290369,3,17,79,1,0.8060990327100892,0,Priority,51.6,0,Active/Censored
C02633,62,64,25223768,3,20,65,0,0.7581933512722402,1,Affluent,37.9,0,Active/Censored
C02634,46,36,33672602,2,22,21,2,0.05894449028082119,4,Mass,21.9,0,Active/Censored
C02635,24,93,36623992,4,18,29,1,0.4569849195909806,1,Affluent,3.2,0,Active/Censored
C02636,22,73,23829939,2,18,80,2,0.15381205193169678,0,Affluent,30.6,0,Active/Censored
C02637,36,33,5488413,3,15,32,1,0.18754259699996362,0,Mass,60.0,0,Active/Censored
C02638,54,54,26267448,1,24,70,1,0.685658938982766,1,Affluent,1.4,1,Churned
C02639,27,15,28480671,1,16,53,0,0.9109215765781611,2,Mass,1.0,0,Active/Censored
C02640,59,111,6120952,2,17,66,1,0.6206876970648814,0,Mass,59.8,0,Active/Censored
C02641,31,91,33423161,2,21,31,0,0.1421393547241035,0,Affluent,23.8,0,Active/Censored
C02642,43,36,11255861,2,20,38,1,0.2695969326696422,0,Affluent,60.0,0,Active/Censored
C02643,30,82,36056681,1,18,72,2,0.3909869576815231,0,Mass,33.6,0,Active/Censored
C02644,41,83,23834718,2,16,25,1,0.16282179605862013,1,Mass,49.0,0,Active/Censored
C02645,41,74,15596584,3,21,38,0,0.8131712921375555,1,Mass,60.0,0,Active/Censored
C02646,21,9,6116838,3,17,100,4,0.22505466489869552,0,Mass,22.7,0,Active/Censored
C02647,46,106,4643165,1,21,23,1,0.16659596951037053,0,Affluent,23.5,0,Active/Censored
C02648,56,115,30692085,2,24,62,2,0.7031162049379834,1,Mass,60.0,0,Active/Censored
C02649,63,117,17577782,3,25,23,5,0.16414911613901412,0,Affluent,60.0,0,Active/Censored
C02650,35,118,34242052,3,19,74,2,0.41928750243366225,1,Mass,60.0,0,Active/Censored
C02651,60,112,12298833,4,13,21,0,0.513957474276053,0,Affluent,60.0,0,Active/Censored
C02652,60,90,37133045,2,20,62,3,0.12220636432540755,1,Mass,60.0,0,Active/Censored
C02653,65,9,37896788,3,16,50,0,0.5502093836616758,1,Affluent,58.4,0,Active/Censored
C02654,37,57,7663664,4,13,72,1,0.4821476022949805,1,Mass,9.4,0,Active/Censored
C02655,59,31,27289668,2,17,10,1,0.6515746508542596,0,Mass,31.6,1,Churned
C02656,46,28,37829928,4,15,56,2,0.24723133697630045,0,Affluent,60.0,0,Active/Censored
C02657,23,101,15631340,2,20,59,1,0.3709662296569824,2,Mass,59.5,0,Active/Censored
C02658,33,98,6434320,2,15,31,2,0.6436898051539806,1,Mass,21.7,1,Churned
C02659,51,64,35517330,3,22,37,1,0.08203696001695747,1,Priority,47.1,0,Active/Censored
C02660,28,89,21066023,3,21,74,0,0.15421544851431157,1,Affluent,60.0,0,Active/Censored
C02661,40,18,4974630,3,18,60,2,0.30519664818357534,3,Mass,36.8,0,Active/Censored
C02662,55,29,34249036,1,21,62,2,0.1457207365164692,1,Affluent,48.2,0,Active/Censored
C02663,27,104,28438975,1,20,95,0,0.08556122210477743,1,Mass,60.0,0,Active/Censored
C02664,43,56,6531200,4,23,46,1,0.9386441803829159,1,Mass,60.0,0,Active/Censored
C02665,30,67,13312261,4,13,89,4,0.46018398396399285,0,Mass,37.3,0,Active/Censored
C02666,45,57,4656318,4,15,98,1,0.53031560458966,0,Mass,26.0,0,Active/Censored
C02667,31,26,38375401,3,14,62,1,0.2794144067438463,1,Mass,1.1,0,Active/Censored
C02668,64,100,4898117,4,18,29,1,0.056918517728431484,3,Mass,60.0,0,Active/Censored
C02669,24,92,32650732,2,15,48,0,0.7256517668673649,1,Mass,60.0,0,Active/Censored
C02670,64,83,22405728,1,21,14,1,0.7013776840054525,0,Mass,60.0,1,Churned
C02671,56,44,24978364,1,14,73,2,0.9252866686004568,1,Mass,6.7,0,Active/Censored
C02672,59,78,33217482,2,11,34,3,0.06899187416432984,0,Mass,30.4,0,Active/Censored
C02673,59,115,36218734,2,32,94,1,0.173318660951584,0,Mass,57.0,0,Active/Censored
C02674,29,79,8587360,4,20,69,3,0.6909269438878508,2,Mass,60.0,0,Active/Censored
C02675,62,61,4643594,2,11,54,0,0.34706627360829995,1,Mass,56.8,0,Active/Censored
C02676,47,34,8485969,3,23,26,3,0.10739581835939735,1,Mass,29.5,0,Active/Censored
C02677,64,64,28570278,2,27,19,2,0.32086232256530883,0,Mass,8.7,0,Active/Censored
C02678,60,46,24467686,3,13,71,1,0.12894523294487228,2,Affluent,44.4,0,Active/Censored
C02679,47,75,7019800,3,19,79,2,0.8038451800500257,0,Affluent,36.4,1,Churned
C02680,37,8,12434641,1,11,34,0,0.8392398398641396,3,Affluent,59.4,0,Active/Censored
C02681,26,25,23340618,2,16,10,2,0.623200929788367,1,Mass,60.0,0,Active/Censored
C02682,25,95,30287694,1,16,39,2,0.3970375304336347,1,Mass,60.0,0,Active/Censored
C02683,38,47,16362608,4,12,79,3,0.7419103211626362,1,Mass,10.4,0,Active/Censored
C02684,57,54,38186873,3,22,62,2,0.6184312370052254,3,Priority,31.0,0,Active/Censored
C02685,43,67,39720815,4,15,17,2,0.7627837812747673,1,Mass,60.0,0,Active/Censored
C02686,42,54,31577202,4,17,20,2,0.5098166192028704,3,Affluent,23.5,0,Active/Censored
C02687,32,92,20353521,1,19,19,1,0.9125104140416153,0,Mass,11.2,1,Churned
C02688,46,31,35578313,3,21,78,2,0.3110303250396458,1,Priority,60.0,0,Active/Censored
C02689,49,92,30204298,1,12,81,2,0.5937664347052041,1,Mass,5.4,0,Active/Censored
C02690,65,27,22705098,4,16,47,1,0.77724734027968,1,Mass,2.2,0,Active/Censored
C02691,53,46,19976099,4,12,72,0,0.854485536994718,2,Mass,60.0,1,Churned
C02692,48,72,33963494,3,15,11,1,0.9020734609013218,3,Affluent,53.8,0,Active/Censored
C02693,61,107,24054592,4,9,61,2,0.40550987538106914,1,Affluent,45.7,0,Active/Censored
C02694,40,30,10584514,4,22,34,2,0.6794084562536906,0,Affluent,3.6,0,Active/Censored
C02695,63,72,39993247,4,21,84,1,0.3111774097823631,0,Affluent,60.0,0,Active/Censored
C02696,37,10,6460524,1,18,54,2,0.6344413768530247,1,Mass,44.6,0,Active/Censored
C02697,26,11,29020459,1,16,87,1,0.21580367462512784,1,Mass,36.3,0,Active/Censored
C02698,39,93,27614311,4,15,61,1,0.4293060663040498,0,Affluent,47.2,0,Active/Censored
C02699,26,87,25102026,2,13,51,0,0.8782133681137247,1,Mass,60.0,0,Active/Censored
C02700,26,47,5870290,2,20,96,0,0.7798156854348746,0,Mass,20.9,0,Active/Censored
C02701,60,76,21733472,1,13,100,2,0.4968555339775731,0,Mass,41.0,0,Active/Censored
