Document_ID,Customer_ID,Document_Type,Document_Date,Image_Quality_Score,OCR_Confidence,Fields_Extracted,Expected_Fields,File_Size_KB,Status,Field_Completeness,Extracted_OCR_Confidence,Document_Confidence,Processing_Decision
DOC0000611,C000051,Form Aplikasi,2025-10-05,0.783,1.0,4,7,2065,NEEDS_REVIEW,0.5714285714285714,1.0,0.8386071428571428,Human Review
DOC0000612,C000148,Rekening Koran,2025-03-30,0.772,0.832,8,8,4621,NEEDS_REVIEW,1.0,0.832,0.859,Human Review
DOC0000613,C000257,Surat Kerja,2025-10-13,0.681,0.997,9,6,599,NEEDS_REVIEW,1.0,0.9666666666666667,0.9081333333333333,Auto Process
DOC0000614,C000681,Slip Gaji,2025-07-05,0.739,0.837,6,9,749,VALID,0.6666666666666666,0.891,0.7888166666666665,Human Review
DOC0000615,C000390,Rekening Koran,2025-03-22,0.975,0.975,11,11,2571,VALID,1.0,0.975,0.98125,Auto Process
DOC0000616,C000077,Surat Kerja,2024-12-31,0.733,0.935,6,6,2280,VALID,1.0,1.0,0.9235,Auto Process
DOC0000617,C000373,NPWP,2024-09-28,0.776,1.0,5,7,4899,VALID,0.7142857142857143,0.792,0.7997714285714286,Human Review
DOC0000618,C000155,KTP,2025-07-25,0.904,0.837,11,10,4598,VALID,1.0,0.947,0.933,Auto Process
DOC0000619,C000525,Rekening Koran,2024-11-06,0.744,0.955,9,6,3343,NEEDS_REVIEW,1.0,0.955,0.9135,Auto Process
DOC0000620,C000292,Form Aplikasi,2024-10-15,0.762,0.99,9,10,4588,VALID,0.9,0.923,0.8870499999999999,Human Review
DOC0000621,C000115,Rekening Koran,2024-03-24,0.915,0.973,7,11,3490,VALID,0.6363636363636364,0.973,0.874340909090909,Human Review
DOC0000622,C000192,Slip Gaji,2025-11-09,0.898,0.892,5,6,627,VALID,0.8333333333333334,0.892,0.8788333333333334,Human Review
DOC0000623,C000492,Form Aplikasi,2024-03-18,0.752,0.946,6,10,3889,VALID,0.6,0.873,0.78545,Human Review
DOC0000624,C000697,Slip Gaji,2024-01-06,0.913,0.994,7,10,1283,VALID,0.7,0.883,0.8613999999999999,Human Review
DOC0000625,C000556,Slip Gaji,2026-05-04,0.956,0.922,5,9,4452,NEEDS_REVIEW,0.5555555555555556,0.975,0.8574388888888888,Human Review
DOC0000626,C000543,Rekening Koran,2026-03-24,0.655,0.873,4,9,2185,VALID,0.4444444444444444,0.788,0.6816111111111111,Reprocess / Reject
DOC0000627,C000052,Surat Kerja,2024-12-12,0.951,0.979,7,9,394,VALID,0.7777777777777778,0.949,0.9111944444444444,Auto Process
DOC0000628,C000136,NPWP,2024-07-05,0.865,0.906,8,10,1395,VALID,0.8,0.856,0.8517499999999999,Human Review
DOC0000629,C000541,Slip Gaji,2024-03-11,0.808,0.918,10,8,872,NEEDS_REVIEW,1.0,0.918,0.911,Auto Process
DOC0000630,C000222,Slip Gaji,2026-01-25,0.523,0.83,9,7,323,VALID,1.0,0.727,0.7596999999999999,Human Review
DOC0000631,C000205,Slip Gaji,2025-09-30,1.0,0.941,8,6,1189,VALID,1.0,0.9855,0.9860749999999999,Auto Process
DOC0000632,C000026,NPWP,2024-09-05,0.672,0.838,8,6,1871,VALID,1.0,0.993,0.8912499999999999,Human Review
DOC0000633,C000570,Rekening Koran,2026-07-13,0.787,1.0,0,11,4665,VALID,0.0,1.0,0.69675,Reprocess / Reject
DOC0000634,C000603,Form Aplikasi,2025-05-18,0.853,0.849,8,9,498,VALID,0.8888888888888888,0.931,0.8886722222222221,Human Review
DOC0000635,C000399,Surat Kerja,2024-01-17,0.806,0.922,0,8,4752,VALID,0.0,0.922,0.6625,Reprocess / Reject
DOC0000636,C000005,Rekening Koran,2025-07-05,0.665,0.881,6,9,4988,NEEDS_REVIEW,0.6666666666666666,0.767,0.7335166666666666,Reprocess / Reject
DOC0000637,C000154,Form Aplikasi,2025-08-08,1.0,0.847,6,6,753,VALID,1.0,0.847,0.9235,Auto Process
DOC0000638,C000479,KTP,2024-08-21,0.893,1.0,5,11,1002,VALID,0.45454545454545453,1.0,0.8368863636363637,Human Review
DOC0000639,C000475,Surat Kerja,2026-04-22,0.785,0.86,0,7,2356,INVALID,0.0,0.8545,0.624325,Reprocess / Reject
DOC0000640,C000677,Rekening Koran,2025-12-30,0.789,0.999,5,9,1092,VALID,0.5555555555555556,0.842,0.780688888888889,Human Review
DOC0000641,C000476,Form Aplikasi,2025-12-22,0.946,0.902,8,11,2739,VALID,0.7272727272727273,0.884,0.8630181818181819,Human Review
DOC0000642,C000251,Slip Gaji,2025-12-15,0.947,0.956,6,8,4204,VALID,0.75,0.863,0.8696999999999999,Human Review
DOC0000643,C000126,Surat Kerja,2024-02-10,0.793,0.999,9,9,3721,VALID,1.0,0.9175,0.919225,Auto Process
DOC0000644,C000473,KTP,2026-04-06,0.879,0.69,4,11,2238,VALID,0.36363636363636365,0.69,0.6556590909090909,Reprocess / Reject
DOC0000645,C000298,Rekening Koran,2024-04-28,0.821,0.825,9,8,752,VALID,1.0,0.911,0.89785,Human Review
DOC0000646,C000025,Surat Kerja,2024-07-20,0.813,0.91,5,11,2636,VALID,0.45454545454545453,0.91,0.7718863636363635,Human Review
DOC0000647,C000324,KTP,2024-10-11,0.847,0.902,6,11,3893,VALID,0.5454545454545454,0.955,0.8176636363636364,Human Review
DOC0000648,C000637,Slip Gaji,2024-04-25,0.65,0.979,6,8,2686,VALID,0.75,0.893,0.8093999999999999,Human Review
DOC0000649,C000171,NPWP,2025-07-28,0.88,0.978,9,7,1986,VALID,1.0,0.948,0.9484999999999999,Auto Process
DOC0000650,C000419,NPWP,2024-05-29,1.0,0.939,5,11,4163,VALID,0.45454545454545453,0.919,0.8261363636363637,Human Review
DOC0000651,C000077,Slip Gaji,2025-06-07,0.542,0.883,6,10,3484,VALID,0.6,0.883,0.727,Reprocess / Reject
DOC0000652,C000041,Rekening Koran,2024-08-08,0.864,0.882,9,7,4460,NEEDS_REVIEW,1.0,0.882,0.9069999999999999,Auto Process
DOC0000653,C000126,Surat Kerja,2024-09-06,0.702,0.911,9,8,1146,VALID,1.0,0.958,0.8974499999999999,Human Review
DOC0000654,C000154,Slip Gaji,2025-04-10,0.997,0.84,6,10,666,NEEDS_REVIEW,0.6,0.84,0.81925,Human Review
DOC0000655,C000467,Rekening Koran,2025-10-23,0.863,0.953,7,7,1759,VALID,1.0,0.953,0.9422499999999999,Auto Process
DOC0000656,C000459,Surat Kerja,2025-04-29,0.792,0.905,9,10,1404,VALID,0.9,0.964,0.89615,Human Review
DOC0000657,C000176,KTP,2025-06-11,0.577,1.0,5,8,4303,VALID,0.625,1.0,0.8005,Human Review
DOC0000658,C000172,Form Aplikasi,2025-08-18,0.79,0.971,7,10,4017,VALID,0.7,0.926,0.8422500000000002,Human Review
DOC0000659,C000459,Slip Gaji,2025-09-18,0.702,0.754,5,11,1244,INVALID,0.45454545454545453,0.754,0.6661363636363635,Reprocess / Reject
DOC0000660,C000364,Slip Gaji,2024-08-30,1.0,0.942,4,8,2888,VALID,0.5,0.954,0.8502,Human Review
DOC0000661,C000171,KTP,2025-09-09,0.964,0.982,0,9,2900,VALID,0.0,0.956,0.7228999999999999,Reprocess / Reject
DOC0000662,C000439,Slip Gaji,2024-02-29,1.0,0.769,7,9,1104,INVALID,0.7777777777777778,0.769,0.8289444444444444,Human Review
DOC0000663,C000212,Form Aplikasi,2026-07-03,0.668,0.958,5,7,1062,VALID,0.7142857142857143,0.939,0.8179214285714285,Human Review
DOC0000664,C000233,KTP,2024-12-08,0.82,1.0,0,11,1395,VALID,0.0,1.0,0.705,Reprocess / Reject
DOC0000665,C000492,NPWP,2026-09-23,0.735,0.874,6,9,3106,VALID,0.6666666666666666,0.8725,0.7868916666666667,Human Review
DOC0000666,C000364,Surat Kerja,2025-10-24,0.785,0.888,9,10,3461,VALID,0.9,0.888,0.86525,Human Review
DOC0000667,C000455,Rekening Koran,2026-08-25,1.0,0.955,9,10,1049,VALID,0.9,0.955,0.9524999999999999,Auto Process
DOC0000668,C000599,Rekening Koran,2025-05-21,1.0,0.935,6,11,2712,VALID,0.5454545454545454,0.8895,0.8379386363636363,Human Review
DOC0000669,C000615,NPWP,2025-12-31,1.0,1.0,8,9,205,VALID,0.8888888888888888,0.8955,0.9356472222222222,Auto Process
DOC0000670,C000595,KTP,2026-05-01,0.903,0.823,6,11,3854,NEEDS_REVIEW,0.5454545454545454,0.94,0.8145636363636363,Human Review
DOC0000671,C000133,Surat Kerja,2025-07-09,0.977,0.883,7,8,1289,NEEDS_REVIEW,0.875,0.883,0.9045,Auto Process
DOC0000672,C000419,Surat Kerja,2024-08-17,0.899,1.0,11,8,2485,VALID,1.0,1.0,0.97475,Auto Process
DOC0000673,C000391,Surat Kerja,2026-09-06,0.814,0.857,8,9,352,VALID,0.8888888888888888,1.0,0.9042722222222221,Auto Process
DOC0000674,C000507,Slip Gaji,2024-06-10,0.828,0.849,11,9,284,VALID,1.0,0.849,0.8815,Human Review
DOC0000675,C000250,Rekening Koran,2026-07-31,0.961,1.0,8,9,4922,VALID,0.8888888888888888,1.0,0.9624722222222222,Auto Process
DOC0000676,C000279,KTP,2025-05-02,0.605,0.959,7,9,2216,VALID,0.7777777777777778,0.9059999999999999,0.8066444444444443,Human Review
DOC0000677,C000292,Form Aplikasi,2026-01-18,0.782,0.92,11,10,1509,VALID,1.0,0.909,0.90165,Auto Process
DOC0000678,C000013,Slip Gaji,2026-01-28,0.979,0.691,4,10,4512,INVALID,0.4,0.691,0.6902499999999999,Reprocess / Reject
DOC0000679,C000450,Form Aplikasi,2026-05-27,0.775,0.957,0,9,3736,VALID,0.0,0.957,0.6722499999999999,Reprocess / Reject
DOC0000680,C000578,KTP,2024-12-14,0.907,0.932,5,8,3091,VALID,0.625,0.9245000000000001,0.846375,Human Review
DOC0000681,C000238,KTP,2026-07-25,0.911,0.996,11,6,2082,VALID,1.0,0.996,0.9757499999999999,Auto Process
DOC0000682,C000354,Slip Gaji,2025-08-06,0.824,0.854,4,9,2242,VALID,0.4444444444444444,0.854,0.7441111111111111,Reprocess / Reject
DOC0000683,C000546,Form Aplikasi,2026-07-05,0.896,0.972,6,8,1851,VALID,0.75,0.972,0.8975,Human Review
DOC0000684,C000612,KTP,2025-12-14,0.81,0.835,8,6,2849,VALID,1.0,0.93,0.90325,Auto Process
DOC0000685,C000521,Slip Gaji,2026-07-18,0.735,0.876,8,11,3867,VALID,0.7272727272727273,0.876,0.8035681818181817,Human Review
DOC0000686,C000194,KTP,2024-12-20,0.999,0.976,0,6,2146,VALID,0.0,0.976,0.7377499999999999,Reprocess / Reject
DOC0000687,C000228,Rekening Koran,2025-05-16,0.767,0.778,5,11,2122,VALID,0.45454545454545453,0.778,0.6943863636363636,Reprocess / Reject
DOC0000688,C000216,Slip Gaji,2026-01-03,1.0,0.982,10,9,3563,VALID,1.0,1.0,0.9973,Auto Process
DOC0000689,C000586,KTP,2024-01-18,0.991,0.852,0,9,4860,VALID,0.0,0.852,0.67375,Reprocess / Reject
DOC0000690,C000370,Slip Gaji,2024-05-04,0.864,0.826,0,11,1701,VALID,0.0,0.826,0.629,Reprocess / Reject
DOC0000691,C000016,Form Aplikasi,2026-01-13,0.606,0.981,4,6,3400,NEEDS_REVIEW,0.6666666666666666,0.95,0.7978166666666666,Human Review
DOC0000692,C000077,Rekening Koran,2026-09-01,1.0,0.913,11,7,3491,VALID,1.0,0.913,0.9565,Auto Process
DOC0000693,C000121,Rekening Koran,2024-11-29,0.783,0.918,0,11,843,VALID,0.0,0.918,0.6547499999999999,Reprocess / Reject
DOC0000694,C000051,Rekening Koran,2024-11-15,0.688,1.0,7,9,2287,VALID,0.7777777777777778,0.858,0.8167444444444444,Human Review
DOC0000695,C000426,Slip Gaji,2024-02-07,0.989,1.0,10,6,2218,VALID,1.0,1.0,0.99725,Auto Process
DOC0000696,C000072,Rekening Koran,2024-04-01,0.844,0.913,5,11,4017,NEEDS_REVIEW,0.45454545454545453,0.913,0.7811363636363636,Human Review
DOC0000697,C000144,Rekening Koran,2025-02-09,0.832,0.911,7,6,3544,VALID,1.0,0.826,0.88375,Human Review
DOC0000698,C000306,KTP,2026-09-13,0.775,0.962,7,11,3293,VALID,0.6363636363636364,0.964,0.834540909090909,Human Review
DOC0000699,C000292,KTP,2024-07-20,0.918,1.0,0,8,1349,INVALID,0.0,1.0,0.7295,Reprocess / Reject
DOC0000700,C000311,Form Aplikasi,2026-01-21,0.696,0.867,8,7,4951,VALID,1.0,0.867,0.8574999999999999,Human Review
DOC0000701,C000455,KTP,2026-01-01,0.838,0.68,0,7,4469,NEEDS_REVIEW,0.0,0.961,0.6478499999999999,Reprocess / Reject
DOC0000702,C000609,Rekening Koran,2026-05-02,0.769,0.91,10,8,1958,VALID,1.0,0.951,0.9116,Auto Process
DOC0000703,C000642,Surat Kerja,2025-07-31,0.755,0.858,6,7,4849,VALID,0.8571428571428571,0.979,0.8743857142857143,Human Review
DOC0000704,C000690,KTP,2026-05-06,1.0,0.924,6,9,3073,VALID,0.6666666666666666,0.864,0.8576666666666666,Human Review
DOC0000705,C000443,Form Aplikasi,2025-03-24,0.947,0.903,6,11,3251,VALID,0.5454545454545454,0.832,0.7997636363636362,Human Review
DOC0000706,C000169,KTP,2025-06-12,1.0,0.771,6,6,140,VALID,1.0,0.915,0.9359,Auto Process
DOC0000707,C000027,Slip Gaji,2026-09-25,0.731,0.928,11,7,4866,VALID,1.0,0.928,0.8967499999999999,Human Review
DOC0000708,C000243,Slip Gaji,2024-02-05,0.873,0.951,7,10,1694,VALID,0.7,1.0,0.8858999999999999,Human Review
DOC0000709,C000556,Form Aplikasi,2025-09-26,0.788,0.892,11,9,1324,VALID,1.0,0.892,0.893,Human Review
DOC0000710,C000644,Slip Gaji,2025-03-23,0.832,0.792,5,8,1840,VALID,0.625,0.901,0.7984,Human Review
DOC0000711,C000232,NPWP,2025-11-26,0.808,0.953,9,6,3102,VALID,1.0,0.871,0.8998,Human Review
DOC0000712,C000608,Slip Gaji,2024-05-07,0.971,0.752,9,10,1082,NEEDS_REVIEW,0.9,0.752,0.84375,Human Review
DOC0000713,C000290,NPWP,2026-01-23,0.904,0.885,9,9,1692,VALID,1.0,0.766,0.87685,Human Review
DOC0000714,C000292,Surat Kerja,2026-03-06,0.831,0.839,11,8,4431,NEEDS_REVIEW,1.0,0.866,0.8867,Human Review
DOC0000715,C000166,Surat Kerja,2025-03-03,0.959,0.994,7,11,4130,VALID,0.6363636363636364,0.813,0.8324909090909091,Human Review
DOC0000716,C000022,NPWP,2024-06-10,0.755,0.902,5,9,4158,VALID,0.5555555555555556,0.81,0.7464388888888889,Reprocess / Reject
DOC0000717,C000565,Surat Kerja,2025-11-27,0.711,0.791,9,6,1054,VALID,1.0,0.791,0.82325,Human Review
DOC0000718,C000134,Form Aplikasi,2024-01-06,0.742,0.902,7,6,2213,VALID,1.0,0.9470000000000001,0.90225,Auto Process
DOC0000719,C000217,Slip Gaji,2024-11-08,0.786,0.957,6,7,3153,VALID,0.8571428571428571,1.0,0.9043357142857142,Auto Process
DOC0000720,C000269,Rekening Koran,2026-01-25,1.0,0.788,5,9,4105,VALID,0.5555555555555556,0.943,0.8371388888888888,Human Review
DOC0000721,C000077,Slip Gaji,2026-02-13,0.768,0.984,6,6,706,VALID,1.0,0.929,0.91475,Auto Process
DOC0000722,C000671,Slip Gaji,2024-01-29,0.872,1.0,4,11,4667,VALID,0.36363636363636365,1.0,0.8089090909090909,Human Review
DOC0000723,C000646,Surat Kerja,2026-08-08,0.979,1.0,4,8,4070,VALID,0.5,1.0,0.86975,Human Review
DOC0000724,C000460,Surat Kerja,2024-02-16,0.946,0.831,11,10,845,VALID,1.0,0.782,0.8848499999999999,Human Review
DOC0000725,C000264,Surat Kerja,2026-03-22,1.0,0.755,5,10,2062,VALID,0.5,0.978,0.83055,Human Review
DOC0000726,C000247,Rekening Koran,2026-06-13,0.863,1.0,5,11,4663,VALID,0.45454545454545453,1.0,0.8293863636363636,Human Review
DOC0000727,C000124,NPWP,2024-06-27,0.896,1.0,9,6,283,VALID,1.0,0.864,0.9264,Auto Process
DOC0000728,C000075,KTP,2026-07-22,0.996,0.925,8,10,555,VALID,0.8,0.8925000000000001,0.900125,Auto Process
DOC0000729,C000452,Form Aplikasi,2024-03-03,1.0,0.95,11,7,556,VALID,1.0,0.9186666666666667,0.9640333333333333,Auto Process
DOC0000730,C000316,Form Aplikasi,2026-07-22,0.836,0.91,6,6,4428,NEEDS_REVIEW,1.0,0.839,0.8891499999999999,Human Review
DOC0000731,C000542,KTP,2026-05-30,0.877,1.0,11,9,4436,VALID,1.0,1.0,0.9692500000000001,Auto Process
DOC0000732,C000166,Form Aplikasi,2024-08-15,0.861,1.0,4,9,1334,VALID,0.4444444444444444,1.0,0.8263611111111112,Human Review
DOC0000733,C000445,KTP,2025-05-21,0.858,0.885,10,10,862,VALID,1.0,0.859,0.8979,Human Review
DOC0000734,C000414,Rekening Koran,2024-07-23,0.906,1.0,11,9,946,VALID,1.0,1.0,0.9765,Auto Process
DOC0000735,C000310,Rekening Koran,2024-05-25,0.689,0.78,4,7,4274,VALID,0.5714285714285714,0.809,0.7152571428571428,Reprocess / Reject
DOC0000736,C000640,KTP,2025-04-20,0.93,1.0,10,10,2632,VALID,1.0,1.0,0.9825,Auto Process
DOC0000737,C000290,Surat Kerja,2026-04-19,0.888,1.0,9,6,533,VALID,1.0,1.0,0.972,Auto Process
DOC0000738,C000673,NPWP,2024-02-24,1.0,0.867,11,10,3138,VALID,1.0,0.999,0.9797,Auto Process
DOC0000739,C000094,Slip Gaji,2025-03-30,0.715,0.985,5,9,1480,VALID,0.5555555555555556,0.985,0.810138888888889,Human Review
DOC0000740,C000615,Slip Gaji,2024-09-16,0.778,0.918,6,9,577,VALID,0.6666666666666666,0.918,0.8201666666666667,Human Review
DOC0000741,C000647,Slip Gaji,2026-07-21,0.747,0.856,8,11,385,VALID,0.7272727272727273,0.856,0.7965681818181817,Human Review
DOC0000742,C000104,Rekening Koran,2024-04-17,0.7,0.968,11,9,3409,INVALID,1.0,0.798,0.8494999999999999,Human Review
DOC0000743,C000506,Surat Kerja,2026-01-22,0.879,0.894,9,10,2285,VALID,0.9,0.894,0.89175,Human Review
DOC0000744,C000665,Slip Gaji,2025-09-03,0.637,1.0,10,7,2956,VALID,1.0,0.9199999999999999,0.88125,Human Review
DOC0000745,C000639,NPWP,2025-07-23,0.743,0.949,8,8,4911,VALID,1.0,0.949,0.9102499999999999,Auto Process
DOC0000746,C000372,Form Aplikasi,2024-03-07,0.803,0.948,4,8,3021,VALID,0.5,0.948,0.79975,Human Review
DOC0000747,C000206,KTP,2025-12-10,0.742,0.964,7,9,4367,VALID,0.7777777777777778,0.964,0.8619444444444443,Human Review
DOC0000748,C000159,Surat Kerja,2024-10-04,1.0,0.854,6,9,3236,VALID,0.6666666666666666,0.814,0.8296666666666666,Human Review
DOC0000749,C000648,NPWP,2024-01-11,0.954,0.938,0,9,1573,VALID,0.0,0.861,0.68055,Reprocess / Reject
DOC0000750,C000507,Rekening Koran,2024-06-28,0.593,0.823,8,7,611,VALID,1.0,0.9056666666666667,0.8386833333333333,Human Review
DOC0000751,C000498,Rekening Koran,2024-02-22,0.881,0.944,7,7,3143,VALID,1.0,0.944,0.9422499999999999,Auto Process
DOC0000752,C000539,KTP,2025-08-03,0.811,0.878,5,8,3689,VALID,0.625,0.849,0.7878499999999999,Human Review
DOC0000753,C000413,Slip Gaji,2024-06-07,0.937,0.846,5,10,3753,VALID,0.5,0.846,0.78225,Human Review
DOC0000754,C000366,Rekening Koran,2024-01-16,0.856,0.852,11,7,3026,VALID,1.0,0.852,0.89,Human Review
DOC0000755,C000624,Surat Kerja,2025-09-22,0.753,0.733,8,7,2618,NEEDS_REVIEW,1.0,0.9,0.8632,Human Review
DOC0000756,C000406,Rekening Koran,2024-06-13,0.852,1.0,8,8,4327,VALID,1.0,0.781,0.88635,Human Review
DOC0000757,C000122,Rekening Koran,2026-08-21,0.841,0.955,10,6,4468,VALID,1.0,0.854,0.9024,Auto Process
DOC0000758,C000060,Rekening Koran,2024-04-15,0.699,1.0,8,11,3361,VALID,0.7272727272727273,1.0,0.8565681818181817,Human Review
DOC0000759,C000598,Surat Kerja,2025-10-27,1.0,0.813,8,6,2119,NEEDS_REVIEW,1.0,0.813,0.9065,Auto Process
DOC0000760,C000313,KTP,2026-04-19,0.995,0.903,6,11,4821,VALID,0.5454545454545454,0.844,0.8159636363636363,Human Review
DOC0000761,C000480,KTP,2026-09-01,0.919,1.0,4,10,3835,VALID,0.4,0.97,0.81925,Human Review
DOC0000762,C000216,Form Aplikasi,2024-03-09,0.741,0.915,11,7,2110,VALID,1.0,0.931,0.89835,Human Review
DOC0000763,C000634,Slip Gaji,2026-01-20,0.837,0.853,5,8,4765,VALID,0.625,0.853,0.792,Human Review
DOC0000764,C000674,Form Aplikasi,2025-10-30,0.849,0.809,10,10,1590,VALID,1.0,0.809,0.86675,Human Review
DOC0000765,C000627,KTP,2024-02-19,0.777,0.855,11,7,261,VALID,1.0,0.884,0.8819,Human Review
DOC0000766,C000205,Surat Kerja,2026-01-29,0.917,1.0,9,8,2202,VALID,1.0,1.0,0.9792500000000001,Auto Process
DOC0000767,C000168,KTP,2026-08-02,0.908,0.559,6,11,3112,VALID,0.5454545454545454,0.559,0.6428636363636364,Reprocess / Reject
DOC0000768,C000583,Surat Kerja,2026-01-16,0.859,0.722,6,7,1874,VALID,0.8571428571428571,0.722,0.7900357142857142,Human Review
DOC0000769,C000027,Rekening Koran,2026-05-11,0.637,0.965,11,7,2367,NEEDS_REVIEW,1.0,1.0,0.9039999999999999,Auto Process
DOC0000770,C000363,Surat Kerja,2024-08-31,0.865,0.941,11,8,3812,VALID,1.0,0.965,0.94515,Auto Process
DOC0000771,C000574,KTP,2025-10-22,0.626,0.883,8,9,4543,VALID,0.8888888888888888,0.883,0.8202222222222222,Human Review
DOC0000772,C000400,Rekening Koran,2025-01-31,0.98,0.902,8,9,1748,VALID,0.8888888888888888,0.902,0.9182222222222222,Auto Process
DOC0000773,C000509,Surat Kerja,2026-02-17,0.906,0.912,4,9,3420,VALID,0.4444444444444444,0.912,0.793611111111111,Human Review
DOC0000774,C000344,Surat Kerja,2025-06-07,0.962,0.867,6,8,2563,INVALID,0.75,0.841,0.8523999999999999,Human Review
DOC0000775,C000487,Surat Kerja,2025-04-18,1.0,1.0,9,10,1301,VALID,0.9,1.0,0.975,Auto Process
DOC0000776,C000363,NPWP,2026-03-02,0.939,1.0,8,9,1217,NEEDS_REVIEW,0.8888888888888888,1.0,0.9569722222222222,Auto Process
DOC0000777,C000068,Rekening Koran,2026-07-28,0.997,0.958,6,9,1412,VALID,0.6666666666666666,0.958,0.8949166666666666,Human Review
DOC0000778,C000106,Form Aplikasi,2025-04-07,0.764,0.979,11,10,3427,NEEDS_REVIEW,1.0,0.979,0.9304999999999999,Auto Process
DOC0000779,C000696,KTP,2026-04-21,0.859,0.873,8,9,2607,VALID,0.8888888888888888,0.873,0.8734722222222222,Human Review
DOC0000780,C000655,NPWP,2024-09-09,0.878,0.926,11,10,2931,INVALID,1.0,0.932,0.9346,Auto Process
DOC0000781,C000233,Surat Kerja,2025-07-11,0.864,1.0,6,9,667,VALID,0.6666666666666666,1.0,0.8826666666666666,Human Review
DOC0000782,C000054,Rekening Koran,2024-06-14,0.996,0.971,11,7,1087,VALID,1.0,0.9490000000000001,0.9768000000000001,Auto Process
DOC0000783,C000218,Surat Kerja,2025-01-23,0.642,0.79,0,7,2435,INVALID,0.0,0.844,0.5744,Reprocess / Reject
DOC0000784,C000111,KTP,2025-06-19,0.998,0.84,10,9,215,VALID,1.0,0.84,0.9195,Auto Process
DOC0000785,C000209,Surat Kerja,2024-04-26,0.928,0.862,8,6,3538,INVALID,1.0,0.862,0.9129999999999999,Auto Process
DOC0000786,C000097,Rekening Koran,2025-08-03,0.847,0.922,6,10,737,NEEDS_REVIEW,0.6,0.977,0.842,Human Review
DOC0000787,C000397,Rekening Koran,2024-04-14,0.874,0.924,9,10,4422,NEEDS_REVIEW,0.9,0.924,0.9055,Auto Process
DOC0000788,C000544,Slip Gaji,2026-04-01,0.798,0.906,6,7,2842,VALID,0.8571428571428571,0.897,0.8636357142857143,Human Review
DOC0000789,C000350,Surat Kerja,2026-03-30,0.863,0.875,9,7,4282,VALID,1.0,0.736,0.8545999999999999,Human Review
DOC0000790,C000217,Slip Gaji,2025-09-27,0.885,0.848,9,11,4193,VALID,0.8181818181818182,0.883,0.8620454545454546,Human Review
DOC0000791,C000439,KTP,2025-08-17,0.815,0.833,5,6,2727,VALID,0.8333333333333334,1.0,0.8870333333333333,Human Review
DOC0000792,C000467,NPWP,2026-04-12,0.929,0.981,4,9,2196,VALID,0.4444444444444444,0.981,0.833861111111111,Human Review
DOC0000793,C000561,KTP,2025-06-30,0.814,0.804,0,6,845,VALID,0.0,0.837,0.61705,Reprocess / Reject
DOC0000794,C000111,Surat Kerja,2024-11-06,1.0,0.879,6,9,3063,VALID,0.6666666666666666,0.879,0.8561666666666666,Human Review
DOC0000795,C000559,KTP,2025-11-11,0.839,0.752,5,10,3798,VALID,0.5,0.895,0.7607999999999999,Human Review
DOC0000796,C000584,NPWP,2024-06-09,0.859,0.948,8,8,3152,VALID,1.0,0.948,0.93875,Auto Process
DOC0000797,C000467,KTP,2025-10-08,0.856,0.991,4,8,3464,NEEDS_REVIEW,0.5,0.917,0.8086,Human Review
DOC0000798,C000326,Rekening Koran,2026-06-26,0.857,1.0,4,11,1838,VALID,0.36363636363636365,0.905,0.7719090909090909,Human Review
DOC0000799,C000573,KTP,2024-05-24,0.804,0.949,0,8,3115,INVALID,0.0,0.811,0.6272,Reprocess / Reject
DOC0000800,C000459,Surat Kerja,2026-07-09,1.0,0.924,4,7,3160,VALID,0.5714285714285714,0.924,0.854857142857143,Human Review
DOC0000801,C000503,KTP,2024-02-28,0.782,1.0,7,11,2622,VALID,0.6363636363636364,0.774,0.7754909090909091,Human Review
DOC0000802,C000625,Form Aplikasi,2025-12-27,0.954,1.0,4,9,4625,VALID,0.4444444444444444,0.938,0.8279111111111112,Human Review
DOC0000803,C000296,Rekening Koran,2025-01-03,1.0,1.0,7,11,931,VALID,0.6363636363636364,1.0,0.9090909090909091,Auto Process
DOC0000804,C000199,Rekening Koran,2026-04-01,0.915,0.914,11,10,2681,VALID,1.0,0.982,0.9595499999999999,Auto Process
DOC0000805,C000579,KTP,2025-01-27,0.831,0.914,5,9,349,VALID,0.5555555555555556,0.914,0.8036388888888888,Human Review
DOC0000806,C000594,KTP,2024-08-24,0.929,0.898,10,6,4443,VALID,1.0,0.898,0.9312499999999999,Auto Process
DOC0000807,C000615,KTP,2025-02-07,0.831,1.0,6,8,3986,VALID,0.75,1.0,0.89525,Human Review
DOC0000808,C000159,KTP,2024-01-28,0.967,0.957,0,7,583,VALID,0.0,0.957,0.72025,Reprocess / Reject
DOC0000809,C000567,NPWP,2024-03-09,0.67,0.817,5,7,242,VALID,0.7142857142857143,0.873,0.7741714285714285,Human Review
DOC0000810,C000463,KTP,2024-03-24,0.94,0.688,10,8,249,VALID,1.0,0.893,0.9007499999999999,Auto Process
DOC0000811,C000510,KTP,2025-12-26,1.0,0.728,6,8,400,VALID,0.75,0.9025,0.8625749999999999,Human Review
DOC0000812,C000016,KTP,2025-09-30,0.751,0.972,6,11,3638,NEEDS_REVIEW,0.5454545454545454,0.972,0.8101136363636363,Human Review
DOC0000813,C000301,Form Aplikasi,2025-09-08,0.852,1.0,4,9,1962,VALID,0.4444444444444444,0.9644999999999999,0.811686111111111,Human Review
