Lead_ID,Age,Monthly_Income,Account_Tenure_Months,Product_Count,Monthly_Transactions,Digital_Engagement,Balance,Credit_Utilization,Recent_Application,Segment,Converted,Conversion_Probability
L02992,49,33664163,158,3,23,13,13787094.274429562,0.3317497280865207,0,Mass,0,0.18049184269790966
L02993,29,48545595,96,4,24,47,19503222.6935439,0.6999746213235329,1,Priority,1,0.5330922044305244
L02994,59,37036086,66,4,24,74,25215005.71922282,0.6928759126660636,0,Affluent,1,0.27449872481668985
L02995,55,5365016,6,2,18,28,19644264.745183706,0.34994743816171403,0,Mass,0,0.19470773893553764
L02996,49,30087030,31,5,21,77,12648417.36496191,0.2934140466373489,0,Mass,0,0.5314125396363714
L02997,34,38167809,86,4,29,61,6730627.624660026,0.4382553678818295,0,Mass,1,0.8149821183834783
L02998,36,26841705,73,5,17,61,8127598.010359315,0.71518298157329,0,Mass,0,0.4597980930917604
L02999,40,23750155,157,4,18,21,35033684.96511457,0.22422872914836262,1,Mass,1,0.5348569858265326
L03000,50,41257077,142,4,20,25,9820420.701141546,0.8368361616519819,0,Mass,0,0.08215899559395332
L03001,56,32123101,29,1,17,89,3904022.4094689894,0.27974841987354043,0,Affluent,0,0.17395911429883096
L03002,51,35343144,107,3,14,89,47828652.405014984,0.8056703305733011,0,Mass,0,0.30600598211042923
L03003,62,25348788,82,1,18,51,5845497.512194626,0.19022860336642822,0,Affluent,1,0.638274154628604
L03004,64,16791405,19,4,20,64,15538134.689887818,0.7154966259922378,0,Mass,1,0.6656437860694329
L03005,52,27878189,120,4,21,59,24513237.709620714,0.5552554302846536,1,Mass,0,0.291469843982648
L03006,37,48117373,97,3,9,56,15048353.401031382,0.6453130886617114,0,Mass,1,0.24260768554761383
L03007,47,31722824,16,2,15,74,1258489.6423327047,0.9267229365799761,0,Mass,0,0.32297536653065023
L03008,40,36534290,85,1,19,61,22165525.970872186,0.09730209080308448,0,Affluent,0,0.40188018645585366
L03009,49,9710116,132,4,27,21,56515416.04150366,0.18421427573451238,1,Mass,1,0.2835083714434806
L03010,57,49445190,59,4,20,17,32936531.74397307,0.12117632207201662,0,Affluent,1,0.5624289161227793
L03011,37,15256320,65,3,24,87,1793297.7066119656,0.5176732634129194,0,Affluent,0,0.8160016675313898
L03012,43,48678020,20,4,17,77,125875651.16139004,0.7725265193753093,0,Mass,0,0.6598072272299451
L03013,23,24505024,37,4,16,28,3983650.6561483736,0.0993423118710196,0,Mass,0,0.6031926053534936
L03014,54,46269847,177,3,14,15,5101990.417116508,0.7514660142746491,0,Priority,0,0.11394252878951387
L03015,43,45023358,112,1,25,29,32783580.47052307,0.43975024107753546,0,Mass,1,0.4300389061589699
L03016,41,38747090,32,5,21,62,23591622.07054794,0.8972857876803227,0,Mass,0,0.20669244224359604
L03017,44,46154752,87,3,27,63,16254752.155177357,0.3944265079122577,0,Affluent,1,0.7631927252520647
L03018,30,32033750,35,4,19,25,8487919.853236983,0.9361381534190837,1,Mass,0,0.46754844543368307
L03019,47,43043630,80,5,22,26,56764261.532770425,0.5508693911426382,0,Affluent,1,0.51071768781585
L03020,54,11919850,27,2,17,28,14421560.603341507,0.9409938595150169,0,Mass,0,0.07385293862631373
L03021,36,7233074,112,4,15,50,3133758.840281393,0.6186973566555193,0,Affluent,1,0.20267239381747099
L03022,26,28994165,103,1,31,31,51436608.731815696,0.3617022056819971,0,Mass,0,0.19034379773439195
L03023,38,41252978,115,5,23,51,18677791.43107087,0.7730678165563017,0,Mass,0,0.4690760698251792
L03024,29,39207320,80,1,18,11,45743829.50374853,0.48826411489319604,0,Affluent,0,0.30549509541823366
L03025,37,28283195,52,3,18,95,26591691.69108109,0.327927197889312,0,Mass,1,0.6718773672370626
L03026,49,27959429,45,2,17,91,163968272.26477492,0.4805018635867976,0,Mass,0,0.670667163674983
L03027,26,32052863,39,1,21,40,11002031.409178425,0.8347213344917168,0,Affluent,0,0.14537161074561247
L03028,54,43938999,78,3,23,83,15243351.525067057,0.7090766470502224,0,Mass,1,0.47865554131900634
L03029,31,42723579,82,5,22,58,30811279.641463183,0.2063919350251271,0,Mass,0,0.5589766148311025
L03030,61,9044171,122,1,14,12,11070212.198158534,0.8047380534620964,0,Affluent,0,0.11627091008531651
L03031,53,31404093,10,2,22,35,33471285.09558935,0.4382767166678833,0,Priority,1,0.5249924259745012
L03032,33,40772964,51,1,24,15,787129.2089951357,0.12458164524252599,0,Mass,0,0.32538654205470424
L03033,46,27274363,154,1,29,74,13947035.061407039,0.18245489498334494,0,Affluent,0,0.3383895003118869
L03034,25,49601787,165,2,29,81,13532006.515893549,0.10954735428316173,1,Affluent,1,0.6560973795539341
L03035,25,23886963,168,3,13,66,13050611.457006501,0.6589290231792689,0,Mass,1,0.2192620615735993
L03036,64,35239101,56,4,28,10,6240892.821992141,0.28180826114522295,0,Affluent,1,0.24251948769910672
L03037,57,8994981,25,4,20,31,37120635.93528382,0.13671410244933613,1,Mass,0,0.30988816868960867
L03038,27,46888566,36,4,20,52,9057610.805995105,0.3791026901380395,0,Affluent,0,0.2764247351846823
L03039,33,11062301,24,4,16,23,18326069.357282158,0.830269517682441,0,Affluent,0,0.2502301759289535
L03040,29,21405101,172,2,18,19,14452776.78845205,0.6158552507103009,1,Mass,1,0.41455509703553134
L03041,38,42530395,160,5,23,37,24739827.859472644,0.4876046953830723,0,Mass,1,0.37016267434721445
L03042,34,48501281,146,1,18,63,62740740.16342714,0.7098751946075579,0,Mass,1,0.4657813853620239
L03043,35,26281675,132,4,22,18,18231558.14138824,0.11830553544098409,0,Mass,0,0.3059832523880621
L03044,44,26297167,62,1,21,100,34794078.96024822,0.8444945379616503,0,Priority,0,0.26154242791215426
L03045,29,6241231,86,4,16,51,17338342.40279334,0.209962572185669,0,Affluent,1,0.6726342584519042
L03046,60,49028166,152,1,32,25,9043461.470795529,0.06924346383721461,1,Affluent,0,0.1542386515142706
L03047,53,4758597,147,2,27,11,13020078.481695779,0.37612436296904067,0,Mass,0,0.14131563580103562
L03048,55,5199959,94,2,28,97,11296668.053090245,0.10260260365462547,0,Mass,1,0.2525772378537944
L03049,28,25779868,151,4,20,64,26475302.91635286,0.20037092614430685,1,Affluent,0,0.7909558024451991
L03050,52,4167121,63,1,30,88,16688206.016516985,0.7150987601055983,1,Mass,0,0.3186751139295244
L03051,58,11561421,75,2,24,80,6778701.866755444,0.4142597732377854,0,Mass,1,0.7038430709470167
L03052,28,32875117,152,2,19,99,12014183.822346603,0.05620895401423212,0,Mass,0,0.4916024566621556
L03053,54,36435793,68,4,16,90,3261324.8287960216,0.6293815165736149,0,Priority,0,0.41621362820955954
L03054,37,17715979,136,5,22,79,12471512.113587422,0.6863999946993332,1,Affluent,1,0.22997456149095485
L03055,56,40584879,82,4,17,87,15019600.813815156,0.8617671344475738,1,Mass,0,0.6556095608963556
L03056,42,31954908,54,3,24,87,91514588.93533093,0.1891423492722562,0,Priority,1,0.4738690181703522
L03057,57,14501648,40,2,20,33,57771886.345704846,0.8214491639220579,0,Affluent,0,0.15516275134467963
L03058,27,36772381,110,5,8,64,5333328.90605066,0.6878371542367646,0,Affluent,0,0.6317445016408918
L03059,38,31240139,87,1,18,99,18353487.674276724,0.5572605113441366,0,Mass,0,0.5319300239614356
L03060,33,41357178,67,1,22,88,18678264.380308755,0.2855929850712367,0,Mass,0,0.32379723191502235
L03061,32,11104453,134,2,16,19,11912792.805189935,0.46205845967039005,0,Mass,0,0.11132505800374883
L03062,34,14619317,1,2,19,20,12696948.337705111,0.22844348437354484,0,Affluent,0,0.08536267798102957
L03063,38,17964801,17,3,20,28,10528653.63250399,0.6959249623742867,0,Mass,0,0.04726362120862332
L03064,26,19705086,174,5,21,77,97588405.27845886,0.6832308193691464,0,Mass,0,0.4879527358908939
L03065,52,44884592,120,4,19,45,9893380.999896161,0.22237691954479116,1,Mass,1,0.6400825221758774
L03066,45,37696908,99,2,16,67,21093972.680061515,0.2773550274276654,0,Mass,1,0.4265404870669119
L03067,58,29028512,3,2,17,22,1196044.745403144,0.8610006467400165,1,Affluent,0,0.28622394746653124
L03068,52,28860875,108,4,19,15,34179244.86326546,0.4745163740064108,0,Mass,0,0.1542800442768856
L03069,27,44750879,79,2,23,80,49023756.55901562,0.5460054734297933,0,Affluent,1,0.7249665599771055
L03070,24,24552562,108,5,21,36,5238421.287889365,0.9127627716453107,0,Priority,0,0.12123434748772316
L03071,40,14361398,8,3,22,13,8990454.928257223,0.23632143002505968,0,Affluent,0,0.1937681584310662
L03072,42,10297358,100,3,18,29,23560079.21934219,0.6144171965134028,1,Mass,0,0.238046727448664
L03073,31,19181119,105,5,20,39,15294769.321200412,0.7466134595356403,0,Affluent,0,0.2940145080904978
L03074,56,34051494,53,2,26,46,23912941.3536197,0.33749570477102264,1,Affluent,0,0.462617798472409
L03075,47,25663798,10,3,28,91,11254962.432771932,0.3279351218158242,1,Affluent,1,0.5014079296383189
L03076,54,23402000,175,3,16,28,96671205.64455464,0.857137377970914,0,Mass,1,0.2412509813670002
L03077,25,26083683,128,2,18,64,7677623.575196594,0.13946535232162205,0,Mass,0,0.17775568874909403
L03078,57,48844239,112,1,19,35,221323385.36328405,0.19162008257010477,0,Mass,0,0.3503922470974478
L03079,30,49891806,139,2,14,55,51934022.68450231,0.41985967224254883,0,Mass,1,0.43507275047081606
L03080,41,11419453,121,1,24,36,34472623.54113885,0.7685518701437507,0,Affluent,0,0.15101078306636667
L03081,40,9264484,25,4,15,41,5299288.5025519105,0.45949244008483753,0,Mass,0,0.2143126164226971
L03082,57,15238183,82,1,17,64,37253003.96006057,0.2935093475399878,1,Affluent,0,0.4351285523096606
L03083,33,43190391,160,2,21,63,27439638.58808593,0.4282655324794092,0,Affluent,0,0.1868161376595573
L03084,31,25137701,52,5,24,22,1801176.0243575596,0.45091439778474146,1,Mass,0,0.13386584616135266
L03085,36,43729373,175,3,21,24,3681977.2124306206,0.7043226886918226,0,Mass,0,0.2568967146466844
L03086,37,33750550,12,4,22,31,21449002.215189528,0.8318750729451236,0,Mass,0,0.16381408601588338
L03087,29,29447137,60,4,24,91,13128041.033579074,0.33912595805800283,1,Mass,1,0.4513756829592793
L03088,28,16949683,64,2,18,38,8949270.2401713,0.6876856480377249,0,Priority,0,0.34388924162506523
L03089,31,19825709,112,4,20,62,44123803.35964962,0.6812495556484038,0,Mass,1,0.16200634971106168
L03090,42,10795014,32,2,15,50,6198274.28812984,0.7402527999113114,1,Mass,0,0.048812610194072674
L03091,36,27884400,42,4,23,42,9514426.808336912,0.5677345734129244,1,Mass,1,0.6311303298711659
L03092,38,16897187,120,4,19,13,7853980.026749185,0.06322864847780968,0,Affluent,1,0.5069699632340856
L03093,53,17453514,52,5,24,50,24983596.236867603,0.6402806021673947,1,Affluent,1,0.6322630661152859
L03094,31,5819156,159,5,17,100,2687447.8840415133,0.6010678198804805,0,Priority,0,0.29496144975371674
L03095,61,40758942,157,1,34,95,9119165.970048564,0.600367510596681,0,Mass,0,0.387488090767238
L03096,54,47206029,55,2,15,37,2678575.1171768694,0.3031687213152323,0,Mass,0,0.1579574074843479
L03097,28,26920841,101,3,14,58,10970114.654356893,0.13809688898360534,0,Affluent,0,0.41175623723317095
L03098,35,28657482,60,2,29,36,30910601.351112,0.2204173307216376,0,Mass,0,0.23812003256136927
L03099,29,46588740,63,4,25,93,31467230.29843051,0.2445845832924422,0,Mass,1,0.3827365598841945
L03100,33,27528204,121,5,13,60,7246016.490913757,0.2062485568271492,0,Priority,1,0.6143191458765651
L03101,37,32643801,53,2,19,93,25568781.99477394,0.2700832236748042,1,Mass,1,0.46980786832890736
L03102,26,23692384,27,5,23,87,12464527.110326322,0.11182251141777876,1,Mass,0,0.8228609945987309
L03103,21,27658689,47,5,17,39,58506342.91049706,0.2923932393906548,1,Priority,1,0.5740013106144664
L03104,40,28005753,168,5,25,51,13171920.640442561,0.948096704200398,0,Mass,0,0.056781121247023086
L03105,52,36709190,47,1,22,61,767208.1279377661,0.5102431011005857,1,Mass,1,0.13740684323438748
L03106,34,31792624,66,2,16,32,36698328.52748662,0.35998057444752635,0,Mass,0,0.5859548111671679
L03107,59,27180916,114,1,20,85,9477788.43745663,0.6984385005261196,0,Mass,1,0.22979893736175971
L03108,37,7488716,19,1,24,61,11402700.90639754,0.47251441026682117,0,Mass,0,0.22837217513772443
L03109,61,45607292,49,1,32,28,20988479.10942138,0.07654816649109447,0,Affluent,1,0.40943278753658247
L03110,31,44860817,32,3,20,53,3608680.842694824,0.5426507400351971,0,Priority,1,0.7058116488488024
L03111,45,12484514,167,1,20,84,16162662.141120391,0.3236599164698503,0,Affluent,0,0.12656819949667414
L03112,55,17492339,168,2,21,48,25598844.045355584,0.5640655095075656,1,Priority,1,0.6245262424745052
L03113,23,48774039,137,5,15,74,21587498.85785897,0.20589621205767744,0,Mass,0,0.7367958693789757
L03114,62,18768864,45,5,23,99,8240977.372614709,0.48429487142909544,0,Mass,0,0.43452915078849924
L03115,37,41360765,111,5,18,40,40446582.97359706,0.22427618185596493,0,Mass,1,0.4817353844604997
L03116,43,40144430,120,1,24,100,5532026.7641781075,0.31893386903050086,0,Mass,0,0.38382916561309754
L03117,49,43593734,157,4,20,47,8024734.374551234,0.6684482696034068,1,Mass,1,0.17277060564239122
L03118,49,4736035,29,4,17,61,13092620.692504892,0.25488748339914474,0,Mass,0,0.36615451806969285
L03119,22,26213760,133,1,17,80,20156333.575605065,0.4254236378631748,0,Priority,1,0.4736000890069077
L03120,60,30013517,35,5,20,16,10842860.90966579,0.11582472417594508,0,Mass,1,0.3542857070206317
L03121,49,42511271,103,3,17,73,51245976.11484658,0.6684460219988707,0,Affluent,1,0.53283937692644
L03122,65,14325489,159,5,25,61,20152662.521050666,0.5350488685691432,0,Mass,1,0.22495333349212374
L03123,42,18111607,12,1,14,69,16178903.89344792,0.7824113890908828,0,Mass,0,0.40728055530800167
L03124,48,12275430,27,4,25,96,19456600.31327736,0.5315679054368501,0,Affluent,0,0.446886998791129
L03125,40,39049616,147,1,19,54,31216791.278914038,0.9447923827705973,0,Mass,0,0.2857158468958047
L03126,61,49948135,4,5,21,94,19083519.21500777,0.26701869035170944,1,Mass,0,0.6373461195222379
L03127,58,10460707,124,4,16,61,2455998.422433683,0.717895834033464,0,Mass,1,0.37568101894331013
L03128,61,14723309,91,1,18,29,44592204.87357594,0.4390939891035442,0,Affluent,0,0.22829741486537034
L03129,43,18124388,63,2,24,69,16906960.6375654,0.38836806585256095,0,Mass,0,0.27612792729993074
L03130,56,44895388,156,2,15,27,29752197.902071875,0.7083763926546957,0,Mass,0,0.4028193237102744
L03131,37,24503702,153,1,23,91,9995216.964986127,0.9100013340376818,0,Mass,0,0.09237713708848284
L03132,41,16969017,59,1,23,23,2414117.1599116675,0.7300191732450234,0,Mass,0,0.10990732318384935
L03133,55,18826707,1,5,27,55,1535936.9431220363,0.3471104737126802,0,Affluent,0,0.31868611163898086
L03134,24,31513488,24,5,21,84,5833880.6393248895,0.5089024855578267,0,Mass,1,0.5012093280406336
L03135,52,21802787,20,3,24,10,25162239.493831318,0.2454259820237692,0,Mass,1,0.25338598901235637
L03136,21,10458854,177,5,15,54,54923491.659146324,0.6082149295553734,0,Affluent,1,0.3224221340999475
L03137,47,41724818,108,4,22,56,20287834.615399845,0.41232839047925635,1,Affluent,0,0.4387412779377861
L03138,42,23422731,122,1,34,40,5237387.428897673,0.25531977817854346,0,Mass,0,0.24579180036567252
L03139,42,15807091,42,4,24,71,6847790.5819059145,0.06898343378079394,1,Mass,0,0.5344245184461035
L03140,43,37507957,154,1,19,39,58488684.007261194,0.8827918780519309,0,Affluent,0,0.22867501437546084
L03141,43,38282933,131,5,23,44,4044141.6613845923,0.1209387492810506,0,Mass,1,0.6188046361804798
L03142,39,11131678,136,2,17,35,122709906.08125228,0.3463784712897817,0,Mass,0,0.28800963319040707
L03143,41,7390755,85,1,21,66,97913822.24218868,0.2214083041593793,0,Affluent,0,0.3310867517605399
L03144,46,6089047,126,2,21,90,126820445.48142287,0.49471454850492574,1,Mass,0,0.10543919372602562
L03145,55,39223998,98,4,26,26,21949660.854607213,0.22545036086425452,0,Mass,0,0.30985340975988945
L03146,45,32784109,70,5,18,47,10660287.448281223,0.7125899327632389,0,Mass,1,0.3969719509810573
L03147,49,40433069,108,3,21,30,21421529.490459234,0.2523375256148536,0,Mass,0,0.27769561405275633
L03148,58,32814704,59,1,23,32,37212143.72224417,0.2169110019452294,0,Mass,0,0.3019706868184827
L03149,65,22478143,172,5,23,98,7824613.132844053,0.24519669601385635,1,Mass,0,0.5425555780133478
L03150,25,31119625,130,4,21,74,4987062.0222687395,0.31780698131343466,1,Mass,0,0.5400732143662417
L03151,53,37233979,134,3,18,95,11292216.770994637,0.6276482474120385,0,Mass,1,0.6471076491541473
L03152,31,22346864,130,3,29,67,6929186.537597416,0.2386655435983398,1,Mass,1,0.578433872967707
L03153,29,46096366,81,5,17,70,51880172.25767445,0.6771652595815322,0,Mass,1,0.23493571202026894
L03154,56,45381886,172,2,13,75,8098028.907991768,0.43715379597101,0,Affluent,0,0.21252899929933183
L03155,24,40832796,38,1,26,69,16505467.137630036,0.22730772026620738,0,Affluent,1,0.5420855031505167
L03156,59,49644267,103,1,13,84,40088548.57005517,0.26604006345593695,1,Mass,1,0.7167441353912979
L03157,55,21960539,13,4,10,39,53941089.26114298,0.5246004345822981,0,Mass,1,0.09161146737346641
L03158,65,9248875,54,5,27,19,18478529.359937858,0.39076599547420293,0,Mass,0,0.1935940104222848
L03159,51,26273821,104,4,30,54,22028706.368117083,0.5123510065942971,0,Priority,1,0.8128650819104806
L03160,60,38310927,89,4,24,10,5425226.087095213,0.7813216302355658,0,Mass,1,0.1787268446183493
L03161,26,39850447,170,2,19,14,41725266.142852366,0.09124823939196708,1,Mass,1,0.7635929965175187
L03162,61,21871904,111,3,25,14,53067964.62195403,0.40424956768777953,0,Affluent,0,0.17015285587199383
L03163,28,17459351,75,1,21,17,2311038.8190962723,0.4238985100625332,1,Affluent,0,0.18199205228142817
L03164,35,24491745,77,2,13,74,87443775.54567842,0.2758254435896278,0,Priority,0,0.3577960273912843
L03165,26,40978606,111,4,22,64,7443868.952897392,0.4476912826009368,0,Mass,0,0.2170337473606688
L03166,39,6787436,143,5,22,95,27185427.858284477,0.5599697807658776,0,Priority,0,0.22950730023158775
L03167,54,19091272,50,5,25,36,16209733.998846522,0.5764623870625575,0,Mass,0,0.22777020365097017
L03168,33,14574485,106,5,15,40,14121159.623337872,0.652849988931345,0,Affluent,0,0.3075521128796626
L03169,57,41075566,104,1,20,54,12201174.56378821,0.11909198255610516,0,Mass,0,0.24693661242231654
L03170,48,25604262,2,5,17,81,5559381.544536745,0.46400679581511056,0,Priority,0,0.4553664081769215
L03171,49,7992820,165,2,15,94,25327182.136917926,0.7318513082490332,0,Affluent,0,0.5545408712409753
L03172,63,16042198,103,4,19,76,11268435.880951893,0.45954078959863454,0,Affluent,1,0.5717193586719792
L03173,40,6042275,44,5,22,56,4049639.560610487,0.6408374317107254,0,Affluent,1,0.26852425937509133
L03174,36,25875577,115,5,16,99,5328370.732021091,0.5814039785854374,0,Mass,0,0.5059857262253821
L03175,65,49893070,123,4,27,26,4118973.317026828,0.4682470273570312,0,Mass,0,0.1407498211606361
L03176,46,30092642,165,2,23,52,8876964.391885674,0.12103569071911434,1,Mass,1,0.4606391590046134
L03177,48,43995027,7,3,22,32,24365044.66691164,0.6199024930763568,0,Affluent,1,0.33884176298239155
L03178,34,38159252,75,4,22,25,7366422.323157339,0.5310617040716996,0,Mass,0,0.22529718697621368
L03179,30,44610985,33,3,15,46,39785071.653220914,0.05511611733530262,0,Mass,1,0.416201571214589
L03180,28,18306723,104,3,20,79,13314261.070212947,0.23617102507554993,0,Mass,0,0.33947650982358946
L03181,31,47758877,91,3,31,39,11230634.630964268,0.10525961839503628,1,Affluent,1,0.360171774561227
L03182,29,14977555,86,3,21,84,15253601.382436587,0.563210834116105,0,Mass,1,0.5864169771474131
L03183,54,24162550,177,1,15,65,60533996.50139134,0.0636331560071202,1,Mass,0,0.5725425836585001
L03184,23,35338596,96,5,22,74,3806505.2430606177,0.808178855973052,0,Mass,1,0.3071797360356166
L03185,49,17194435,74,1,23,32,78603574.26584052,0.9027085991028645,0,Mass,0,0.04467062390257797
L03186,63,16164998,13,5,16,88,39181719.94220982,0.928021095818664,0,Mass,0,0.07311306259452921
L03187,55,9981149,53,1,17,28,14678644.847208403,0.25392601450741037,0,Mass,1,0.4475503946555044
L03188,39,4193298,162,3,24,43,48963537.3736197,0.4956267698777464,1,Affluent,1,0.30241403441939874
L03189,23,27055620,82,3,15,81,10865333.944378331,0.8520518973778451,0,Mass,0,0.4023905569171596
L03190,58,49390873,164,3,16,72,19959966.17872414,0.6686015211798851,0,Priority,0,0.35801183654025737
L03191,21,14122222,96,3,26,37,8728867.999377685,0.31887144983025656,0,Mass,0,0.1988364440979724
L03192,51,24247343,99,5,22,34,39429937.5862222,0.8005566955508401,0,Mass,0,0.2055255892406822
L03193,51,47035339,78,1,14,49,7394929.745643166,0.5665425708927896,1,Priority,1,0.522808889411889
L03194,29,39526338,101,5,21,50,14248938.491286615,0.7069860776566499,0,Affluent,0,0.4314081778307117
L03195,54,4184145,13,4,24,15,29582678.94954565,0.9224684839879232,1,Mass,0,0.09357482523490211
L03196,28,27027423,11,4,16,32,42787236.37564695,0.9477584132933947,0,Mass,0,0.1109326978561693
L03197,31,10587049,86,1,21,24,6598848.468454372,0.504339586575166,1,Mass,0,0.17710747414335956
L03198,57,15362880,108,1,23,24,31854811.43979526,0.19095126721550387,0,Mass,0,0.06452376284804404
L03199,65,15337889,100,2,19,42,5618502.222736408,0.6076032822505014,1,Mass,1,0.1501517216744511
L03200,32,32173954,78,2,22,13,1746684.4230705958,0.6294681486542979,0,Mass,0,0.15999785223662066
L03201,62,13152008,53,4,26,71,7099231.607333879,0.564930403038607,0,Mass,0,0.3569930065078912
L03202,62,15585848,128,5,37,71,34560457.34389281,0.4298439654850229,0,Mass,0,0.6407330697144061
L03203,55,14385808,109,3,16,30,14817861.661722602,0.5734042160239695,1,Affluent,1,0.23370229460294503
L03204,27,20416742,9,4,12,89,8785057.170391642,0.5306362729478161,1,Mass,1,0.44344667062780024
L03205,34,34178189,82,1,15,64,15855691.556320671,0.9002233663012282,0,Priority,0,0.11556672021918925
L03206,51,22398473,128,4,21,38,15339786.44076552,0.8038403894242654,0,Mass,0,0.25291556728962106
L03207,65,19065555,142,1,19,27,27936909.898979615,0.4043202088776834,0,Priority,0,0.16283249288868862
L03208,57,27809716,52,4,33,49,2993191.7012223136,0.5637798871751012,0,Affluent,1,0.3316744276970364
L03209,39,32291121,167,2,21,97,13540663.161889067,0.5594476088077383,0,Mass,0,0.4638253100916014
L03210,31,4706513,118,3,18,10,16984946.854547832,0.5096463649890538,0,Mass,0,0.1800159457775342
L03211,64,44951864,79,2,19,11,3829292.4118032902,0.10225899280955489,0,Mass,0,0.12328298317400195
L03212,33,46155814,113,3,18,47,3777142.532079701,0.6913350465530561,0,Affluent,1,0.5104070659328651
L03213,36,31717611,157,5,12,93,10415986.424352828,0.7081435483519763,0,Mass,0,0.40171829027854966
L03214,64,30431717,41,5,16,35,15128410.776405664,0.48576633474619996,0,Affluent,1,0.584758106382752
L03215,46,35948508,28,2,23,78,15181783.059319917,0.8614156697415878,0,Affluent,1,0.6199415398775701
L03216,32,24279787,80,2,19,62,8599479.857625892,0.9355299508456878,0,Mass,0,0.44009491721231614
L03217,21,20813151,16,3,16,28,8254145.905635526,0.7816215192866932,0,Affluent,0,0.09246942766901739
L03218,40,20223772,151,4,16,92,10103418.981889289,0.8850767567293084,0,Affluent,0,0.4481100578329041
L03219,65,11347969,175,1,23,24,20217973.023526542,0.4887524107902299,1,Affluent,0,0.10023131679775232
L03220,40,42693757,110,4,20,56,52074282.450421326,0.8728171587747832,1,Mass,1,0.6238069264739573
L03221,52,18746866,177,5,25,70,1628490.1784222506,0.8915241227206037,0,Mass,1,0.5191950976903891
L03222,32,17082447,13,5,17,71,27967757.320784617,0.6112103924323232,1,Mass,0,0.5682495301492002
L03223,55,48357001,114,3,25,87,13422045.47613081,0.18564901282850943,0,Mass,0,0.4612761624779519
L03224,55,27308509,80,2,17,74,25375204.138613172,0.18707690725752535,0,Mass,0,0.45445528723979867
L03225,48,32603323,50,2,20,69,49086965.85526577,0.4750752569556618,0,Priority,0,0.36752071899712413
L03226,55,15290485,57,4,17,23,7049270.4224064825,0.7120224568454759,1,Mass,1,0.2254312522911282
L03227,47,16765511,99,3,22,37,38565375.99567731,0.5012547877218413,0,Mass,0,0.20792277336508402
L03228,38,37503593,116,1,18,41,4280232.526649067,0.7698648401547629,0,Mass,0,0.05849541501889938
L03229,54,24742102,30,4,24,43,17041464.011347286,0.7428095880954224,0,Priority,0,0.2391957108673793
L03230,58,10796257,111,1,23,20,11769758.840985509,0.23324730998883791,0,Mass,1,0.4888668662902229
L03231,58,42433599,167,5,23,18,15710506.134741874,0.16948802623714807,0,Mass,0,0.3512345120715209
L03232,30,22527021,2,3,19,50,5579035.523778102,0.6852510776539894,0,Mass,0,0.24752421000127364
L03233,51,34748404,159,2,15,75,23218135.064991444,0.3383424056047473,0,Mass,0,0.362758737918593
L03234,21,19698632,110,1,18,90,73283645.49595588,0.8882572047370116,0,Mass,0,0.19600438135854983
L03235,46,29790030,62,1,30,95,5675696.74502947,0.8316569717590278,0,Mass,1,0.3106635099936562
L03236,46,39678995,133,5,25,53,18132315.3125432,0.4561142466030282,1,Mass,0,0.418771764766225
L03237,37,44717492,112,3,6,91,35301424.67469014,0.572455242011394,1,Mass,0,0.17382573841089494
L03238,65,13537849,139,5,19,51,11148550.315841166,0.8123935494376138,0,Mass,1,0.3365970574092797
L03239,60,34932220,15,5,17,53,58465867.51399894,0.8342322765916392,0,Affluent,0,0.6598356541989085
L03240,22,46073409,11,1,20,29,9760677.945907446,0.5512768991733941,0,Mass,0,0.1205839431052124
L03241,30,33565567,116,2,18,67,13353192.540986968,0.9247218379201978,0,Priority,0,0.2951361755531122
L03242,30,10582133,55,5,11,38,5556097.674135897,0.5188717924144205,0,Mass,0,0.44423699753934204
L03243,61,12729334,43,3,23,54,17024279.96219927,0.08699689504969352,0,Mass,0,0.20293952273710597
L03244,44,13328907,76,3,20,95,15045412.788093634,0.5564256498789794,0,Affluent,1,0.46860044142253027
L03245,53,8893879,131,3,17,59,28330853.65538593,0.7493062100222274,0,Mass,1,0.8358250093096957
L03246,57,38671704,33,4,35,37,7939451.249205276,0.9364416377006148,0,Mass,0,0.3550426183020262
L03247,55,48396537,176,5,17,71,7584104.747889543,0.14483171996966604,1,Mass,1,0.6342634043641563
L03248,25,27776457,76,5,12,76,23820399.109230913,0.4464834770273391,1,Priority,1,0.7496171064748204
L03249,27,31547485,28,4,20,65,60657342.47788002,0.5779848891512336,0,Mass,1,0.4854986779365269
L03250,38,39590212,13,3,18,13,28136296.93657357,0.8433172357670731,0,Mass,0,0.1265459042507418
L03251,36,23121436,155,2,16,30,95150747.49859563,0.6943009860680752,0,Mass,0,0.06223486068789129
L03252,54,25733055,21,1,20,21,26137149.9576894,0.2581216404078862,0,Mass,0,0.27603841420907294
L03253,28,31094957,76,4,28,96,25212579.512187753,0.8234502657123806,1,Mass,0,0.6125168983183134
L03254,37,18013573,121,1,19,38,29587236.87752134,0.6478189591615646,0,Affluent,0,0.18112219846315603
L03255,31,6843350,93,4,24,53,66434796.100542136,0.8556412249247726,0,Priority,0,0.5812790533489077
L03256,29,30117564,48,3,30,92,51708401.1934676,0.8009364876883371,0,Priority,1,0.7366700325356365
L03257,28,41817854,20,4,15,100,5069144.004748334,0.1663362342429438,0,Mass,0,0.6830659837993709
