Customer_ID,Age,Monthly_Income,Tenure_Months,Product_Count,Digital_Engagement,Balance,Prior_Monthly_Transactions,Segment,Treatment,Campaign_Name,Conversion,Propensity_True
C04690,53,10953469.0,44,2,61,145386604.0,27,Mass,0,Personal Loan Offer,0,0.18191592420969022
C04691,21,14382776.0,4,5,71,9601616.0,41,Priority,0,Personal Loan Offer,0,0.6638082296976293
C04692,23,7594079.0,134,1,78,42169791.0,27,Mass,1,Personal Loan Offer,1,0.37073137417866475
C04693,65,12029770.0,161,6,47,18391215.0,32,Mass,1,Personal Loan Offer,0,0.6571513183018695
C04694,59,14219141.0,21,5,76,31514441.0,21,Affluent,1,Personal Loan Offer,0,0.4702334047501578
C04695,52,4744923.0,124,1,97,68659231.0,27,Affluent,1,Personal Loan Offer,0,0.7582659703224727
C04696,58,10813339.0,7,5,75,14645804.0,23,Mass,0,Personal Loan Offer,0,0.6525577665124601
C04697,24,10157636.0,141,3,37,36509358.0,34,Mass,1,Personal Loan Offer,0,0.33020355585097116
C04698,25,21122611.0,8,6,80,26083151.0,35,Affluent,1,Personal Loan Offer,1,0.6665254632556763
C04699,34,4351120.0,176,2,31,10532132.0,20,Mass,0,Personal Loan Offer,0,0.2087556053861957
C04700,22,9728681.0,33,6,16,70374520.0,27,Priority,0,Personal Loan Offer,1,0.5376197053601033
C04701,60,9206793.0,74,6,50,40728173.0,21,Mass,0,Personal Loan Offer,0,0.39441503640744247
C04702,23,20347248.0,126,2,56,12951121.0,20,Mass,1,Personal Loan Offer,0,0.37687207117811033
C04703,45,11716007.0,153,3,52,60299635.0,33,Mass,0,Personal Loan Offer,0,0.2985027086315791
C04704,59,32225521.0,67,4,33,8708614.0,30,Mass,1,Personal Loan Offer,0,0.5214687614947717
C04705,54,17272645.0,177,2,34,19429606.0,25,Mass,0,Personal Loan Offer,1,0.3361486814775854
C04706,31,9576230.0,5,6,93,13020284.0,16,Mass,1,Personal Loan Offer,1,0.5782626915527954
C04707,42,13690730.0,86,2,36,42395586.0,37,Priority,0,Personal Loan Offer,0,0.4188659210690607
C04708,45,9876605.0,178,2,81,12379587.0,23,Mass,1,Personal Loan Offer,0,0.3733713136249818
C04709,55,19251221.0,51,4,33,42700703.0,30,Mass,1,Personal Loan Offer,0,0.44055552528714
C04710,40,5767265.0,97,3,19,36241049.0,23,Mass,0,Personal Loan Offer,0,0.16704628819731263
C04711,33,7628367.0,82,1,15,13742361.0,22,Mass,0,Personal Loan Offer,0,0.2902614216214062
C04712,56,15418007.0,73,6,32,124642528.0,26,Affluent,1,Personal Loan Offer,0,0.5539991530609853
C04713,60,23548749.0,139,2,86,9492458.0,31,Mass,0,Personal Loan Offer,0,0.4762191106634967
C04714,43,3574495.0,95,1,51,4887682.0,22,Mass,1,Personal Loan Offer,0,0.3617306551134357
C04715,22,25555839.0,130,4,73,47079206.0,27,Affluent,0,Personal Loan Offer,0,0.6680435535838196
C04716,43,11109853.0,95,6,97,2331063.0,23,Mass,1,Personal Loan Offer,1,0.5378280060201222
C04717,61,4257897.0,180,1,14,88903286.0,23,Affluent,0,Personal Loan Offer,0,0.39503258331025065
C04718,65,3000000.0,86,3,19,22142219.0,23,Mass,0,Personal Loan Offer,1,0.09335442794681574
C04719,39,5174508.0,144,6,93,4800630.0,25,Mass,0,Personal Loan Offer,0,0.7514172359171992
C04720,27,11870650.0,112,6,61,7746706.0,20,Mass,1,Personal Loan Offer,1,0.5107101733685275
C04721,46,11572860.0,145,2,66,3902602.0,31,Mass,0,Personal Loan Offer,0,0.543802655713522
C04722,58,16999210.0,160,4,41,29330127.0,22,Priority,0,Personal Loan Offer,0,0.6892461688328329
C04723,63,8870123.0,43,6,85,5305893.0,34,Affluent,0,Personal Loan Offer,1,0.6432470847551409
C04724,23,6523978.0,56,5,68,33043382.0,31,Priority,0,Personal Loan Offer,0,0.5964739572620423
C04725,34,9561161.0,56,4,33,14745060.0,19,Affluent,1,Personal Loan Offer,0,0.44455879943354204
C04726,42,12223891.0,89,5,69,12433173.0,27,Priority,1,Personal Loan Offer,0,0.5117617492201786
C04727,25,13623983.0,90,3,10,33284048.0,33,Mass,0,Personal Loan Offer,0,0.24817007509896555
C04728,60,7774632.0,3,1,31,37309336.0,24,Mass,0,Personal Loan Offer,0,0.21850178942670048
C04729,26,19701649.0,162,4,28,62899307.0,33,Mass,1,Personal Loan Offer,0,0.2657979754644641
C04730,50,8526154.0,156,4,81,10611666.0,23,Affluent,0,Personal Loan Offer,1,0.5302857407947076
C04731,62,7437703.0,109,6,76,19412609.0,23,Priority,1,Personal Loan Offer,0,0.7617407324510986
C04732,51,8904808.0,57,6,18,10595243.0,27,Affluent,1,Personal Loan Offer,0,0.5219434544902889
C04733,55,21673033.0,150,3,92,23540439.0,20,Affluent,1,Personal Loan Offer,1,0.6053145933992808
C04734,32,11154786.0,51,6,84,9183814.0,24,Affluent,1,Personal Loan Offer,0,0.6835879796200308
C04735,58,8190085.0,57,1,49,13087212.0,24,Mass,0,Personal Loan Offer,0,0.2758704966936206
C04736,39,19970694.0,180,6,29,13154077.0,29,Mass,0,Personal Loan Offer,0,0.2568900115098644
C04737,23,38994412.0,167,1,48,26818534.0,20,Affluent,0,Personal Loan Offer,0,0.3227244221432256
C04738,37,13466863.0,107,4,63,20059187.0,21,Mass,0,Personal Loan Offer,1,0.5919785255157661
C04739,36,23653711.0,33,5,67,33182873.0,17,Mass,1,Personal Loan Offer,0,0.6906853201669667
C04740,44,21215871.0,24,4,41,17970575.0,21,Mass,0,Personal Loan Offer,0,0.31531216560858216
C04741,32,8600366.0,174,6,19,11200737.0,29,Mass,0,Personal Loan Offer,0,0.5224421752968079
C04742,41,12177079.0,50,4,65,24216039.0,24,Priority,1,Personal Loan Offer,0,0.44758633006468446
C04743,40,5926934.0,124,1,74,7992857.0,20,Affluent,0,Personal Loan Offer,0,0.3739627908197022
C04744,35,10720828.0,65,4,34,35335569.0,21,Mass,1,Personal Loan Offer,0,0.34956512798494305
C04745,52,8503705.0,91,2,68,15033290.0,28,Mass,0,Personal Loan Offer,0,0.38295770687253744
C04746,34,9614952.0,178,4,61,24538705.0,27,Mass,1,Personal Loan Offer,1,0.38281396560870773
C04747,55,7944377.0,108,3,55,24922133.0,27,Mass,1,Personal Loan Offer,0,0.4187594793326115
C04748,32,10247189.0,79,1,10,99213864.0,28,Mass,0,Personal Loan Offer,0,0.29410824194631296
C04749,59,16080939.0,76,4,37,29292045.0,18,Mass,0,Personal Loan Offer,0,0.22995893805750306
C04750,37,11236710.0,43,1,44,21519322.0,23,Mass,0,Personal Loan Offer,0,0.31245162596317905
C04751,22,4303813.0,102,2,85,10007767.0,29,Mass,1,Personal Loan Offer,0,0.5866443902198591
C04752,27,7960886.0,104,4,85,44617110.0,24,Mass,0,Personal Loan Offer,1,0.49907956006032006
C04753,57,5203008.0,19,6,89,15264452.0,18,Affluent,0,Personal Loan Offer,0,0.6050939215387031
C04754,60,13723913.0,75,2,52,4350332.0,34,Mass,0,Personal Loan Offer,1,0.288063279120789
C04755,30,15827219.0,117,2,39,16455241.0,23,Mass,1,Personal Loan Offer,0,0.5680533942833024
C04756,48,13818499.0,12,2,55,24221049.0,28,Priority,1,Personal Loan Offer,0,0.6766060765703364
C04757,46,7782162.0,176,4,82,8821806.0,36,Mass,0,Personal Loan Offer,0,0.5179633478712854
C04758,27,13745016.0,156,2,66,17770717.0,26,Affluent,1,Personal Loan Offer,0,0.6257611395019869
C04759,41,9265926.0,116,4,64,18620245.0,29,Mass,1,Personal Loan Offer,0,0.4150564906556241
C04760,52,6416563.0,5,5,49,18912525.0,27,Mass,0,Personal Loan Offer,0,0.42977125078435774
C04761,64,18046795.0,95,1,73,68742947.0,30,Mass,0,Personal Loan Offer,0,0.3172267419998984
C04762,59,18818152.0,162,6,88,5388001.0,18,Priority,0,Personal Loan Offer,1,0.5319836994431781
C04763,25,20222567.0,7,4,70,152861875.0,22,Priority,0,Personal Loan Offer,0,0.5917386650229959
C04764,31,8587562.0,143,4,46,19353958.0,26,Mass,1,Personal Loan Offer,0,0.3557086093843172
C04765,40,22955462.0,152,4,86,35728315.0,29,Affluent,0,Personal Loan Offer,1,0.7084588821149006
C04766,27,9147096.0,16,6,95,22727339.0,30,Mass,0,Personal Loan Offer,0,0.7354961216965384
C04767,46,17190078.0,44,4,82,3559815.0,28,Mass,0,Personal Loan Offer,0,0.5503625721833934
C04768,21,9060322.0,131,6,89,6952871.0,21,Mass,1,Personal Loan Offer,1,0.5056029519191652
C04769,26,10609146.0,165,2,34,11839678.0,28,Mass,0,Personal Loan Offer,0,0.23921171492329948
C04770,23,3168502.0,140,2,48,54025280.0,24,Mass,0,Personal Loan Offer,0,0.5235315233371362
C04771,34,10164024.0,96,4,32,5009876.0,22,Mass,1,Personal Loan Offer,0,0.42483654677612864
C04772,55,12616508.0,110,1,43,8499394.0,31,Mass,1,Personal Loan Offer,0,0.47838070663646964
C04773,28,9577143.0,96,1,76,23584344.0,21,Mass,1,Personal Loan Offer,0,0.6183697599633635
C04774,65,31525921.0,105,2,71,32091421.0,25,Mass,1,Personal Loan Offer,0,0.4117973764526752
C04775,33,6331583.0,140,2,10,31138754.0,20,Mass,0,Personal Loan Offer,0,0.2940264344155822
C04776,23,8801630.0,11,1,78,7476219.0,29,Mass,0,Personal Loan Offer,1,0.31286755189538734
C04777,36,7295274.0,40,5,27,4046049.0,23,Mass,0,Personal Loan Offer,1,0.48671224013479336
C04778,54,8800683.0,13,4,26,34287879.0,26,Mass,0,Personal Loan Offer,1,0.4374253867122097
C04779,25,21161507.0,144,2,59,83835472.0,23,Mass,1,Personal Loan Offer,0,0.2044603598568119
C04780,24,27053710.0,132,2,31,14160136.0,16,Mass,0,Personal Loan Offer,0,0.361646525683686
C04781,59,8161849.0,12,6,97,6366474.0,20,Mass,0,Personal Loan Offer,0,0.5474533416378817
C04782,47,8062732.0,21,6,23,13011739.0,21,Mass,0,Personal Loan Offer,0,0.34327355475078986
C04783,36,6350197.0,50,1,23,29659867.0,21,Mass,1,Personal Loan Offer,0,0.1730804917959712
C04784,55,24615187.0,46,4,79,15840804.0,24,Mass,0,Personal Loan Offer,0,0.6771295156434685
C04785,58,22230363.0,95,2,36,81689536.0,25,Mass,0,Personal Loan Offer,0,0.27658450304530663
C04786,37,11320516.0,91,3,75,50435888.0,19,Mass,0,Personal Loan Offer,0,0.3249145131053635
C04787,46,5568090.0,66,4,72,24048445.0,17,Affluent,1,Personal Loan Offer,1,0.43676013683093295
C04788,21,5848833.0,32,6,27,2833207.0,25,Mass,0,Personal Loan Offer,0,0.3706278441517351
C04789,34,13180690.0,118,4,62,10008839.0,29,Mass,1,Personal Loan Offer,0,0.533523346817701
C04790,47,16232940.0,143,6,58,11561839.0,24,Affluent,1,Personal Loan Offer,1,0.7330465236413672
C04791,29,3851748.0,116,5,18,9479355.0,25,Mass,1,Personal Loan Offer,0,0.38498371306043
C04792,65,10056168.0,146,5,79,24204863.0,25,Mass,1,Personal Loan Offer,0,0.6386143041862272
C04793,64,29223389.0,165,5,88,24709168.0,26,Mass,1,Personal Loan Offer,1,0.7350045200605809
C04794,32,10646983.0,152,5,96,3749631.0,24,Priority,0,Personal Loan Offer,1,0.7984785025592462
C04795,38,27226958.0,118,2,17,44715953.0,27,Mass,0,Personal Loan Offer,0,0.41451354905398125
C04796,29,17148008.0,11,6,26,20325088.0,17,Mass,0,Personal Loan Offer,0,0.7114857362222123
C04797,43,6609797.0,62,6,85,28599055.0,16,Mass,1,Personal Loan Offer,0,0.6917876252956413
C04798,26,10215819.0,79,4,37,42121513.0,25,Mass,0,Personal Loan Offer,0,0.4155066942264931
C04799,38,11179982.0,129,5,66,9288365.0,23,Mass,0,Personal Loan Offer,0,0.45857335887761413
C04800,45,7106610.0,153,6,41,70431314.0,23,Priority,1,Personal Loan Offer,0,0.6124539487313012
C04801,48,7039092.0,116,1,29,17356008.0,27,Mass,0,Personal Loan Offer,0,0.3723912155115634
C04802,47,27484697.0,67,1,66,90765522.0,34,Affluent,1,Personal Loan Offer,1,0.36804114280058087
C04803,30,7010144.0,143,6,28,8180881.0,24,Affluent,1,Personal Loan Offer,0,0.6172227149885042
C04804,56,21715939.0,126,4,22,84266035.0,22,Mass,1,Personal Loan Offer,0,0.3162757534474706
C04805,52,9438907.0,145,5,58,8099062.0,32,Mass,0,Personal Loan Offer,0,0.4701835339309386
C04806,54,11831968.0,107,4,27,255830102.0,27,Mass,0,Personal Loan Offer,0,0.46359558175100546
C04807,42,16344984.0,118,4,27,7720650.0,23,Affluent,1,Personal Loan Offer,0,0.3483580577673396
C04808,61,8633926.0,64,1,81,57530716.0,26,Mass,0,Personal Loan Offer,0,0.4894493713563783
C04809,38,16399552.0,74,2,58,13920159.0,21,Mass,0,Personal Loan Offer,0,0.2633249769020849
C04810,57,3893741.0,52,1,59,40884649.0,21,Mass,0,Personal Loan Offer,0,0.43155769559097223
C04811,30,15283071.0,48,3,23,19205702.0,17,Mass,1,Personal Loan Offer,1,0.3164075297737316
C04812,32,3087047.0,119,1,24,6716062.0,25,Mass,0,Personal Loan Offer,0,0.22291694300667342
C04813,44,10592444.0,71,5,45,1220063.0,26,Mass,0,Personal Loan Offer,0,0.4746606695856121
C04814,46,19196737.0,26,2,45,245504572.0,22,Affluent,1,Personal Loan Offer,0,0.45939981913558603
C04815,54,16897557.0,9,5,51,21515132.0,25,Priority,1,Personal Loan Offer,0,0.6486049344757233
C04816,34,5875440.0,156,1,22,1053589.0,30,Priority,1,Personal Loan Offer,1,0.2979287940921787
C04817,60,6306565.0,80,1,91,27067693.0,28,Mass,0,Personal Loan Offer,1,0.4239965129112697
C04818,35,8216440.0,105,3,43,39857832.0,26,Mass,0,Personal Loan Offer,1,0.19053881080077165
C04819,45,13294167.0,164,5,84,9783052.0,20,Mass,1,Personal Loan Offer,0,0.7351224675614803
C04820,62,3924910.0,22,5,46,9849077.0,28,Mass,0,Personal Loan Offer,0,0.29701616667124486
C04821,45,11913041.0,169,4,52,19607074.0,18,Priority,0,Personal Loan Offer,0,0.7205780907887573
C04822,51,14241964.0,128,4,20,66574825.0,26,Affluent,0,Personal Loan Offer,0,0.36880521083089385
C04823,61,10270094.0,116,5,71,22102537.0,22,Mass,1,Personal Loan Offer,0,0.6776285394716968
C04824,64,16019924.0,79,5,15,86397400.0,21,Affluent,1,Personal Loan Offer,1,0.5446581882089988
C04825,43,13571268.0,128,5,78,61988659.0,25,Mass,0,Personal Loan Offer,1,0.6941853131242443
C04826,39,8908419.0,39,1,90,15909995.0,31,Affluent,1,Personal Loan Offer,0,0.5343055890471264
C04827,29,4137131.0,56,3,42,4158725.0,23,Mass,0,Personal Loan Offer,0,0.21756070812549003
C04828,45,12913636.0,174,6,90,15943663.0,26,Affluent,1,Personal Loan Offer,1,0.6859603923303097
C04829,62,7104406.0,52,3,73,33859333.0,24,Priority,1,Personal Loan Offer,1,0.5375507377906537
C04830,42,8730461.0,131,1,10,21234469.0,25,Mass,0,Personal Loan Offer,0,0.19353414760272222
C04831,36,15618014.0,168,4,28,37718742.0,31,Mass,1,Personal Loan Offer,1,0.24518026526133824
C04832,25,26165455.0,108,2,68,47425130.0,33,Mass,0,Personal Loan Offer,1,0.4495535070915062
C04833,38,11751414.0,55,4,73,34007831.0,28,Affluent,0,Personal Loan Offer,1,0.24495460819528883
C04834,31,16275197.0,154,4,18,15186452.0,30,Mass,0,Personal Loan Offer,0,0.30339509856157054
C04835,64,5421882.0,150,5,72,33636633.0,35,Priority,1,Personal Loan Offer,0,0.6733188289238017
C04836,44,13734963.0,99,6,83,187020176.0,22,Affluent,1,Personal Loan Offer,1,0.6243800200958612
C04837,27,11611063.0,23,5,18,4507996.0,23,Mass,1,Personal Loan Offer,0,0.31266624133343457
C04838,24,23593749.0,81,6,90,32557890.0,28,Mass,1,Personal Loan Offer,1,0.7042698442136585
C04839,59,8914280.0,79,1,58,124927749.0,24,Mass,1,Personal Loan Offer,0,0.48445770343994354
C04840,62,10506624.0,36,5,66,6178912.0,27,Mass,0,Personal Loan Offer,0,0.64907055657192
C04841,55,21482843.0,74,3,14,54425477.0,27,Mass,0,Personal Loan Offer,1,0.3397226218311705
C04842,26,11407694.0,30,5,65,62205879.0,23,Mass,0,Personal Loan Offer,1,0.5217820692365257
C04843,25,6521105.0,126,1,51,4567135.0,20,Mass,0,Personal Loan Offer,0,0.3396063475692072
C04844,29,48828050.0,79,4,43,40776013.0,17,Mass,0,Personal Loan Offer,1,0.7116910299115776
C04845,54,6630503.0,133,1,81,15247512.0,31,Mass,0,Personal Loan Offer,0,0.48925928656643913
C04846,55,11580488.0,84,4,32,18826896.0,29,Mass,0,Personal Loan Offer,1,0.40088562770356934
C04847,58,14520844.0,130,2,15,14451201.0,24,Mass,0,Personal Loan Offer,1,0.363709484984434
C04848,25,13902884.0,133,1,55,74323067.0,32,Affluent,0,Personal Loan Offer,0,0.43382729872454956
C04849,27,10810821.0,31,1,77,17878721.0,21,Mass,0,Personal Loan Offer,0,0.3083459186782079
C04850,61,10840493.0,81,2,22,12583907.0,31,Mass,0,Personal Loan Offer,0,0.3206016834435
C04851,62,10545446.0,136,6,99,12798868.0,20,Priority,0,Personal Loan Offer,0,0.7726323449258129
C04852,53,6495717.0,108,6,71,14221321.0,18,Priority,1,Personal Loan Offer,1,0.6330790264754246
C04853,25,39154964.0,42,1,94,6795066.0,34,Mass,1,Personal Loan Offer,0,0.6410312248961147
C04854,24,10632461.0,151,6,52,12473398.0,21,Affluent,0,Personal Loan Offer,0,0.3374989569773257
C04855,23,16663467.0,38,4,21,22497448.0,23,Mass,0,Personal Loan Offer,1,0.278659706245174
C04856,52,9982640.0,179,2,26,29967507.0,29,Affluent,0,Personal Loan Offer,0,0.24497737905132075
C04857,59,9872831.0,128,6,55,66671084.0,29,Mass,1,Personal Loan Offer,1,0.4373439982890561
C04858,49,9340994.0,60,2,63,25449884.0,21,Mass,1,Personal Loan Offer,0,0.3707516828939898
C04859,32,5116607.0,37,2,76,12444298.0,33,Priority,1,Personal Loan Offer,1,0.44437883290435587
C04860,55,10985377.0,163,2,82,7276808.0,23,Mass,1,Personal Loan Offer,1,0.6661574002163098
C04861,23,9593180.0,96,1,79,26848747.0,24,Mass,1,Personal Loan Offer,0,0.4730549700624085
C04862,58,22856719.0,146,3,63,17785108.0,27,Affluent,0,Personal Loan Offer,1,0.4376024202088156
C04863,61,6213483.0,151,1,11,18382792.0,26,Mass,0,Personal Loan Offer,0,0.09482363767513949
C04864,53,8736203.0,15,2,58,26004297.0,28,Mass,1,Personal Loan Offer,0,0.31659092143071216
C04865,60,7321128.0,124,3,84,33620008.0,33,Mass,0,Personal Loan Offer,0,0.48182219899404144
C04866,47,26530589.0,62,4,87,26192353.0,17,Affluent,1,Personal Loan Offer,1,0.5769987955626051
C04867,42,7438967.0,164,6,85,16864556.0,21,Affluent,1,Personal Loan Offer,1,0.8769316097693903
C04868,35,16349079.0,41,1,10,8974170.0,20,Mass,0,Personal Loan Offer,0,0.10313805572752377
C04869,62,20460485.0,8,4,49,10836797.0,30,Mass,0,Personal Loan Offer,0,0.4640113409182901
C04870,52,11073325.0,121,1,66,46711580.0,34,Mass,0,Personal Loan Offer,0,0.3827136595077802
C04871,29,5627474.0,101,6,32,13093894.0,25,Mass,0,Personal Loan Offer,0,0.38574074746992854
C04872,64,5666786.0,101,2,47,5205363.0,18,Mass,0,Personal Loan Offer,0,0.1482985564863876
C04873,23,19255118.0,49,6,18,63771537.0,25,Mass,1,Personal Loan Offer,0,0.4102502278567864
C04874,47,5998923.0,91,5,27,7793997.0,27,Affluent,1,Personal Loan Offer,0,0.4465064921861395
C04875,29,14887490.0,174,2,10,20717513.0,22,Affluent,1,Personal Loan Offer,0,0.3596559749771499
C04876,50,12778942.0,138,2,99,32684317.0,35,Mass,1,Personal Loan Offer,0,0.6199575154238108
C04877,39,14766034.0,178,2,88,20064471.0,22,Mass,1,Personal Loan Offer,0,0.6457422553540254
C04878,40,15553385.0,62,3,46,1677986.0,29,Mass,0,Personal Loan Offer,0,0.1880156200563769
C04879,51,7180634.0,157,3,10,29554035.0,34,Mass,0,Personal Loan Offer,0,0.2436594867914441
C04880,55,7017213.0,71,4,40,75353888.0,26,Mass,1,Personal Loan Offer,1,0.6925947426300922
C04881,38,17780753.0,169,3,49,43915376.0,19,Mass,0,Personal Loan Offer,0,0.5299488791959123
C04882,65,8488965.0,157,5,25,2391064.0,27,Mass,0,Personal Loan Offer,0,0.21726145094456323
C04883,43,3000000.0,32,3,70,167834202.0,24,Mass,0,Personal Loan Offer,0,0.4807892633102073
C04884,28,17145265.0,176,2,100,5311534.0,29,Priority,0,Personal Loan Offer,0,0.5433456416015426
C04885,21,6786687.0,111,2,86,6802654.0,31,Mass,0,Personal Loan Offer,0,0.42795339760856405
C04886,30,15515374.0,141,5,87,43711441.0,23,Mass,1,Personal Loan Offer,0,0.8121978298241591
C04887,52,25815076.0,106,1,85,31455496.0,19,Mass,1,Personal Loan Offer,1,0.5973265500925371
C04888,45,12111144.0,41,2,16,21673003.0,21,Affluent,0,Personal Loan Offer,0,0.16217490115002883
C04889,36,20750656.0,178,2,60,11317226.0,21,Affluent,0,Personal Loan Offer,0,0.3750957149245353
C04890,42,13059233.0,23,4,61,75685682.0,19,Mass,0,Personal Loan Offer,0,0.47308481565103294
C04891,58,28731463.0,146,1,19,19228747.0,18,Mass,0,Personal Loan Offer,0,0.23306545133305334
C04892,46,6690896.0,40,3,23,4178345.0,23,Mass,0,Personal Loan Offer,0,0.31424781056450934
C04893,23,11945903.0,142,5,61,68582145.0,20,Mass,1,Personal Loan Offer,0,0.4116601462381044
C04894,23,17376966.0,78,6,75,24903722.0,34,Mass,1,Personal Loan Offer,0,0.5853622470323608
C04895,42,10806850.0,45,3,29,60991773.0,22,Mass,1,Personal Loan Offer,0,0.24095951747298613
C04896,39,22615310.0,45,6,54,35455589.0,19,Mass,1,Personal Loan Offer,0,0.49537067904893817
C04897,59,9462011.0,59,4,16,218624363.0,29,Affluent,0,Personal Loan Offer,0,0.4948145618451824
C04898,47,37452025.0,163,5,20,14669375.0,14,Priority,1,Personal Loan Offer,1,0.5567538893915945
C04899,55,38556137.0,139,2,62,20324469.0,23,Mass,1,Personal Loan Offer,0,0.3880098604982106
C04900,47,14013852.0,122,6,60,41081706.0,29,Affluent,1,Personal Loan Offer,1,0.7404463840127558
C04901,36,16262101.0,115,2,78,14760283.0,28,Priority,1,Personal Loan Offer,0,0.7087451581728741
C04902,50,23111399.0,77,1,92,44628380.0,24,Mass,1,Personal Loan Offer,0,0.5097348660101068
C04903,48,6246043.0,163,1,27,1049506.0,25,Mass,0,Personal Loan Offer,0,0.2144788802521696
C04904,53,5831689.0,51,4,41,18596047.0,27,Affluent,1,Personal Loan Offer,0,0.655654016680621
C04905,29,23949251.0,170,4,87,18042675.0,27,Mass,0,Personal Loan Offer,0,0.7734839274566649
C04906,49,13951685.0,70,2,14,17400815.0,27,Affluent,0,Personal Loan Offer,0,0.16750696344970858
C04907,33,10594434.0,63,6,85,8321190.0,33,Mass,1,Personal Loan Offer,0,0.7632840013296244
C04908,56,12073639.0,87,2,96,49494181.0,23,Priority,1,Personal Loan Offer,0,0.8069516200649194
C04909,56,3230329.0,136,4,19,12076814.0,28,Mass,0,Personal Loan Offer,0,0.37447953769737063
C04910,49,10805955.0,130,4,22,24434759.0,23,Affluent,0,Personal Loan Offer,0,0.32677720337475047
C04911,63,7930618.0,139,4,72,19270369.0,19,Mass,1,Personal Loan Offer,0,0.4431637010600798
C04912,45,19882621.0,18,5,53,32986437.0,32,Mass,1,Personal Loan Offer,0,0.7159759470827138
C04913,22,20742269.0,31,6,99,83654320.0,29,Mass,1,Personal Loan Offer,1,0.7955823613814897
C04914,48,16478900.0,154,5,59,24308744.0,22,Mass,1,Personal Loan Offer,0,0.5754814099353692
C04915,55,14915619.0,177,6,69,46392105.0,22,Mass,1,Personal Loan Offer,0,0.8172955576177517
C04916,25,5266500.0,25,6,31,23117790.0,21,Mass,0,Personal Loan Offer,1,0.2917603387922261
C04917,25,16605938.0,163,3,39,12057949.0,32,Affluent,1,Personal Loan Offer,0,0.42574058620862637
C04918,33,16963696.0,49,4,26,17360105.0,27,Mass,0,Personal Loan Offer,0,0.38229637491279755
C04919,58,23801833.0,177,2,23,15062224.0,28,Mass,1,Personal Loan Offer,0,0.28138227575975305
C04920,44,38471667.0,179,6,20,35300404.0,25,Mass,1,Personal Loan Offer,0,0.26371430856327577
C04921,64,4730346.0,116,6,91,22250941.0,21,Affluent,1,Personal Loan Offer,1,0.7784618851855082
C04922,60,9691453.0,36,6,16,9038269.0,29,Affluent,0,Personal Loan Offer,0,0.34656468809697044
C04923,45,7977779.0,143,5,56,16018912.0,25,Mass,0,Personal Loan Offer,0,0.38120994500468985
C04924,51,13194309.0,21,6,56,4348433.0,28,Affluent,1,Personal Loan Offer,0,0.5477838678586843
C04925,35,12088779.0,62,5,15,16628683.0,24,Affluent,0,Personal Loan Offer,0,0.3674705827177654
C04926,25,10550376.0,116,2,86,20026134.0,23,Mass,1,Personal Loan Offer,0,0.4645285132063337
C04927,38,21117225.0,15,2,55,122019452.0,23,Mass,1,Personal Loan Offer,0,0.5384439074414218
C04928,47,6547798.0,72,4,21,77029182.0,23,Mass,1,Personal Loan Offer,1,0.45793042834107445
C04929,29,6768570.0,144,3,21,7111105.0,26,Affluent,0,Personal Loan Offer,0,0.3049050861663029
C04930,30,6831763.0,19,5,73,24471317.0,18,Priority,1,Personal Loan Offer,0,0.5619141043058467
C04931,21,9842665.0,68,5,66,24904353.0,26,Mass,1,Personal Loan Offer,1,0.5060798558965184
C04932,54,6105451.0,3,6,47,15883724.0,35,Mass,0,Personal Loan Offer,0,0.3836059870573075
C04933,61,11683672.0,120,5,46,16929264.0,32,Mass,1,Personal Loan Offer,1,0.45940439234282604
C04934,58,10955998.0,17,1,13,14038205.0,15,Mass,0,Personal Loan Offer,0,0.13424252836163283
C04935,38,7785970.0,53,3,12,130117874.0,25,Affluent,0,Personal Loan Offer,0,0.5864110990113869
C04936,47,19403978.0,96,2,58,13191175.0,27,Affluent,1,Personal Loan Offer,0,0.48492411462562285
C04937,64,11613653.0,41,4,43,28125297.0,19,Priority,0,Personal Loan Offer,0,0.4372727740162832
C04938,47,21528178.0,44,3,32,1594726.0,27,Mass,0,Personal Loan Offer,1,0.43996705110674783
C04939,34,10779317.0,151,6,44,45572326.0,23,Affluent,1,Personal Loan Offer,1,0.38777805426422723
C04940,36,11841372.0,141,2,65,65365009.0,25,Affluent,0,Personal Loan Offer,0,0.3929675269014501
C04941,53,8805498.0,17,3,36,6984562.0,14,Affluent,0,Personal Loan Offer,0,0.4184469013882189
C04942,41,11953583.0,155,5,41,11987273.0,18,Priority,1,Personal Loan Offer,0,0.5463467893077099
C04943,58,17754409.0,86,3,35,31413439.0,29,Mass,1,Personal Loan Offer,0,0.49317659135089426
C04944,59,9570379.0,28,1,70,20393026.0,25,Mass,1,Personal Loan Offer,0,0.13804829255900689
C04945,22,15959164.0,164,2,14,31883922.0,27,Mass,1,Personal Loan Offer,0,0.34417782690999427
C04946,53,7674444.0,62,3,93,15006617.0,34,Affluent,1,Personal Loan Offer,1,0.548823220689966
C04947,37,18217533.0,60,4,60,128894941.0,21,Mass,1,Personal Loan Offer,0,0.35835486807047845
C04948,44,8722958.0,29,5,32,10236831.0,27,Affluent,0,Personal Loan Offer,0,0.25794366494067394
C04949,32,19169694.0,160,4,79,295097847.0,37,Mass,0,Personal Loan Offer,0,0.5741461829982892
C04950,37,12409270.0,54,3,95,69245364.0,33,Affluent,0,Personal Loan Offer,0,0.8006275818223552
